行政區別,村里別,宋楚瑜/徐欣瑩,朱立倫/王如玄,蔡英文/陳建仁,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
布袋鎮,,3618,8838,20232,32688,540,33228,0,33228,14572,47800,69.51
,岱江里,82,244,504,830,14,844,0,844,366,1210,69.75
,九龍里,42,170,276,488,8,496,0,496,250,746,66.49
,岑海里,314,804,1674,2792,70,2862,0,2862,1106,3968,72.13
,興中里,192,446,966,1604,24,1628,0,1628,622,2250,72.36
,光復里,228,816,1430,2474,42,2516,0,2516,828,3344,75.24
,見龍里,128,292,822,1242,8,1250,0,1250,504,1754,71.27
,新厝里,138,278,504,920,16,936,0,936,522,1458,64.2
,龍江里,114,276,648,1038,24,1062,0,1062,538,1600,66.38
,新岑里,114,288,962,1364,14,1378,0,1378,560,1938,71.1
,新民里,188,420,1126,1734,32,1766,0,1766,784,2550,69.25
,復興里,436,880,2002,3318,50,3368,0,3368,1424,4792,70.28
,好美里,148,358,854,1360,16,1376,0,1376,740,2116,65.03
,永安里,192,420,862,1474,6,1480,0,1480,814,2294,64.52
,東港里,334,576,1638,2548,46,2594,0,2594,1132,3726,69.62
,江山里,40,144,238,422,12,434,0,434,152,586,74.06
,菜舖里,66,214,280,560,12,572,0,572,272,844,67.77
,考試里,24,130,228,382,8,390,0,390,220,610,63.93
,振寮里,200,300,520,1020,32,1052,0,1052,452,1504,69.95
,西安里,166,468,1026,1660,20,1680,0,1680,720,2400,70.0
,東安里,134,430,1314,1878,22,1900,0,1900,832,2732,69.55
,中安里,188,434,1300,1922,28,1950,0,1950,1026,2976,65.52
,樹林里,52,212,460,724,14,738,0,738,302,1040,70.96
,貴舍里,98,238,598,934,22,956,0,956,406,1362,70.19
,總計,3618,8838,20232,32688,540,33228,0,33228,14572,47800,69.51
大林鎮,,3840,8078,21544,33462,468,33930,0,33930,18520,52450,64.69
,東林里,90,196,434,720,6,726,0,726,272,998,72.75
,西林里,276,648,1540,2464,32,2496,0,2496,1144,3640,68.57
,吉林里,154,414,696,1264,10,1274,0,1274,622,1896,67.19
,平林里,916,1854,4274,7044,74,7118,0,7118,3810,10928,65.14
,明華里,138,282,984,1404,20,1424,0,1424,840,2264,62.9
,明和里,270,512,1292,2074,18,2092,0,2092,1118,3210,65.17
,排路里,48,114,672,834,6,840,0,840,412,1252,67.09
,西結里,90,88,724,902,20,922,0,922,522,1444,63.85
,湖北里,94,140,564,798,16,814,0,814,474,1288,63.2
,大糖里,26,64,122,212,8,220,0,220,164,384,57.29
,大美里,236,534,1216,1986,28,2014,0,2014,1212,3226,62.43
,過溪里,170,396,1136,1702,18,1720,0,1720,1084,2804,61.34
,中坑里,140,422,1020,1582,36,1618,0,1618,1040,2658,60.87
,上林里,84,256,720,1060,10,1070,0,1070,494,1564,68.41
,中林里,174,312,1536,2022,20,2042,0,2042,1038,3080,66.3
,三和里,352,616,1410,2378,30,2408,0,2408,1520,3928,61.3
,溝背里,106,238,866,1210,20,1230,0,1230,630,1860,66.13
,義和里,94,256,530,880,32,912,0,912,482,1394,65.42
,內林里,136,232,506,874,24,898,0,898,492,1390,64.6
,三角里,120,294,566,980,18,998,0,998,626,1624,61.45
,三村里,126,210,736,1072,22,1094,0,1094,524,1618,67.61
,總計,3840,8078,21544,33462,468,33930,0,33930,18520,52450,64.69
民雄鄉,,8808,17860,48688,75356,1114,76470,0,76470,39916,116386,65.7
,東榮村,276,894,1752,2922,54,2976,0,2976,1468,4444,66.97
,中樂村,222,654,1292,2168,46,2214,0,2214,966,3180,69.62
,西安村,458,1136,2812,4406,78,4484,0,4484,1876,6360,70.5
,寮頂村,312,612,1898,2822,34,2856,0,2856,1336,4192,68.13
,福權村,230,392,1468,2090,30,2120,0,2120,902,3022,70.15
,東湖村,286,612,1390,2288,40,2328,0,2328,1326,3654,63.71
,頂崙村,172,454,1130,1756,30,1786,0,1786,1008,2794,63.92
,菁埔村,140,302,1844,2286,32,2318,0,2318,1044,3362,68.95
,中和村,140,308,782,1230,10,1240,0,1240,596,1836,67.54
,平和村,124,234,698,1056,8,1064,0,1064,472,1536,69.27
,西昌村,80,170,844,1094,24,1118,0,1118,556,1674,66.79
,豊收村,242,684,1698,2624,50,2674,0,2674,1406,4080,65.54
,三興村,182,412,1086,1680,28,1708,0,1708,684,2392,71.4
,東興村,52,148,478,678,20,698,0,698,398,1096,63.69
,鎮北村,148,346,802,1296,20,1316,0,1316,700,2016,65.28
,興中村,262,534,1436,2232,24,2256,0,2256,1306,3562,63.34
,興南村,428,698,2004,3130,52,3182,0,3182,2016,5198,61.22
,福興村,296,528,1702,2526,38,2564,0,2564,1270,3834,66.88
,文隆村,344,814,1824,2982,56,3038,0,3038,1448,4486,67.72
,山中村,456,972,3216,4644,70,4714,0,4714,2262,6976,67.57
,中央村,120,282,1378,1780,16,1796,0,1796,792,2588,69.4
,北斗村,834,1372,3888,6094,80,6174,0,6174,3542,9716,63.54
,双福村,386,848,1548,2782,40,2822,0,2822,1630,4452,63.39
,大崎村,334,802,1796,2932,42,2974,0,2974,1644,4618,64.4
,秀林村,414,572,2202,3188,26,3214,0,3214,1696,4910,65.46
,松山村,226,454,1244,1924,34,1958,0,1958,1412,3370,58.1
,金興村,620,782,2156,3558,50,3608,0,3608,2138,5746,62.79
,福樂村,1024,1844,4320,7188,82,7270,0,7270,4022,11292,64.38
,總計,8808,17860,48688,75356,1114,76470,0,76470,39916,116386,65.7
溪口鄉,,1296,2908,12080,16284,266,16550,0,16550,9176,25726,64.33
,溪東村,142,410,1134,1686,36,1722,0,1722,914,2636,65.33
,溪西村,64,206,632,902,14,916,0,916,450,1366,67.06
,溪北村,68,142,572,782,14,796,0,796,524,1320,60.3
,游東村,122,184,1012,1318,16,1334,0,1334,652,1986,67.17
,游西村,48,102,678,828,6,834,0,834,584,1418,58.82
,柴林村,62,160,770,992,8,1000,0,1000,576,1576,63.45
,林腳村,44,104,814,962,22,984,0,984,638,1622,60.67
,美南村,92,218,1078,1388,34,1422,0,1422,878,2300,61.83
,美北村,82,250,858,1190,24,1214,0,1214,694,1908,63.63
,本厝村,108,202,930,1240,14,1254,0,1254,644,1898,66.07
,柳溝村,182,320,1172,1674,16,1690,0,1690,848,2538,66.59
,疊溪村,110,224,940,1274,18,1292,0,1292,732,2024,63.83
,妙崙村,92,196,618,906,14,920,0,920,486,1406,65.43
,坪頂村,80,190,872,1142,30,1172,0,1172,556,1728,67.82
,總計,1296,2908,12080,16284,266,16550,0,16550,9176,25726,64.33
新港鄉,,2610,6260,25412,34282,496,34778,0,34778,18284,53062,65.54
,宮前村,250,774,1784,2808,26,2834,0,2834,1218,4052,69.94
,宮後村,152,454,1434,2040,30,2070,0,2070,1020,3090,66.99
,大興村,128,378,1402,1908,20,1928,0,1928,936,2864,67.32
,福德村,168,498,1328,1994,32,2026,0,2026,1030,3056,66.3
,古民村,98,230,1336,1664,26,1690,0,1690,850,2540,66.54
,中庄村,122,300,1514,1936,30,1966,0,1966,1012,2978,66.02
,大潭村,118,306,1534,1958,20,1978,0,1978,1156,3134,63.11
,西庄村,144,262,760,1166,12,1178,0,1178,638,1816,64.87
,埤子村,58,98,550,706,10,716,0,716,396,1112,64.39
,南崙村,46,86,1078,1210,38,1248,0,1248,584,1832,68.12
,北崙村,24,50,528,602,4,606,0,606,390,996,60.84
,海瀛村,50,132,448,630,6,636,0,636,328,964,65.98
,月眉村,142,334,1762,2238,30,2268,0,2268,1062,3330,68.11
,月潭村,142,312,1462,1916,28,1944,0,1944,1112,3056,63.61
,溪北村,104,296,1376,1776,46,1822,0,1822,826,2648,68.81
,三間村,174,278,1062,1514,14,1528,0,1528,934,2462,62.06
,中洋村,136,274,898,1308,16,1324,0,1324,708,2032,65.16
,菜公村,102,248,822,1172,18,1190,0,1190,762,1952,60.96
,安和村,98,190,950,1238,18,1256,0,1256,778,2034,61.75
,潭大村,96,242,1096,1434,40,1474,0,1474,782,2256,65.34
,南港村,122,208,970,1300,12,1312,0,1312,796,2108,62.24
,板頭村,56,134,522,712,8,720,0,720,364,1084,66.42
,共和村,80,176,796,1052,12,1064,0,1064,602,1666,63.87
,總計,2610,6260,25412,34282,496,34778,0,34778,18284,53062,65.54
六腳鄉,,2980,5386,20074,28440,552,28992,0,28992,13182,42174,68.74
,蒜頭村,178,476,948,1602,24,1626,0,1626,728,2354,69.07
,蒜東村,124,252,752,1128,8,1136,0,1136,540,1676,67.78
,蒜南村,138,240,846,1224,24,1248,0,1248,458,1706,73.15
,工廠村,34,142,126,302,16,318,0,318,154,472,67.37
,灣南村,276,344,1060,1680,36,1716,0,1716,666,2382,72.04
,灣北村,270,368,1030,1668,32,1700,0,1700,692,2392,71.07
,雙涵村,128,200,844,1172,24,1196,0,1196,502,1698,70.44
,塗師村,80,108,646,834,10,844,0,844,422,1266,66.67
,三義村,94,124,770,988,20,1008,0,1008,506,1514,66.58
,港美村,62,102,818,982,20,1002,0,1002,510,1512,66.27
,豐美村,132,288,1112,1532,32,1564,0,1564,594,2158,72.47
,六斗村,130,268,854,1252,24,1276,0,1276,570,1846,69.12
,崙陽村,150,274,1050,1474,32,1506,0,1506,598,2104,71.58
,蘇厝村,188,434,1470,2092,32,2124,0,2124,794,2918,72.79
,竹本村,62,114,600,776,18,794,0,794,498,1292,61.46
,永賢村,46,92,478,616,10,626,0,626,386,1012,61.86
,魚寮村,66,156,656,878,16,894,0,894,434,1328,67.32
,潭墘村,134,206,754,1094,32,1126,0,1126,660,1786,63.05
,正義村,172,286,1528,1986,30,2016,0,2016,768,2784,72.41
,溪厝村,80,158,628,866,12,878,0,878,408,1286,68.27
,六腳村,104,250,628,982,24,1006,0,1006,552,1558,64.57
,六南村,72,138,510,720,32,752,0,752,368,1120,67.14
,崩山村,86,124,620,830,20,850,0,850,492,1342,63.34
,古林村,58,122,792,972,12,984,0,984,494,1478,66.58
,更寮村,116,120,554,790,12,802,0,802,388,1190,67.39
,總計,2980,5386,20074,28440,552,28992,0,28992,13182,42174,68.74
東石鄉,,4190,7678,18504,30372,640,31012,0,31012,13096,44108,70.31
,東石村,328,614,1614,2556,74,2630,0,2630,1032,3662,71.82
,猿樹村,150,314,778,1242,26,1268,0,1268,644,1912,66.32
,型厝村,242,620,980,1842,36,1878,0,1878,812,2690,69.81
,塭港村,360,836,1180,2376,38,2414,0,2414,862,3276,73.69
,三家村,212,432,1006,1650,22,1672,0,1672,706,2378,70.31
,永屯村,148,272,612,1032,14,1046,0,1046,344,1390,75.25
,海埔村,62,120,356,538,20,558,0,558,254,812,68.72
,龍港村,246,400,548,1194,32,1226,0,1226,512,1738,70.54
,副瀨村,124,254,912,1290,14,1304,0,1304,640,1944,67.08
,下揖村,100,170,714,984,24,1008,0,1008,526,1534,65.71
,頂揖村,68,132,370,570,10,580,0,580,242,822,70.56
,溪下村,144,330,764,1238,54,1292,0,1292,716,2008,64.34
,港墘村,290,414,1122,1826,28,1854,0,1854,550,2404,77.12
,蔦松村,152,268,818,1238,36,1274,0,1274,488,1762,72.3
,圍潭村,122,164,680,966,14,980,0,980,440,1420,69.01
,洲仔村,182,266,762,1210,36,1246,0,1246,446,1692,73.64
,東崙村,50,240,624,914,26,940,0,940,506,1446,65.01
,西崙村,154,388,956,1498,24,1522,0,1522,616,2138,71.19
,塭仔村,228,180,806,1214,22,1236,0,1236,570,1806,68.44
,網寮村,338,352,920,1610,30,1640,0,1640,800,2440,67.21
,掌潭村,128,424,582,1134,22,1156,0,1156,426,1582,73.07
,港口村,100,98,214,412,2,414,0,414,234,648,63.89
,鰲鼓村,262,390,1186,1838,36,1874,0,1874,730,2604,71.97
,總計,4190,7678,18504,30372,640,31012,0,31012,13096,44108,70.31
義竹鄉,,2106,6076,15138,23320,492,23812,0,23812,9816,33628,70.81
,岸腳村,98,244,634,976,34,1010,0,1010,474,1484,68.06
,義竹村,208,552,1386,2146,50,2196,0,2196,806,3002,73.15
,六桂村,122,534,1040,1696,14,1710,0,1710,618,2328,73.45
,仁里村,120,398,752,1270,38,1308,0,1308,494,1802,72.59
,傳芳村,90,328,652,1070,20,1090,0,1090,374,1464,74.45
,頭竹村,144,428,1288,1860,24,1884,0,1884,622,2506,75.18
,五厝村,76,140,348,564,10,574,0,574,226,800,71.75
,中平村,76,220,366,662,4,666,0,666,284,950,70.11
,埤前村,104,398,618,1120,28,1148,0,1148,414,1562,73.5
,平溪村,40,152,416,608,8,616,0,616,214,830,74.22
,後鎮村,56,148,396,600,22,622,0,622,242,864,71.99
,北華村,76,160,558,794,26,820,0,820,396,1216,67.43
,新店村,164,538,1390,2092,54,2146,0,2146,894,3040,70.59
,東過村,148,280,606,1034,24,1058,0,1058,574,1632,64.83
,西過村,120,238,678,1036,26,1062,0,1062,600,1662,63.9
,官和村,72,142,818,1032,18,1050,0,1050,568,1618,64.89
,官順村,64,108,366,538,6,544,0,544,344,888,61.26
,新富村,86,228,464,778,18,796,0,796,304,1100,72.36
,東光村,82,288,760,1130,34,1164,0,1164,390,1554,74.9
,東榮村,44,136,360,540,8,548,0,548,272,820,66.83
,龍蛟村,72,214,520,806,10,816,0,816,346,1162,70.22
,溪洲村,44,202,722,968,16,984,0,984,360,1344,73.21
,總計,2106,6076,15138,23320,492,23812,0,23812,9816,33628,70.81
鹿草鄉,,1720,4436,12740,18896,302,19198,0,19198,8714,27912,68.78
,後寮村,60,120,542,722,6,728,0,728,296,1024,71.09
,鹿東村,40,158,600,798,14,812,0,812,360,1172,69.28
,鹿草村,162,504,1074,1740,24,1764,0,1764,730,2494,70.73
,西井村,152,542,1066,1760,30,1790,0,1790,736,2526,70.86
,豊稠村,70,236,406,712,4,716,0,716,822,1538,46.55
,重寮村,114,300,1060,1474,30,1504,0,1504,620,2124,70.81
,施家村,54,122,428,604,4,608,0,608,330,938,64.82
,下潭村,108,190,878,1176,16,1192,0,1192,524,1716,69.46
,光潭村,132,284,992,1408,32,1440,0,1440,628,2068,69.63
,碧潭村,136,400,770,1306,30,1336,0,1336,620,1956,68.3
,松竹村,132,334,836,1302,16,1318,0,1318,586,1904,69.22
,竹山村,112,258,900,1270,20,1290,0,1290,580,1870,68.98
,後堀村,182,376,1180,1738,30,1768,0,1768,740,2508,70.49
,三角村,198,374,1446,2018,32,2050,0,2050,854,2904,70.59
,下麻村,68,238,562,868,14,882,0,882,288,1170,75.38
,總計,1720,4436,12740,18896,302,19198,0,19198,8714,27912,68.78
水上鄉,,7086,14218,36082,57386,762,58148,0,58148,26760,84908,68.48
,水上村,672,1346,2950,4968,52,5020,0,5020,2276,7296,68.8
,水頭村,426,924,1968,3318,38,3356,0,3356,1454,4810,69.77
,大堀村,246,430,1668,2344,40,2384,0,2384,694,3078,77.45
,大崙村,288,602,1798,2688,46,2734,0,2734,1318,4052,67.47
,塗溝村,126,200,752,1078,18,1096,0,1096,450,1546,70.89
,粗溪村,246,576,1196,2018,34,2052,0,2052,1004,3056,67.15
,下寮村,306,610,1588,2504,34,2538,0,2538,1146,3684,68.89
,三和村,274,630,1270,2174,40,2214,0,2214,1182,3396,65.19
,回歸村,74,248,298,620,8,628,0,628,218,846,74.23
,三鎮村,96,338,418,852,18,870,0,870,366,1236,70.39
,靖和村,84,208,336,628,18,646,0,646,212,858,75.29
,南和村,232,396,1152,1780,10,1790,0,1790,952,2742,65.28
,龍德村,278,526,1920,2724,26,2750,0,2750,1076,3826,71.88
,溪洲村,114,334,958,1406,30,1436,0,1436,674,2110,68.06
,柳林村,426,638,1698,2762,30,2792,0,2792,1158,3950,70.68
,柳鄉村,218,526,1800,2544,24,2568,0,2568,1298,3866,66.43
,柳新村,372,654,1210,2236,28,2264,0,2264,1096,3360,67.38
,寬士村,628,1214,3440,5282,64,5346,0,5346,2762,8108,65.93
,民生村,542,1064,2490,4096,50,4146,0,4146,1738,5884,70.46
,忠和村,340,730,1414,2484,34,2518,0,2518,1302,3820,65.92
,中庄村,272,664,1380,2316,40,2356,0,2356,1116,3472,67.86
,南鄉村,134,216,712,1062,12,1074,0,1074,556,1630,65.89
,三界村,170,240,868,1278,16,1294,0,1294,596,1890,68.47
,國姓村,200,270,1132,1602,14,1616,0,1616,926,2542,63.57
,內溪村,192,338,950,1480,18,1498,0,1498,676,2174,68.91
,義興村,130,296,716,1142,20,1162,0,1162,514,1676,69.33
,總計,7086,14218,36082,57386,762,58148,0,58148,26760,84908,68.48
中埔鄉,,5226,10100,29640,44966,646,45612,0,45612,30730,76342,59.75
,中埔村,248,476,1350,2074,38,2112,0,2112,1402,3514,60.1
,塩舘村,130,248,736,1114,16,1130,0,1130,694,1824,61.95
,龍門村,136,270,606,1012,14,1026,0,1026,574,1600,64.12
,裕民村,82,136,824,1042,24,1066,0,1066,644,1710,62.34
,金蘭村,228,290,1186,1704,26,1730,0,1730,1076,2806,61.65
,富收村,400,670,2186,3256,48,3304,0,3304,2078,5382,61.39
,和睦村,478,862,2468,3808,36,3844,0,3844,2600,6444,59.65
,和美村,1030,2086,5082,8198,66,8264,0,8264,5496,13760,60.06
,和興村,776,1460,4092,6328,78,6406,0,6406,4408,10814,59.24
,隆興村,212,542,1344,2098,30,2128,0,2128,1524,3652,58.27
,義仁村,216,336,1176,1728,26,1754,0,1754,1080,2834,61.89
,社口村,182,612,1498,2292,34,2326,0,2326,1758,4084,56.95
,灣潭村,122,262,780,1164,18,1182,0,1182,866,2048,57.71
,石硦村,180,300,912,1392,28,1420,0,1420,976,2396,59.27
,頂埔村,100,184,856,1140,20,1160,0,1160,754,1914,60.61
,同仁村,232,408,1654,2294,56,2350,0,2350,1582,3932,59.77
,瑞豐村,86,168,566,820,18,838,0,838,646,1484,56.47
,沄水村,134,252,790,1176,26,1202,0,1202,846,2048,58.69
,三層村,64,100,544,708,18,726,0,726,576,1302,55.76
,深坑村,84,242,590,916,8,924,0,924,576,1500,61.6
,東興村,62,110,196,368,8,376,0,376,310,686,54.81
,中崙村,44,86,204,334,10,344,0,344,264,608,56.58
,總計,5226,10100,29640,44966,646,45612,0,45612,30730,76342,59.75
竹崎鄉,,4564,8074,25274,37912,480,38392,0,38392,23108,61500,62.43
,竹崎村,336,672,1978,2986,40,3026,0,3026,1716,4742,63.81
,和平村,352,506,1820,2678,20,2698,0,2698,1566,4264,63.27
,坑頭村,88,200,612,900,6,906,0,906,584,1490,60.81
,沙坑村,128,160,850,1138,24,1162,0,1162,508,1670,69.58
,獅埜村,194,258,1130,1582,18,1600,0,1600,810,2410,66.39
,義和村,94,192,568,854,8,862,0,862,350,1212,71.12
,義仁村,152,280,872,1304,12,1316,0,1316,776,2092,62.91
,灣橋村,836,1494,3954,6284,58,6342,0,6342,3962,10304,61.55
,鹿滿村,176,402,1268,1846,16,1862,0,1862,1024,2886,64.52
,紫雲村,226,388,1084,1698,32,1730,0,1730,1048,2778,62.28
,內埔村,228,458,1366,2052,24,2076,0,2076,1064,3140,66.11
,昇平村,242,488,1366,2096,26,2122,0,2122,1416,3538,59.98
,白杞村,84,192,466,742,16,758,0,758,582,1340,56.57
,桃源村,128,244,782,1154,28,1182,0,1182,780,1962,60.24
,塘興村,124,286,622,1032,20,1052,0,1052,680,1732,60.74
,義隆村,182,140,418,740,4,744,0,744,412,1156,64.36
,龍山村,200,402,1582,2184,24,2208,0,2208,1202,3410,64.75
,文峯村,94,120,594,808,18,826,0,826,554,1380,59.86
,金獅村,64,130,348,542,8,550,0,550,322,872,63.07
,復金村,224,464,1656,2344,28,2372,0,2372,1410,3782,62.72
,緞繻村,150,224,616,990,18,1008,0,1008,844,1852,54.43
,仁壽村,14,22,160,196,4,200,0,200,276,476,42.02
,中和村,138,170,618,926,12,938,0,938,624,1562,60.05
,光華村,110,182,544,836,16,852,0,852,598,1450,58.76
,總計,4564,8074,25274,37912,480,38392,0,38392,23108,61500,62.43
梅山鄉,,2458,4820,13296,20574,314,20888,0,20888,12938,33826,61.75
,梅東村,306,648,1828,2782,50,2832,0,2832,1684,4516,62.71
,梅南村,136,330,738,1204,16,1220,0,1220,650,1870,65.24
,過山村,76,196,450,722,12,734,0,734,380,1114,65.89
,梅北村,604,1186,3624,5414,56,5470,0,5470,3016,8486,64.46
,圳南村,56,82,366,504,8,512,0,512,346,858,59.67
,永興村,90,172,432,694,14,708,0,708,374,1082,65.43
,半天村,34,86,298,418,4,422,0,422,390,812,51.97
,圳北村,112,180,478,770,6,776,0,776,498,1274,60.91
,大南村,240,446,1332,2018,22,2040,0,2040,1220,3260,62.58
,双溪村,72,170,482,724,14,738,0,738,412,1150,64.17
,安靖村,106,252,574,932,8,940,0,940,772,1712,54.91
,太平村,90,148,340,578,14,592,0,592,390,982,60.29
,碧湖村,52,70,192,314,6,320,0,320,242,562,56.94
,太興村,88,120,264,472,10,482,0,482,348,830,58.07
,瑞峯村,122,224,510,856,24,880,0,880,568,1448,60.77
,瑞里村,94,248,334,676,14,690,0,690,528,1218,56.65
,太和村,134,198,670,1002,22,1024,0,1024,772,1796,57.02
,龍眼村,46,64,384,494,14,508,0,508,348,856,59.35
,總計,2458,4820,13296,20574,314,20888,0,20888,12938,33826,61.75
番路鄉,,1464,2712,7626,11802,168,11970,0,11970,8024,19994,59.87
,江西村,168,310,870,1348,20,1368,0,1368,898,2266,60.37
,內甕村,40,180,344,564,12,576,0,576,298,874,65.9
,新福村,204,350,1014,1568,14,1582,0,1582,1012,2594,60.99
,下坑村,222,522,1380,2124,36,2160,0,2160,1320,3480,62.07
,番路村,98,222,722,1042,22,1064,0,1064,580,1644,64.72
,民和村,132,194,638,964,20,984,0,984,666,1650,59.64
,觸口村,156,356,960,1472,12,1484,0,1484,958,2442,60.77
,大湖村,56,166,434,656,2,658,0,658,634,1292,50.93
,公田村,234,206,698,1138,14,1152,0,1152,798,1950,59.08
,公興村,50,134,342,526,14,540,0,540,526,1066,50.66
,草山村,104,72,224,400,2,402,0,402,334,736,54.62
,總計,1464,2712,7626,11802,168,11970,0,11970,8024,19994,59.87
大埔鄉,,496,908,1874,3278,56,3334,0,3334,4240,7574,44.02
,大埔村,154,294,734,1182,24,1206,0,1206,1576,2782,43.35
,和平村,84,166,314,564,6,570,0,570,602,1172,48.63
,永樂村,86,104,192,382,10,392,0,392,440,832,47.12
,茄苳村,98,200,352,650,12,662,0,662,992,1654,40.02
,西興村,74,144,282,500,4,504,0,504,630,1134,44.44
,總計,496,908,1874,3278,56,3334,0,3334,4240,7574,44.02
阿里山鄉,,792,2354,1874,5020,62,5082,0,5082,4006,9088,55.92
,中山村,54,134,180,368,2,370,0,370,366,736,50.27
,中正村,58,82,100,240,0,240,0,240,166,406,59.11
,香林村,28,82,46,156,2,158,0,158,210,368,42.93
,十字村,98,88,142,328,4,332,0,332,312,644,51.55
,來吉村,72,146,108,326,0,326,0,326,244,570,57.19
,豐山村,44,64,192,300,22,322,0,322,290,612,52.61
,達邦村,136,564,182,882,12,894,0,894,668,1562,57.23
,樂野村,166,502,394,1062,10,1072,0,1072,720,1792,59.82
,里佳村,30,184,76,290,4,294,0,294,174,468,62.82
,山美村,48,250,170,468,2,470,0,470,430,900,52.22
,新美村,40,156,134,330,4,334,0,334,236,570,58.6
,茶山村,18,102,150,270,0,270,0,270,190,460,58.7
,總計,792,2354,1874,5020,62,5082,0,5082,4006,9088,55.92
