行政區別,村里別,1_宋楚瑜/余湘,10-007_1_黨籍,2_韓國瑜/張善政,10-007_2_黨籍,3_蔡英文/賴清德,10-007_3_黨籍,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
彰化市,文化里,92,親民黨,816,中國國民黨,1012,民主進步黨,1920,16,1936,0,1936,564,2500,77.44
彰化市,下廍里,346,親民黨,3134,中國國民黨,4040,民主進步黨,7520,86,7606,0,7606,2034,9640,78.9
彰化市,興北里,116,親民黨,926,中國國民黨,1366,民主進步黨,2408,20,2428,0,2428,730,3158,76.88
彰化市,信義里,38,親民黨,470,中國國民黨,710,民主進步黨,1218,12,1230,0,1230,324,1554,79.15
彰化市,民生里,82,親民黨,812,中國國民黨,1172,民主進步黨,2066,32,2098,0,2098,588,2686,78.11
彰化市,陽明里,132,親民黨,1026,中國國民黨,1420,民主進步黨,2578,34,2612,0,2612,790,3402,76.78
彰化市,萬安里,312,親民黨,2330,中國國民黨,3294,民主進步黨,5936,68,6004,0,6004,1622,7626,78.73
彰化市,新興里,416,親民黨,3008,中國國民黨,4512,民主進步黨,7936,108,8044,0,8044,2090,10134,79.38
彰化市,新華里,134,親民黨,1000,中國國民黨,1404,民主進步黨,2538,20,2558,0,2558,732,3290,77.75
彰化市,龍山里,140,親民黨,1154,中國國民黨,1534,民主進步黨,2828,30,2858,0,2858,828,3686,77.54
彰化市,中山里,48,親民黨,548,中國國民黨,548,民主進步黨,1144,22,1166,0,1166,320,1486,78.47
彰化市,中正里,100,親民黨,836,中國國民黨,1218,民主進步黨,2154,20,2174,0,2174,616,2790,77.92
彰化市,永福里,76,親民黨,460,中國國民黨,790,民主進步黨,1326,14,1340,0,1340,390,1730,77.46
彰化市,光復里,44,親民黨,286,中國國民黨,694,民主進步黨,1024,14,1038,0,1038,258,1296,80.09
彰化市,光華里,38,親民黨,424,中國國民黨,648,民主進步黨,1110,10,1120,0,1120,284,1404,79.77
彰化市,萬壽里,32,親民黨,386,中國國民黨,890,民主進步黨,1308,10,1318,0,1318,410,1728,76.27
彰化市,中央里,30,親民黨,434,中國國民黨,722,民主進步黨,1186,12,1198,0,1198,320,1518,78.92
彰化市,富貴里,56,親民黨,516,中國國民黨,782,民主進步黨,1354,12,1366,0,1366,336,1702,80.26
彰化市,民權里,58,親民黨,618,中國國民黨,950,民主進步黨,1626,14,1640,0,1640,514,2154,76.14
彰化市,西興里,352,親民黨,1904,中國國民黨,2820,民主進步黨,5076,64,5140,0,5140,1370,6510,78.96
彰化市,西勢里,268,親民黨,2322,中國國民黨,2934,民主進步黨,5524,70,5594,0,5594,1428,7022,79.66
彰化市,忠孝里,110,親民黨,734,中國國民黨,958,民主進步黨,1802,32,1834,0,1834,466,2300,79.74
彰化市,忠權里,234,親民黨,1918,中國國民黨,2492,民主進步黨,4644,50,4694,0,4694,1404,6098,76.98
彰化市,五權里,306,親民黨,2350,中國國民黨,3222,民主進步黨,5878,70,5948,0,5948,2078,8026,74.11
彰化市,長樂里,50,親民黨,508,中國國民黨,950,民主進步黨,1508,12,1520,0,1520,366,1886,80.59
彰化市,東芳里,286,親民黨,1874,中國國民黨,3066,民主進步黨,5226,62,5288,0,5288,1494,6782,77.97
彰化市,南安里,182,親民黨,1216,中國國民黨,1746,民主進步黨,3144,32,3176,0,3176,966,4142,76.68
彰化市,南美里,144,親民黨,1040,中國國民黨,1574,民主進步黨,2758,44,2802,0,2802,778,3580,78.27
彰化市,莿桐里,216,親民黨,1820,中國國民黨,2614,民主進步黨,4650,64,4714,0,4714,1332,6046,77.97
彰化市,磚磘里,236,親民黨,1864,中國國民黨,2820,民主進步黨,4920,50,4970,0,4970,1452,6422,77.39
彰化市,平和里,298,親民黨,2444,中國國民黨,3544,民主進步黨,6286,60,6346,0,6346,1792,8138,77.98
彰化市,桃源里,182,親民黨,1522,中國國民黨,1928,民主進步黨,3632,34,3666,0,3666,1206,4872,75.25
彰化市,卦山里,216,親民黨,1606,中國國民黨,1866,民主進步黨,3688,56,3744,0,3744,1132,4876,76.78
彰化市,東興里,100,親民黨,928,中國國民黨,1260,民主進步黨,2288,28,2316,0,2316,724,3040,76.18
彰化市,大同里,60,親民黨,626,中國國民黨,834,民主進步黨,1520,18,1538,0,1538,474,2012,76.44
彰化市,永生里,114,親民黨,754,中國國民黨,1040,民主進步黨,1908,22,1930,0,1930,514,2444,78.97
彰化市,華陽里,88,親民黨,1272,中國國民黨,1242,民主進步黨,2602,30,2632,0,2632,900,3532,74.52
彰化市,華北里,108,親民黨,838,中國國民黨,1204,民主進步黨,2150,26,2176,0,2176,656,2832,76.84
彰化市,南瑶里,516,親民黨,4452,中國國民黨,6394,民主進步黨,11362,138,11500,0,11500,3134,14634,78.58
彰化市,成功里,118,親民黨,852,中國國民黨,1268,民主進步黨,2238,30,2268,0,2268,622,2890,78.48
彰化市,延和里,362,親民黨,2860,中國國民黨,4084,民主進步黨,7306,104,7410,0,7410,2166,9576,77.38
彰化市,南興里,554,親民黨,4144,中國國民黨,6456,民主進步黨,11154,144,11298,0,11298,3068,14366,78.64
彰化市,西安里,224,親民黨,1542,中國國民黨,2358,民主進步黨,4124,52,4176,0,4176,1438,5614,74.39
彰化市,彰安里,202,親民黨,1616,中國國民黨,2490,民主進步黨,4308,40,4348,0,4348,1324,5672,76.66
彰化市,光南里,110,親民黨,824,中國國民黨,1236,民主進步黨,2170,22,2192,0,2192,570,2762,79.36
彰化市,介壽里,150,親民黨,1598,中國國民黨,1462,民主進步黨,3210,60,3270,0,3270,1814,5084,64.32
彰化市,延平里,670,親民黨,5188,中國國民黨,7196,民主進步黨,13054,170,13224,0,13224,3680,16904,78.23
彰化市,建寶里,138,親民黨,1654,中國國民黨,1592,民主進步黨,3384,52,3436,0,3436,1012,4448,77.25
彰化市,福安里,78,親民黨,610,中國國民黨,818,民主進步黨,1506,30,1536,0,1536,426,1962,78.29
彰化市,大竹里,268,親民黨,1934,中國國民黨,2760,民主進步黨,4962,46,5008,0,5008,1366,6374,78.57
彰化市,竹中里,122,親民黨,1052,中國國民黨,1346,民主進步黨,2520,32,2552,0,2552,718,3270,78.04
彰化市,安溪里,160,親民黨,1184,中國國民黨,1534,民主進步黨,2878,48,2926,0,2926,762,3688,79.34
彰化市,香山里,234,親民黨,1864,中國國民黨,2898,民主進步黨,4996,100,5096,0,5096,1350,6446,79.06
彰化市,牛埔里,228,親民黨,1546,中國國民黨,2738,民主進步黨,4512,68,4580,0,4580,1184,5764,79.46
彰化市,福山里,496,親民黨,3840,中國國民黨,5798,民主進步黨,10134,108,10242,0,10242,2988,13230,77.41
彰化市,中庄里,202,親民黨,1290,中國國民黨,2134,民主進步黨,3626,32,3658,0,3658,1094,4752,76.98
彰化市,三村里,98,親民黨,610,中國國民黨,1038,民主進步黨,1746,34,1780,0,1780,528,2308,77.12
彰化市,國聖里,182,親民黨,1422,中國國民黨,2168,民主進步黨,3772,42,3814,0,3814,962,4776,79.86
