行政區別,村里別,1_柯文哲/吳欣盈,10-007_1_黨籍,2_賴清德/蕭美琴,10-007_2_黨籍,3_侯友宜/趙少康,10-007_3_黨籍,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
彰化市,文化里,430,無黨籍及未經政黨推薦,714,民主進步黨,624,中國國民黨,1768,20,1788,0,1788,600,2388,74.87
彰化市,下廍里,2198,無黨籍及未經政黨推薦,2696,民主進步黨,2520,中國國民黨,7414,54,7468,0,7468,2292,9760,76.52
彰化市,興北里,652,無黨籍及未經政黨推薦,868,民主進步黨,750,中國國民黨,2270,10,2280,0,2280,864,3144,72.52
彰化市,信義里,252,無黨籍及未經政黨推薦,454,民主進步黨,372,中國國民黨,1078,8,1086,0,1086,346,1432,75.84
彰化市,民生里,510,無黨籍及未經政黨推薦,710,民主進步黨,650,中國國民黨,1870,8,1878,0,1878,650,2528,74.29
彰化市,陽明里,618,無黨籍及未經政黨推薦,1000,民主進步黨,804,中國國民黨,2422,20,2442,0,2442,814,3256,75.0
彰化市,萬安里,1504,無黨籍及未經政黨推薦,2040,民主進步黨,1852,中國國民黨,5396,32,5428,0,5428,1754,7182,75.58
彰化市,新興里,2326,無黨籍及未經政黨推薦,2858,民主進步黨,2488,中國國民黨,7672,40,7712,0,7712,2416,10128,76.15
彰化市,新華里,724,無黨籍及未經政黨推薦,886,民主進步黨,858,中國國民黨,2468,20,2488,0,2488,836,3324,74.85
彰化市,龍山里,728,無黨籍及未經政黨推薦,1000,民主進步黨,1004,中國國民黨,2732,24,2756,0,2756,966,3722,74.05
彰化市,中山里,324,無黨籍及未經政黨推薦,382,民主進步黨,448,中國國民黨,1154,12,1166,0,1166,418,1584,73.61
彰化市,中正里,516,無黨籍及未經政黨推薦,758,民主進步黨,684,中國國民黨,1958,10,1968,0,1968,736,2704,72.78
彰化市,永福里,368,無黨籍及未經政黨推薦,512,民主進步黨,356,中國國民黨,1236,16,1252,0,1252,372,1624,77.09
彰化市,光復里,206,無黨籍及未經政黨推薦,458,民主進步黨,226,中國國民黨,890,4,894,0,894,306,1200,74.5
彰化市,光華里,222,無黨籍及未經政黨推薦,444,民主進步黨,376,中國國民黨,1042,4,1046,0,1046,330,1376,76.02
彰化市,萬壽里,230,無黨籍及未經政黨推薦,612,民主進步黨,314,中國國民黨,1156,6,1162,0,1162,398,1560,74.49
彰化市,中央里,218,無黨籍及未經政黨推薦,490,民主進步黨,348,中國國民黨,1056,10,1066,0,1066,336,1402,76.03
彰化市,富貴里,258,無黨籍及未經政黨推薦,530,民主進步黨,390,中國國民黨,1178,16,1194,0,1194,426,1620,73.7
彰化市,民權里,350,無黨籍及未經政黨推薦,572,民主進步黨,496,中國國民黨,1418,4,1422,0,1422,538,1960,72.55
彰化市,西興里,1470,無黨籍及未經政黨推薦,1822,民主進步黨,1544,中國國民黨,4836,28,4864,0,4864,1550,6414,75.83
