行政區別,村里別,1_柯文哲/吳欣盈,66_1_黨籍,2_賴清德/蕭美琴,66_2_黨籍,3_侯友宜/趙少康,66_3_黨籍,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
臺中市中區,繼光里,454,無黨籍及未經政黨推薦,898,民主進步黨,592,中國國民黨,1944,16,1960,0,1960,852,2812,69.7
臺中市中區,大墩里,644,無黨籍及未經政黨推薦,1110,民主進步黨,842,中國國民黨,2596,16,2612,0,2612,1150,3762,69.43
臺中市中區,綠川里,466,無黨籍及未經政黨推薦,932,民主進步黨,620,中國國民黨,2018,12,2030,0,2030,836,2866,70.83
臺中市中區,公園里,426,無黨籍及未經政黨推薦,808,民主進步黨,594,中國國民黨,1828,14,1842,0,1842,850,2692,68.42
臺中市中區,光復里,644,無黨籍及未經政黨推薦,1048,民主進步黨,872,中國國民黨,2564,16,2580,0,2580,1100,3680,70.11
臺中市中區,柳川里,532,無黨籍及未經政黨推薦,938,民主進步黨,818,中國國民黨,2288,14,2302,0,2302,1402,3704,62.15
臺中市中區,大誠里,758,無黨籍及未經政黨推薦,1274,民主進步黨,1074,中國國民黨,3106,28,3134,0,3134,1330,4464,70.21
臺中市中區,中華里,650,無黨籍及未經政黨推薦,1036,民主進步黨,862,中國國民黨,2548,26,2574,0,2574,1212,3786,67.99
臺中市東區,新庄里,966,無黨籍及未經政黨推薦,1532,民主進步黨,1108,中國國民黨,3606,30,3636,0,3636,2146,5782,62.88
臺中市東區,振興里,1120,無黨籍及未經政黨推薦,1984,民主進步黨,1216,中國國民黨,4320,50,4370,0,4370,1502,5872,74.42
臺中市東區,東橋里,1518,無黨籍及未經政黨推薦,2530,民主進步黨,1344,中國國民黨,5392,34,5426,0,5426,1792,7218,75.17
臺中市東區,東興里,1132,無黨籍及未經政黨推薦,1834,民主進步黨,1250,中國國民黨,4216,34,4250,0,4250,1272,5522,76.96
臺中市東區,干城里,960,無黨籍及未經政黨推薦,1330,民主進步黨,972,中國國民黨,3262,30,3292,0,3292,980,4272,77.06
臺中市東區,泉源里,834,無黨籍及未經政黨推薦,1340,民主進步黨,888,中國國民黨,3062,30,3092,0,3092,992,4084,75.71
