行政區別,村里別,宋楚瑜/徐欣瑩,朱立倫/王如玄,蔡英文/陳建仁,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
,軍功里,616,1644,1298,3558,80,3638,0,3638,1732,5370,67.75
,建功里,724,2788,952,4464,68,4532,0,4532,1810,6342,71.46
,前溪里,676,976,2052,3704,42,3746,0,3746,1658,5404,69.32
,水源里,660,1116,2710,4486,76,4562,0,4562,1860,6422,71.04
,千甲里,546,904,1290,2740,52,2792,0,2792,1180,3972,70.29
,埔頂里,694,1272,2488,4454,74,4528,0,4528,2016,6544,69.19
,龍山里,1382,2448,3596,7426,88,7514,0,7514,3286,10800,69.57
,新莊里,1300,2344,3198,6842,92,6934,0,6934,3078,10012,69.26
,仙水里,1046,1952,2460,5458,76,5534,0,5534,2398,7932,69.77
,金山里,1142,2448,2544,6134,84,6218,0,6218,3270,9488,65.54
,關東里,1170,2174,2512,5856,78,5934,0,5934,2772,8706,68.16
,科園里,1248,3472,3794,8514,110,8624,0,8624,3252,11876,72.62
,建華里,432,1026,1590,3048,54,3102,0,3102,1308,4410,70.34
,新光里,692,1354,2388,4434,70,4504,0,4504,2160,6664,67.59
,復興里,978,2058,3006,6042,114,6156,0,6156,2788,8944,68.83
,錦華里,444,760,968,2172,28,2200,0,2200,1118,3318,66.31
,湖濱里,686,1608,2476,4770,46,4816,0,4816,2028,6844,70.37
,明湖里,1202,1792,2488,5482,62,5544,0,5544,3312,8856,62.6
,關新里,704,1232,2452,4388,44,4432,0,4432,1872,6304,70.3
,總計,34034,73192,99624,206850,3166,210016,0,210016,94004,304020,69.08
北區,,25098,48322,81822,155242,2074,157316,0,157316,74472,231788,67.87
,仁德里,126,222,622,970,4,974,0,974,452,1426,68.3
,潛園里,124,248,650,1022,4,1026,0,1026,468,1494,68.67
,崇禮里,212,340,1056,1608,24,1632,0,1632,670,2302,70.89
,石坊里,78,208,412,698,8,706,0,706,334,1040,67.88
,興南里,246,526,1060,1832,28,1860,0,1860,880,2740,67.88
,北門里,152,326,774,1252,6,1258,0,1258,524,1782,70.59
,中興里,106,196,456,758,20,778,0,778,302,1080,72.04
,大同里,162,364,536,1062,26,1088,0,1088,426,1514,71.86
,中山里,108,148,566,822,4,826,0,826,358,1184,69.76
,長和里,310,432,1024,1766,20,1786,0,1786,828,2614,68.32
,新民里,342,532,1104,1978,36,2014,0,2014,924,2938,68.55
,民富里,860,1620,3292,5772,86,5858,0,5858,3220,9078,64.53
,水田里,520,1176,1930,3626,36,3662,0,3662,1834,5496,66.63
,文雅里,766,1514,2772,5052,62,5114,0,5114,2130,7244,70.6
,光田里,458,846,1468,2772,40,2812,0,2812,1362,4174,67.37
,士林里,312,528,1396,2236,24,2260,0,2260,822,3082,73.33
,福林里,838,1736,2412,4986,62,5048,0,5048,2168,7216,69.96
,古賢里,156,276,792,1224,34,1258,0,1258,464,1722,73.05
,湳雅里,614,1202,1756,3572,62,3634,0,3634,1472,5106,71.17
,舊社里,1330,2306,3870,7506,106,7612,0,7612,3506,11118,68.47
,武陵里,1014,3766,1288,6068,74,6142,0,6142,2914,9056,67.82
,南寮里,1222,1884,3538,6644,74,6718,0,6718,3900,10618,63.27
,舊港里,118,218,378,714,10,724,0,724,420,1144,63.29
,康樂里,542,946,1806,3294,28,3322,0,3322,1452,4774,69.59
,港北里,274,400,1248,1922,44,1966,0,1966,970,2936,66.96
,中寮里,698,1048,2132,3878,44,3922,0,3922,2186,6108,64.21
,海濱里,788,1152,2236,4176,56,4232,0,4232,2348,6580,64.32
,客雅里,364,662,1402,2428,20,2448,0,2448,1002,3450,70.96
,育英里,786,1284,2668,4738,100,4838,0,4838,2098,6936,69.75
,曲溪里,1158,2142,3170,6470,78,6548,0,6548,3478,10026,65.31
,西雅里,530,1008,2374,3912,50,3962,0,3962,1658,5620,70.5
,南勢里,632,942,2992,4566,72,4638,0,4638,1840,6478,71.6
,境福里,1074,1926,3286,6286,108,6394,0,6394,2674,9068,70.51
,磐石里,1098,1874,3948,6920,72,6992,0,6992,3132,10124,69.06
,新雅里,918,1510,3394,5822,66,5888,0,5888,2710,8598,68.48
,光華里,686,1540,2162,4388,66,4454,0,4454,3350,7804,57.07
,金華里,1012,1980,3210,6202,84,6286,0,6286,2852,9138,68.79
,金竹里,1238,2354,3486,7078,82,7160,0,7160,3362,10522,68.05
,湳中里,1294,2900,3868,8062,132,8194,0,8194,3652,11846,69.17
,金雅里,440,954,1636,3030,26,3056,0,3056,1098,4154,73.57
,台溪里,296,580,932,1808,14,1822,0,1822,1142,2964,61.47
,中雅里,690,1952,1410,4052,64,4116,0,4116,1866,5982,68.81
,西門里、中央里,164,302,840,1306,12,1318,0,1318,634,1952,67.52
,南勢里、大鵬里,242,252,470,964,6,970,0,970,590,1560,62.18
,總計,25098,48322,81822,155242,2074,157316,0,157316,74472,231788,67.87
香山區,,13264,22028,45326,80618,1036,81654,0,81654,39698,121352,67.29
,港南里,506,694,1996,3196,34,3230,0,3230,1438,4668,69.19
,虎山里,1038,1742,3924,6704,84,6788,0,6788,3364,10152,66.86
,虎林里,496,784,1626,2906,26,2932,0,2932,1374,4306,68.09
,浸水里,468,582,1964,3014,42,3056,0,3056,1312,4368,69.96
,樹下里,334,566,2040,2940,32,2972,0,2972,1172,4144,71.72
,埔前里,646,1026,2592,4264,60,4324,0,4324,2196,6520,66.32
,中埔里,574,1128,2116,3818,42,3860,0,3860,1684,5544,69.62
,牛埔里,852,1414,2624,4890,48,4938,0,4938,2554,7492,65.91
,頂埔里,1156,1550,3404,6110,84,6194,0,6194,3214,9408,65.84
,東香里,890,1702,2350,4942,64,5006,0,5006,2052,7058,70.93
,香村里,696,1182,1994,3872,56,3928,0,3928,2082,6010,65.36
,香山里,970,1374,2880,5224,62,5286,0,5286,2506,7792,67.84
,大庄里,558,890,2124,3572,24,3596,0,3596,1662,5258,68.39
,美山里,158,402,902,1462,22,1484,0,1484,708,2192,67.7
,朝山里,396,690,1414,2500,34,2534,0,2534,1308,3842,65.96
,海山里,482,862,1510,2854,40,2894,0,2894,1380,4274,67.71
,茄苳里,226,266,592,1084,8,1092,0,1092,642,1734,62.98
,大湖里,190,312,590,1092,26,1118,0,1118,538,1656,67.51
,南隘里,170,328,518,1016,20,1036,0,1036,474,1510,68.61
,中隘里,346,710,978,2034,36,2070,0,2070,1284,3354,61.72
,內湖里,766,1546,2862,5174,76,5250,0,5250,2874,8124,64.62
,鹽水里,318,490,984,1792,42,1834,0,1834,854,2688,68.23
,南港里,106,268,748,1122,14,1136,0,1136,490,1626,69.86
,頂福里,922,1520,2594,5036,60,5096,0,5096,2536,7632,66.77
,總計,13264,22028,45326,80618,1036,81654,0,81654,39698,121352,67.29
