行政區別,村里別,璩美鳳,蘇煥智,蘇盈貴,陳其邁,陳永和,韓國瑜,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
,安坑里,0,0,0,636,0,836,1472,46,1518,0,1518,1032,2550,59.53
,竹崙里,0,0,0,956,0,1248,2204,44,2248,0,2248,1400,3648,61.62
,介壽里,0,0,0,3610,0,3152,6762,176,6938,0,6938,4528,11466,60.51
,安溪里,0,0,0,4314,0,2906,7220,162,7382,0,7382,5238,12620,58.49
,中正里,0,0,0,2896,0,2328,5224,132,5356,0,5356,3474,8830,60.66
,二鬮里,0,0,0,2380,0,1444,3824,84,3908,0,3908,2242,6150,63.54
,龍學里,0,0,0,9588,0,4688,14276,276,14552,0,14552,8680,23232,62.64
,龍恩里,0,0,0,4064,0,2216,6280,140,6420,0,6420,4126,10546,60.88
,總計,0,0,0,63644,0,47306,110950,2664,113614,0,113614,67914,181528,62.59
淡水區,,0,0,0,102672,0,67526,170198,4038,174236,0,174236,110240,284476,61.25
,中和里,0,0,0,390,0,398,788,18,806,0,806,254,1060,76.04
,屯山里,0,0,0,698,0,834,1532,40,1572,0,1572,462,2034,77.29
,賢孝里,0,0,0,1172,0,824,1996,48,2044,0,2044,784,2828,72.28
,興仁里,0,0,0,924,0,876,1800,24,1824,0,1824,1152,2976,61.29
,蕃薯里,0,0,0,716,0,502,1218,24,1242,0,1242,666,1908,65.09
,義山里,0,0,0,1816,0,1314,3130,66,3196,0,3196,1664,4860,65.76
,忠山里,0,0,0,618,0,516,1134,44,1178,0,1178,378,1556,75.71
,崁頂里,0,0,0,7922,0,3946,11868,236,12104,0,12104,11330,23434,51.65
,埤島里,0,0,0,1048,0,852,1900,52,1952,0,1952,984,2936,66.49
,新興里,0,0,0,4502,0,2530,7032,136,7168,0,7168,5052,12220,58.66
,水碓里,0,0,0,3336,0,2596,5932,154,6086,0,6086,3662,9748,62.43
,北投里,0,0,0,6212,0,3446,9658,212,9870,0,9870,6350,16220,60.85
,水源里,0,0,0,1054,0,1278,2332,90,2422,0,2422,1520,3942,61.44
,忠寮里,0,0,0,646,0,716,1362,54,1416,0,1416,652,2068,68.47
,樹興里,0,0,0,820,0,730,1550,56,1606,0,1606,940,2546,63.08
,坪頂里,0,0,0,860,0,768,1628,42,1670,0,1670,842,2512,66.48
,福德里,0,0,0,4668,0,2486,7154,198,7352,0,7352,4456,11808,62.26
,竹圍里,0,0,0,4230,0,2560,6790,148,6938,0,6938,3924,10862,63.87
,民生里,0,0,0,4472,0,2976,7448,190,7638,0,7638,4780,12418,61.51
,八勢里,0,0,0,3456,0,2194,5650,118,5768,0,5768,4280,10048,57.4
,竿蓁里,0,0,0,6652,0,3692,10344,226,10570,0,10570,7612,18182,58.13
,鄧公里,0,0,0,4062,0,2344,6406,122,6528,0,6528,4026,10554,61.85
,中興里,0,0,0,2704,0,2056,4760,138,4898,0,4898,2210,7108,68.91
,長庚里,0,0,0,988,0,830,1818,36,1854,0,1854,788,2642,70.17
,清文里,0,0,0,734,0,724,1458,46,1504,0,1504,634,2138,70.35
,草東里,0,0,0,490,0,444,934,14,948,0,948,448,1396,67.91
,協元里,0,0,0,938,0,830,1768,64,1832,0,1832,862,2694,68.0
,永吉里,0,0,0,622,0,512,1134,46,1180,0,1180,468,1648,71.6
,民安里,0,0,0,430,0,448,878,16,894,0,894,398,1292,69.2
,新生里,0,0,0,302,0,254,556,14,570,0,570,256,826,69.01
,文化里,0,0,0,1238,0,748,1986,46,2032,0,2032,1060,3092,65.72
,油車里,0,0,0,3410,0,2346,5756,152,5908,0,5908,3684,9592,61.59
,沙崙里,0,0,0,2554,0,1784,4338,96,4434,0,4434,2932,7366,60.2
,新義里,0,0,0,2540,0,2116,4656,92,4748,0,4748,2442,7190,66.04
,新春里,0,0,0,4998,0,3144,8142,174,8316,0,8316,5874,14190,58.6
,新民里,0,0,0,2962,0,2026,4988,126,5114,0,5114,3064,8178,62.53
,正德里,0,0,0,2956,0,1776,4732,138,4870,0,4870,2834,7704,63.21
,北新里,0,0,0,1718,0,1052,2770,80,2850,0,2850,1886,4736,60.18
,民權里,0,0,0,2826,0,1878,4704,112,4816,0,4816,2754,7570,63.62
,幸福里,0,0,0,2472,0,1946,4418,124,4542,0,4542,2470,7012,64.77
,學府里,0,0,0,2774,0,1696,4470,100,4570,0,4570,3462,8032,56.9
,大庄里,0,0,0,4742,0,2538,7280,126,7406,0,7406,5944,13350,55.48
,總計,0,0,0,102672,0,67526,170198,4038,174236,0,174236,110240,284476,61.25
汐止區,,0,0,0,122278,0,77278,199556,4832,204388,0,204388,130558,334946,61.02
,義民里,0,0,0,964,0,626,1590,36,1626,0,1626,828,2454,66.26
,禮門里,0,0,0,546,0,552,1098,24,1122,0,1122,652,1774,63.25
,智慧里,0,0,0,3056,0,1608,4664,92,4756,0,4756,3216,7972,59.66
,信望里,0,0,0,208,0,176,384,16,400,0,400,226,626,63.9
,橋東里,0,0,0,1700,0,1104,2804,76,2880,0,2880,2036,4916,58.58
,秀峰里,0,0,0,2262,0,1808,4070,98,4168,0,4168,5170,9338,44.63
,新昌里,0,0,0,3464,0,2452,5916,110,6026,0,6026,3358,9384,64.22
,復興里,0,0,0,4700,0,2674,7374,182,7556,0,7556,4238,11794,64.07
,茄苳里,0,0,0,2594,0,1840,4434,148,4582,0,4582,3046,7628,60.07
,長安里,0,0,0,894,0,874,1768,24,1792,0,1792,1092,2884,62.14
,保安里,0,0,0,974,0,864,1838,64,1902,0,1902,988,2890,65.81
,保長里,0,0,0,2782,0,1944,4726,96,4822,0,4822,2794,7616,63.31
,鄉長里,0,0,0,1468,0,1202,2670,98,2768,0,2768,1362,4130,67.02
,江北里,0,0,0,3464,0,2512,5976,166,6142,0,6142,4328,10470,58.66
,拱北里,0,0,0,3038,0,2058,5096,130,5226,0,5226,3562,8788,59.47
,烘內里,0,0,0,890,0,726,1616,32,1648,0,1648,1200,2848,57.87
,八連里,0,0,0,632,0,612,1244,30,1274,0,1274,572,1846,69.01
,樟樹里,0,0,0,1258,0,1056,2314,38,2352,0,2352,1498,3850,61.09
,北峰里,0,0,0,2330,0,2082,4412,100,4512,0,4512,3390,7902,57.1
,北山里,0,0,0,3768,0,2476,6244,168,6412,0,6412,3458,9870,64.96
,白雲里,0,0,0,2512,0,1722,4234,84,4318,0,4318,3084,7402,58.34
,橫科里,0,0,0,3010,0,2040,5050,150,5200,0,5200,2996,8196,63.45
,東山里,0,0,0,386,0,378,764,16,780,0,780,290,1070,72.9
,福山里,0,0,0,2548,0,1392,3940,106,4046,0,4046,2450,6496,62.28
,宜興里,0,0,0,2264,0,1182,3446,78,3524,0,3524,1842,5366,65.67
,中興里,0,0,0,4364,0,2936,7300,152,7452,0,7452,5854,13306,56.0
,湖光里,0,0,0,3884,0,2090,5974,108,6082,0,6082,4126,10208,59.58
,仁德里,0,0,0,1230,0,748,1978,52,2030,0,2030,1066,3096,65.57
,厚德里,0,0,0,4718,0,2434,7152,176,7328,0,7328,5200,12528,58.49
,忠孝里,0,0,0,5010,0,2848,7858,172,8030,0,8030,5988,14018,57.28
,自強里,0,0,0,3170,0,2332,5502,162,5664,0,5664,3230,8894,63.68
,文化里,0,0,0,2572,0,1648,4220,140,4360,0,4360,2980,7340,59.4
,金龍里,0,0,0,3054,0,1958,5012,122,5134,0,5134,3788,8922,57.54
,福德里,0,0,0,1900,0,1328,3228,84,3312,0,3312,2332,5644,58.68
,興福里,0,0,0,1990,0,1258,3248,70,3318,0,3318,2066,5384,61.63
,康福里,0,0,0,3136,0,1972,5108,134,5242,0,5242,3622,8864,59.14
,忠山里,0,0,0,2842,0,1236,4078,90,4168,0,4168,1986,6154,67.73
,環河里,0,0,0,730,0,930,1660,38,1698,0,1698,574,2272,74.74
,東勢里,0,0,0,2940,0,1592,4532,90,4622,0,4622,2650,7272,63.56
,山光里,0,0,0,1972,0,890,2862,60,2922,0,2922,1716,4638,63.0
,大同里,0,0,0,1810,0,1224,3034,64,3098,0,3098,1758,4856,63.8
,崇德里,0,0,0,3142,0,2142,5284,134,5418,0,5418,2958,8376,64.68
,湖興里,0,0,0,4606,0,2220,6826,136,6962,0,6962,4152,11114,62.64
,長青里,0,0,0,798,0,442,1240,44,1284,0,1284,524,1808,71.02
,福安里,0,0,0,3436,0,2196,5632,142,5774,0,5774,3688,9462,61.02
,秀山里,0,0,0,2820,0,1618,4438,104,4542,0,4542,2824,7366,61.66
,建成里,0,0,0,3550,0,1754,5304,134,5438,0,5438,3278,8716,62.39
,城中里,0,0,0,2934,0,1634,4568,124,4692,0,4692,2890,7582,61.88
,湖蓮里,0,0,0,2190,0,830,3020,68,3088,0,3088,1496,4584,67.36
,保新里,0,0,0,1768,0,1058,2826,70,2896,0,2896,2136,5032,57.55
,總計,0,0,0,122278,0,77278,199556,4832,204388,0,204388,130558,334946,61.02
瑞芳區,,0,0,0,26786,0,16076,42862,1308,44170,0,44170,23848,68018,64.94
,龍潭里,0,0,0,596,0,358,954,22,976,0,976,434,1410,69.22
,龍興里,0,0,0,1516,0,820,2336,72,2408,0,2408,1278,3686,65.33
,龍鎮里,0,0,0,1024,0,608,1632,66,1698,0,1698,706,2404,70.63
,龍川里,0,0,0,1278,0,734,2012,62,2074,0,2074,1062,3136,66.14
,龍山里,0,0,0,1204,0,544,1748,46,1794,0,1794,788,2582,69.48
,龍安里,0,0,0,506,0,216,722,26,748,0,748,422,1170,63.93
,爪峯里,0,0,0,2648,0,1580,4228,96,4324,0,4324,2660,6984,61.91
,柑坪里,0,0,0,704,0,606,1310,48,1358,0,1358,758,2116,64.18
,東和里,0,0,0,1156,0,718,1874,56,1930,0,1930,1218,3148,61.31
,上天里,0,0,0,1006,0,682,1688,40,1728,0,1728,790,2518,68.63
,吉慶里,0,0,0,1492,0,750,2242,72,2314,0,2314,980,3294,70.25
,吉安里,0,0,0,2302,0,1412,3714,98,3812,0,3812,1974,5786,65.88
,傑魚里,0,0,0,1420,0,998,2418,78,2496,0,2496,1226,3722,67.06
,猴硐里,0,0,0,380,0,280,660,26,686,0,686,216,902,76.05
,光復里,0,0,0,208,0,220,428,10,438,0,438,98,536,81.72
,弓橋里,0,0,0,178,0,184,362,22,384,0,384,178,562,68.33
,碩仁里,0,0,0,140,0,108,248,6,254,0,254,56,310,81.94
,基山里,0,0,0,244,0,220,464,8,472,0,472,380,852,55.4
,永慶里,0,0,0,272,0,232,504,8,512,0,512,364,876,58.45
,崇文里,0,0,0,204,0,156,360,20,380,0,380,246,626,60.7
,福住里,0,0,0,136,0,54,190,12,202,0,202,112,314,64.33
,頌德里,0,0,0,208,0,186,394,10,404,0,404,260,664,60.84
,新山里,0,0,0,336,0,182,518,4,522,0,522,202,724,72.1
,瓜山里,0,0,0,148,0,84,232,0,232,0,232,122,354,65.54
,銅山里,0,0,0,120,0,116,236,2,238,0,238,126,364,65.38
,石山里,0,0,0,280,0,148,428,20,448,0,448,208,656,68.29
,濓新里,0,0,0,174,0,166,340,8,348,0,348,238,586,59.39
,濓洞里,0,0,0,376,0,256,632,8,640,0,640,294,934,68.52
,海濱里,0,0,0,990,0,444,1434,58,1492,0,1492,922,2414,61.81
,瑞濱里,0,0,0,1508,0,812,2320,98,2418,0,2418,1360,3778,64.0
,深澳里,0,0,0,874,0,468,1342,62,1404,0,1404,1094,2498,56.2
,南雅里,0,0,0,262,0,196,458,14,472,0,472,50,522,90.42
,鼻頭里,0,0,0,460,0,330,790,20,810,0,810,910,1720,47.09
,新峰里,0,0,0,2436,0,1208,3644,110,3754,0,3754,2116,5870,63.95
,總計,0,0,0,26786,0,16076,42862,1308,44170,0,44170,23848,68018,64.94
土城區,,0,0,0,132974,0,103864,236838,5458,242296,0,242296,145716,388012,62.45
,埤塘里,0,0,0,2182,0,1790,3972,112,4084,0,4084,5412,9496,43.01
,土城里,0,0,0,1348,0,1044,2392,56,2448,0,2448,1130,3578,68.42
,員林里,0,0,0,3764,0,2492,6256,142,6398,0,6398,3744,10142,63.08
,員仁里,0,0,0,3490,0,2580,6070,146,6216,0,6216,3372,9588,64.83
,長風里,0,0,0,1936,0,508,2444,24,2468,0,2468,1048,3516,70.19
,日新里,0,0,0,2656,0,2348,5004,88,5092,0,5092,2938,8030,63.41
,日和里,0,0,0,3224,0,3032,6256,130,6386,0,6386,3478,9864,64.74
,貨饒里,0,0,0,2506,0,2296,4802,102,4904,0,4904,2670,7574,64.75
,柑林里,0,0,0,1896,0,1544,3440,66,3506,0,3506,2188,5694,61.57
,埤林里,0,0,0,5284,0,3496,8780,212,8992,0,8992,5408,14400,62.44
,瑞興里,0,0,0,1654,0,1724,3378,54,3432,0,3432,2046,5478,62.65
,清水里,0,0,0,4464,0,3726,8190,160,8350,0,8350,5522,13872,60.19
,清和里,0,0,0,3116,0,2910,6026,168,6194,0,6194,4628,10822,57.24
,永豐里,0,0,0,2772,0,1858,4630,96,4726,0,4726,2712,7438,63.54
,清化里,0,0,0,894,0,750,1644,24,1668,0,1668,1214,2882,57.88
,清溪里,0,0,0,4356,0,2964,7320,186,7506,0,7506,4330,11836,63.42
,峯廷里,0,0,0,3990,0,3430,7420,198,7618,0,7618,5042,12660,60.17
,平和里,0,0,0,3830,0,3364,7194,180,7374,0,7374,4642,12016,61.37
,廷寮里,0,0,0,2816,0,2492,5308,80,5388,0,5388,2806,8194,65.76
,大安里,0,0,0,2754,0,2358,5112,96,5208,0,5208,3190,8398,62.01
,永寧里,0,0,0,4778,0,3488,8266,208,8474,0,8474,5362,13836,61.25
,沛陂里,0,0,0,2592,0,2360,4952,98,5050,0,5050,2714,7764,65.04
,頂埔里,0,0,0,3020,0,2190,5210,144,5354,0,5354,3138,8492,63.05
,頂福里,0,0,0,3238,0,2284,5522,132,5654,0,5654,3302,8956,63.13
,頂新里,0,0,0,2144,0,1016,3160,54,3214,0,3214,1514,4728,67.98
,祖田里,0,0,0,930,0,922,1852,58,1910,0,1910,1012,2922,65.37
,樂利里,0,0,0,3054,0,2348,5402,124,5526,0,5526,3472,8998,61.41
,廣福里,0,0,0,3708,0,2350,6058,172,6230,0,6230,3462,9692,64.28
,學府里,0,0,0,2108,0,1698,3806,108,3914,0,3914,2212,6126,63.89
,延壽里,0,0,0,2578,0,2326,4904,88,4992,0,4992,2702,7694,64.88
,安和里,0,0,0,2648,0,2536,5184,120,5304,0,5304,3270,8574,61.86
,青雲里,0,0,0,1744,0,1538,3282,104,3386,0,3386,1652,5038,67.21
,員福里,0,0,0,3322,0,2718,6040,104,6144,0,6144,3456,9600,64.0
,延吉里,0,0,0,2224,0,2098,4322,140,4462,0,4462,3090,7552,59.08
,復興里,0,0,0,2666,0,2314,4980,118,5098,0,5098,2888,7986,63.84
,裕生里,0,0,0,3134,0,2852,5986,138,6124,0,6124,3302,9426,64.97
,員信里,0,0,0,2794,0,1856,4650,98,4748,0,4748,2936,7684,61.79
,永富里,0,0,0,2992,0,2142,5134,154,5288,0,5288,3732,9020,58.63
,學成里,0,0,0,1930,0,1844,3774,94,3868,0,3868,1782,5650,68.46
,延和里,0,0,0,3820,0,2940,6760,126,6886,0,6886,4080,10966,62.79
,中正里,0,0,0,2018,0,1580,3598,68,3666,0,3666,1796,5462,67.12
,學士里,0,0,0,2920,0,2214,5134,110,5244,0,5244,2742,7986,65.66
,明德里,0,0,0,3554,0,2468,6022,160,6182,0,6182,3678,9860,62.7
,廣興里,0,0,0,2120,0,1446,3566,92,3658,0,3658,2206,5864,62.38
,青山里,0,0,0,1730,0,1352,3082,76,3158,0,3158,2016,5174,61.04
,金城里,0,0,0,3896,0,2160,6056,130,6186,0,6186,4094,10280,60.18
,延祿里,0,0,0,2380,0,2118,4498,120,4618,0,4618,2586,7204,64.1
,總計,0,0,0,132974,0,103864,236838,5458,242296,0,242296,145716,388012,62.45
蘆洲區,,0,0,0,94542,0,96700,191242,4578,195820,0,195820,126576,322396,60.74
,正義里,0,0,0,6688,0,5776,12464,256,12720,0,12720,7276,19996,63.61
,中原里,0,0,0,2956,0,2936,5892,160,6052,0,6052,3514,9566,63.27
,中路里,0,0,0,2204,0,2162,4366,82,4448,0,4448,2458,6906,64.41
,光華里,0,0,0,2922,0,2708,5630,142,5772,0,5772,3228,9000,64.13
,保佑里,0,0,0,1924,0,1920,3844,110,3954,0,3954,2568,6522,60.63
,水湳里,0,0,0,4812,0,4798,9610,202,9812,0,9812,7606,17418,56.33
,樓厝里,0,0,0,3248,0,2924,6172,148,6320,0,6320,4452,10772,58.67
,鷺江里,0,0,0,2778,0,2790,5568,90,5658,0,5658,3614,9272,61.02
,恆德里,0,0,0,3460,0,2900,6360,160,6520,0,6520,4060,10580,61.63
,溪墘里,0,0,0,1684,0,1888,3572,90,3662,0,3662,1834,5496,66.63
,樹德里,0,0,0,1758,0,1812,3570,80,3650,0,3650,2102,5752,63.46
,保和里,0,0,0,1378,0,1434,2812,84,2896,0,2896,1532,4428,65.4
,仁復里,0,0,0,1272,0,1166,2438,56,2494,0,2494,1312,3806,65.53
,得勝里,0,0,0,1650,0,1732,3382,104,3486,0,3486,2316,5802,60.08
,南港里,0,0,0,2810,0,3126,5936,136,6072,0,6072,3764,9836,61.73
,永樂里,0,0,0,3220,0,3336,6556,160,6716,0,6716,3758,10474,64.12
,永康里,0,0,0,3252,0,3450,6702,150,6852,0,6852,4562,11414,60.03
,信義里,0,0,0,1804,0,2074,3878,88,3966,0,3966,2934,6900,57.48
,玉清里,0,0,0,3000,0,2716,5716,158,5874,0,5874,3968,9842,59.68
,復興里,0,0,0,1564,0,1892,3456,58,3514,0,3514,2520,6034,58.24
,水河里,0,0,0,4324,0,4392,8716,190,8906,0,8906,7024,15930,55.91
,仁愛里,0,0,0,2602,0,3018,5620,130,5750,0,5750,3156,8906,64.56
,忠義里,0,0,0,1682,0,1734,3416,64,3480,0,3480,2080,5560,62.59
,九芎里,0,0,0,2836,0,2874,5710,138,5848,0,5848,3376,9224,63.4
,中華里,0,0,0,1718,0,1866,3584,74,3658,0,3658,2022,5680,64.4
,得仁里,0,0,0,1664,0,1754,3418,84,3502,0,3502,1788,5290,66.2
,仁德里,0,0,0,2670,0,2980,5650,146,5796,0,5796,3582,9378,61.8
,仁義里,0,0,0,2074,0,2168,4242,130,4372,0,4372,5160,9532,45.87
,光明里,0,0,0,2362,0,2530,4892,146,5038,0,5038,3198,8236,61.17
,保新里,0,0,0,1562,0,1514,3076,76,3152,0,3152,2064,5216,60.43
,長安里,0,0,0,2264,0,2880,5144,100,5244,0,5244,3498,8742,59.99
,民和里,0,0,0,1472,0,1544,3016,78,3094,0,3094,1678,4772,64.84
,忠孝里,0,0,0,1132,0,1432,2564,74,2638,0,2638,1570,4208,62.69
,福安里,0,0,0,1592,0,1714,3306,88,3394,0,3394,2122,5516,61.53
,永安里,0,0,0,2654,0,2902,5556,138,5694,0,5694,3210,8904,63.95
,延平里,0,0,0,1690,0,1946,3636,66,3702,0,3702,3292,6994,52.93
,成功里,0,0,0,3562,0,3758,7320,200,7520,0,7520,5296,12816,58.68
,永德里,0,0,0,2298,0,2154,4452,142,4594,0,4594,3082,7676,59.85
,總計,0,0,0,94542,0,96700,191242,4578,195820,0,195820,126576,322396,60.74
五股區,,0,0,0,44552,0,40744,85296,1952,87248,0,87248,52366,139614,62.49
,興珍里,0,0,0,2096,0,2918,5014,132,5146,0,5146,3054,8200,62.76
,更寮里,0,0,0,438,0,1014,1452,70,1522,0,1522,618,2140,71.12
,集福里,0,0,0,2084,0,2188,4272,108,4380,0,4380,2226,6606,66.3
,觀音里,0,0,0,668,0,958,1626,38,1664,0,1664,812,2476,67.21
,成州里,0,0,0,2808,0,3146,5954,136,6090,0,6090,4128,10218,59.6
,成功里,0,0,0,2782,0,2874,5656,144,5800,0,5800,4702,10502,55.23
,五龍里,0,0,0,558,0,1050,1608,40,1648,0,1648,834,2482,66.4
,五股里,0,0,0,2142,0,2198,4340,80,4420,0,4420,3152,7572,58.37
,五福里,0,0,0,1786,0,1716,3502,76,3578,0,3578,2466,6044,59.2
,德音里,0,0,0,3052,0,2422,5474,118,5592,0,5592,3270,8862,63.1
,陸一里,0,0,0,2624,0,364,2988,42,3030,0,3030,1372,4402,68.83
,貿商里,0,0,0,2746,0,858,3604,70,3674,0,3674,1574,5248,70.01
,德泰里,0,0,0,2738,0,2296,5034,122,5156,0,5156,2432,7588,67.95
,成德里,0,0,0,1516,0,1942,3458,82,3540,0,3540,1920,5460,64.84
,六福里,0,0,0,2412,0,1586,3998,74,4072,0,4072,2446,6518,62.47
,集賢里,0,0,0,1928,0,2264,4192,94,4286,0,4286,2316,6602,64.92
,民義里,0,0,0,2046,0,1800,3846,64,3910,0,3910,1984,5894,66.34
,成泰里,0,0,0,4346,0,3844,8190,194,8384,0,8384,5810,14194,59.07
,水碓里,0,0,0,3942,0,3682,7624,200,7824,0,7824,5310,13134,59.57
,福德里,0,0,0,1840,0,1624,3464,68,3532,0,3532,1940,5472,64.55
,總計,0,0,0,44552,0,40744,85296,1952,87248,0,87248,52366,139614,62.49
泰山區,,0,0,0,41770,0,35254,77024,1938,78962,0,78962,45154,124116,63.62
,大科里,0,0,0,474,0,556,1030,40,1070,0,1070,532,1602,66.79
,黎明里,0,0,0,1956,0,1720,3676,88,3764,0,3764,2144,5908,63.71
,山腳里,0,0,0,3756,0,2964,6720,144,6864,0,6864,4636,11500,59.69
,福泰里,0,0,0,1690,0,1564,3254,72,3326,0,3326,1522,4848,68.61
,楓樹里,0,0,0,2444,0,2132,4576,116,4692,0,4692,2812,7504,62.53
,同榮里,0,0,0,2572,0,1928,4500,112,4612,0,4612,2314,6926,66.59
,義學里,0,0,0,2500,0,2374,4874,126,5000,0,5000,2826,7826,63.89
,明志里,0,0,0,2162,0,1842,4004,128,4132,0,4132,2306,6438,64.18
,貴子里,0,0,0,2336,0,2054,4390,116,4506,0,4506,2292,6798,66.28
,貴和里,0,0,0,2914,0,2588,5502,120,5622,0,5622,2792,8414,66.82
,同興里,0,0,0,1924,0,1906,3830,90,3920,0,3920,2314,6234,62.88
,義仁里,0,0,0,4412,0,3914,8326,196,8522,0,8522,5436,13958,61.05
,泰友里,0,0,0,1454,0,1168,2622,72,2694,0,2694,1158,3852,69.94
,新明里,0,0,0,1826,0,1706,3532,72,3604,0,3604,2024,5628,64.04
,貴賢里,0,0,0,2388,0,1832,4220,92,4312,0,4312,2134,6446,66.89
,福興里,0,0,0,2190,0,1550,3740,114,3854,0,3854,2254,6108,63.1
,全興里,0,0,0,4772,0,3456,8228,240,8468,0,8468,5658,14126,59.95
,總計,0,0,0,41770,0,35254,77024,1938,78962,0,78962,45154,124116,63.62
林口區,,0,0,0,60300,0,41766,102066,2498,104564,0,104564,60532,165096,63.34
,東林里,0,0,0,2222,0,2208,4430,118,4548,0,4548,2526,7074,64.29
,林口里,0,0,0,3000,0,2520,5520,120,5640,0,5640,3738,9378,60.14
,西林里,0,0,0,5524,0,4076,9600,230,9830,0,9830,6030,15860,61.98
,菁湖里,0,0,0,2358,0,2488,4846,134,4980,0,4980,2382,7362,67.64
,中湖里,0,0,0,2190,0,2226,4416,102,4518,0,4518,2462,6980,64.73
,湖北里,0,0,0,712,0,1138,1850,36,1886,0,1886,732,2618,72.04
,湖南里,0,0,0,12804,0,6946,19750,420,20170,0,20170,13002,33172,60.8
,南勢里,0,0,0,11582,0,6336,17918,486,18404,0,18404,11684,30088,61.17
,東勢里,0,0,0,3978,0,2554,6532,152,6684,0,6684,3506,10190,65.59
,頂福里,0,0,0,414,0,848,1262,32,1294,0,1294,690,1984,65.22
,下福里,0,0,0,868,0,792,1660,46,1706,0,1706,630,2336,73.03
,嘉寶里,0,0,0,488,0,782,1270,38,1308,0,1308,430,1738,75.26
,瑞平里,0,0,0,514,0,742,1256,42,1298,0,1298,284,1582,82.05
,太平里,0,0,0,862,0,1244,2106,52,2158,0,2158,540,2698,79.99
,仁愛里,0,0,0,4458,0,2340,6798,198,6996,0,6996,4132,11128,62.87
,麗林里,0,0,0,5762,0,2790,8552,182,8734,0,8734,5232,13966,62.54
,麗園里,0,0,0,2564,0,1736,4300,110,4410,0,4410,2532,6942,63.53
,總計,0,0,0,60300,0,41766,102066,2498,104564,0,104564,60532,165096,63.34
深坑區,,0,0,0,15440,0,10306,25746,710,26456,0,26456,13290,39746,66.56
,深坑里,0,0,0,2092,0,1472,3564,104,3668,0,3668,2100,5768,63.59
,萬順里,0,0,0,1712,0,1208,2920,86,3006,0,3006,1416,4422,67.98
,土庫里,0,0,0,1930,0,1298,3228,84,3312,0,3312,1874,5186,63.86
,昇高里,0,0,0,1610,0,1108,2718,100,2818,0,2818,962,3780,74.55
,阿柔里,0,0,0,410,0,398,808,18,826,0,826,240,1066,77.49
,埔新里,0,0,0,4188,0,2576,6764,164,6928,0,6928,3774,10702,64.74
,萬福里,0,0,0,1740,0,1206,2946,86,3032,0,3032,1758,4790,63.3
,賴仲里,0,0,0,1758,0,1040,2798,68,2866,0,2866,1166,4032,71.08
,總計,0,0,0,15440,0,10306,25746,710,26456,0,26456,13290,39746,66.56
石碇區,,0,0,0,4544,0,4976,9520,274,9794,0,9794,3482,13276,73.77
,石碇里,0,0,0,320,0,332,652,22,674,0,674,96,770,87.53
,潭邊里,0,0,0,596,0,448,1044,34,1078,0,1078,438,1516,71.11
,隆盛里,0,0,0,398,0,398,796,16,812,0,812,500,1312,61.89
,烏塗里,0,0,0,362,0,492,854,20,874,0,874,422,1296,67.44
,彭山里,0,0,0,270,0,204,474,18,492,0,492,114,606,81.19
,豐田里,0,0,0,246,0,292,538,12,550,0,550,182,732,75.14
,永定里,0,0,0,378,0,466,844,36,880,0,880,258,1138,77.33
,中民里,0,0,0,492,0,556,1048,24,1072,0,1072,336,1408,76.14
,光明里,0,0,0,196,0,274,470,18,488,0,488,62,550,88.73
,豐林里,0,0,0,300,0,242,542,28,570,0,570,58,628,90.76
,永安里,0,0,0,456,0,496,952,22,974,0,974,538,1512,64.42
,格頭里,0,0,0,530,0,776,1306,24,1330,0,1330,478,1808,73.56
,總計,0,0,0,4544,0,4976,9520,274,9794,0,9794,3482,13276,73.77
坪林區,,0,0,0,3622,0,4510,8132,216,8348,0,8348,3094,11442,72.96
,粗窟里,0,0,0,624,0,592,1216,28,1244,0,1244,390,1634,76.13
,坪林里,0,0,0,816,0,950,1766,46,1812,0,1812,606,2418,74.94
,大林里,0,0,0,638,0,1030,1668,52,1720,0,1720,494,2214,77.69
,石𥕢里,0,0,0,232,0,370,602,8,610,0,610,206,816,74.75
,上德里,0,0,0,510,0,458,968,34,1002,0,1002,574,1576,63.58
,水德里,0,0,0,364,0,400,764,18,782,0,782,420,1202,65.06
,漁光里,0,0,0,438,0,710,1148,30,1178,0,1178,404,1582,74.46
,總計,0,0,0,3622,0,4510,8132,216,8348,0,8348,3094,11442,72.96
三芝區,,0,0,0,14382,0,9830,24212,718,24930,0,24930,14088,39018,63.89
,八賢里,0,0,0,212,0,214,426,16,442,0,442,156,598,73.91
,埔頭里,0,0,0,3468,0,2340,5808,170,5978,0,5978,3294,9272,64.47
,古庄里,0,0,0,834,0,584,1418,30,1448,0,1448,624,2072,69.88
,新庄里,0,0,0,584,0,434,1018,30,1048,0,1048,536,1584,66.16
,埔坪里,0,0,0,4236,0,2456,6692,190,6882,0,6882,4950,11832,58.16
,茂長里,0,0,0,484,0,354,838,14,852,0,852,368,1220,69.84
,橫山里,0,0,0,470,0,288,758,24,782,0,782,206,988,79.15
,錫板里,0,0,0,488,0,448,936,44,980,0,980,388,1368,71.64
,後厝里,0,0,0,1510,0,830,2340,58,2398,0,2398,1660,4058,59.09
,福德里,0,0,0,634,0,356,990,24,1014,0,1014,520,1534,66.1
