行政區別,村里別,璩美鳳,蘇煥智,蘇盈貴,陳其邁,陳永和,韓國瑜,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
,宜安里,0,0,0,1500,0,724,2224,46,2270,0,2270,1052,3322,68.33
,安順里,0,0,0,3148,0,1550,4698,122,4820,0,4820,2856,7676,62.79
,秀義里,0,0,0,1962,0,1182,3144,96,3240,0,3240,1418,4658,69.56
,秀士里,0,0,0,2038,0,890,2928,78,3006,0,3006,1376,4382,68.6
,興南里,0,0,0,2258,0,1140,3398,76,3474,0,3474,2046,5520,62.93
,景本里,0,0,0,1664,0,1058,2722,78,2800,0,2800,1028,3828,73.15
,福南里,0,0,0,3234,0,1386,4620,94,4714,0,4714,2678,7392,63.77
,中興里,0,0,0,4564,0,2402,6966,200,7166,0,7166,4292,11458,62.54
,吉興里,0,0,0,2128,0,1024,3152,92,3244,0,3244,1926,5170,62.75
,中山里,0,0,0,1824,0,1292,3116,50,3166,0,3166,1528,4694,67.45
,碧河里,0,0,0,2638,0,1812,4450,100,4550,0,4550,2692,7242,62.83
,錦中里,0,0,0,2868,0,2082,4950,106,5056,0,5056,2288,7344,68.85
,錦盛里,0,0,0,2386,0,1814,4200,90,4290,0,4290,2450,6740,63.65
,民有里,0,0,0,1780,0,1396,3176,98,3274,0,3274,1586,4860,67.37
,員富里,0,0,0,2050,0,1798,3848,78,3926,0,3926,2016,5942,66.07
,嘉慶里,0,0,0,2766,0,2176,4942,110,5052,0,5052,2480,7532,67.07
,冠穗里,0,0,0,2152,0,1700,3852,114,3966,0,3966,2036,6002,66.08
,國華里,0,0,0,2120,0,1698,3818,60,3878,0,3878,1894,5772,67.19
,正南里,0,0,0,2796,0,1204,4000,104,4104,0,4104,2108,6212,66.07
,正行里,0,0,0,2042,0,1102,3144,102,3246,0,3246,1810,5056,64.2
,總計,0,0,0,278044,0,161104,439148,10622,449770,0,449770,241766,691536,65.04
永和區,,0,0,0,158724,0,76572,235296,5698,240994,0,240994,123558,364552,66.11
,福林里,0,0,0,2376,0,1278,3654,76,3730,0,3730,2142,5872,63.52
,文化里,0,0,0,2292,0,1014,3306,90,3396,0,3396,1544,4940,68.74
,豫溪里,0,0,0,2570,0,1236,3806,100,3906,0,3906,4792,8698,44.91
,光明里,0,0,0,2364,0,1166,3530,96,3626,0,3626,1612,5238,69.22
,仁愛里,0,0,0,2092,0,1140,3232,56,3288,0,3288,1416,4704,69.9
,永貞里,0,0,0,2524,0,1298,3822,86,3908,0,3908,1994,5902,66.21
,永福里,0,0,0,2246,0,1130,3376,86,3462,0,3462,1370,4832,71.65
,民治里,0,0,0,2276,0,1006,3282,80,3362,0,3362,1574,4936,68.11
,永成里,0,0,0,972,0,152,1124,34,1158,0,1158,578,1736,66.71
,忠義里,0,0,0,846,0,148,994,22,1016,0,1016,420,1436,70.75
,永元里,0,0,0,3362,0,1628,4990,132,5122,0,5122,3006,8128,63.02
,秀林里,0,0,0,2494,0,1622,4116,88,4204,0,4204,2186,6390,65.79
,保安里,0,0,0,4960,0,2810,7770,194,7964,0,7964,4106,12070,65.98
,中溪里,0,0,0,3504,0,2060,5564,118,5682,0,5682,3082,8764,64.83
,永安里,0,0,0,3248,0,1440,4688,100,4788,0,4788,2234,7022,68.19
,民族里,0,0,0,3726,0,1516,5242,98,5340,0,5340,2576,7916,67.46
,民權里,0,0,0,3332,0,1468,4800,124,4924,0,4924,2564,7488,65.76
,中興里,0,0,0,2198,0,1166,3364,90,3454,0,3454,1770,5224,66.12
,勵行里,0,0,0,798,0,606,1404,48,1452,0,1452,764,2216,65.52
,秀朗里,0,0,0,2970,0,1694,4664,108,4772,0,4772,2022,6794,70.24
,秀成里,0,0,0,2082,0,1096,3178,70,3248,0,3248,1834,5082,63.91
,上溪里,0,0,0,1410,0,774,2184,54,2238,0,2238,1216,3454,64.79
,竹林里,0,0,0,2788,0,1302,4090,104,4194,0,4194,2252,6446,65.06
,雙和里,0,0,0,2990,0,1416,4406,98,4504,0,4504,2168,6672,67.51
,安和里,0,0,0,3034,0,1374,4408,108,4516,0,4516,2286,6802,66.39
,水源里,0,0,0,3178,0,1420,4598,114,4712,0,4712,2182,6894,68.35
,協和里,0,0,0,2134,0,1174,3308,84,3392,0,3392,1768,5160,65.74
,河堤里,0,0,0,2480,0,1078,3558,124,3682,0,3682,2090,5772,63.79
,頂溪里,0,0,0,1968,0,1032,3000,80,3080,0,3080,1286,4366,70.55
,潭墘里,0,0,0,3550,0,1458,5008,108,5116,0,5116,2484,7600,67.32
,潭安里,0,0,0,3746,0,1496,5242,144,5386,0,5386,2756,8142,66.15
,大新里,0,0,0,2110,0,996,3106,64,3170,0,3170,1368,4538,69.85
,保平里,0,0,0,3184,0,1988,5172,160,5332,0,5332,2858,8190,65.1
,民本里,0,0,0,2652,0,1396,4048,80,4128,0,4128,2546,6674,61.85
,民樂里,0,0,0,3810,0,1592,5402,92,5494,0,5494,2608,8102,67.81
,光復里,0,0,0,1368,0,602,1970,78,2048,0,2048,992,3040,67.37
,復興里,0,0,0,1926,0,828,2754,74,2828,0,2828,1286,4114,68.74
,福和里,0,0,0,3966,0,1718,5684,104,5788,0,5788,3080,8868,65.27
,得和里,0,0,0,3542,0,1502,5044,114,5158,0,5158,2226,7384,69.85
,智光里,0,0,0,2454,0,1238,3692,68,3760,0,3760,1944,5704,65.92
,新生里,0,0,0,730,0,296,1026,30,1056,0,1056,450,1506,70.12
,大同里,0,0,0,952,0,212,1164,38,1202,0,1202,458,1660,72.41
,前溪里,0,0,0,1594,0,714,2308,70,2378,0,2378,1296,3674,64.73
,和平里,0,0,0,3450,0,1990,5440,120,5560,0,5560,2744,8304,66.96
,新廍里,0,0,0,1784,0,838,2622,72,2694,0,2694,1210,3904,69.01
,下溪里,0,0,0,2832,0,1576,4408,134,4542,0,4542,2312,6854,66.27
,秀和里,0,0,0,3660,0,1822,5482,154,5636,0,5636,2858,8494,66.35
,河濱里,0,0,0,2412,0,1202,3614,108,3722,0,3722,1762,5484,67.87
,民生里,0,0,0,2928,0,1452,4380,112,4492,0,4492,2244,6736,66.69
,秀得里,0,0,0,1992,0,884,2876,58,2934,0,2934,1602,4536,64.68
,上林里,0,0,0,2808,0,1012,3820,112,3932,0,3932,2084,6016,65.36
,網溪里,0,0,0,1058,0,416,1474,38,1512,0,1512,546,2058,73.47
,正興里,0,0,0,1764,0,826,2590,70,2660,0,2660,1320,3980,66.83
,永興里,0,0,0,2342,0,1046,3388,94,3482,0,3482,2032,5514,63.15
,桂林里,0,0,0,2916,0,1060,3976,68,4044,0,4044,2328,6372,63.47
,店街里,0,0,0,3054,0,1408,4462,100,4562,0,4562,2546,7108,64.18
,信義里,0,0,0,1990,0,998,2988,48,3036,0,3036,1682,4718,64.35
,後溪里,0,0,0,1340,0,942,2282,54,2336,0,2336,988,3324,70.28
,民富里,0,0,0,2086,0,1142,3228,74,3302,0,3302,1718,5020,65.78
,秀元里,0,0,0,2224,0,1206,3430,88,3518,0,3518,1708,5226,67.32
,永樂里,0,0,0,1788,0,1048,2836,70,2906,0,2906,1268,4174,69.62
,保順里,0,0,0,7498,0,3424,10922,238,11160,0,11160,5420,16580,67.31
,總計,0,0,0,158724,0,76572,235296,5698,240994,0,240994,123558,364552,66.11
新莊區,,0,0,0,216480,0,202092,418572,10728,429300,0,429300,237266,666566,64.4
,海山里,0,0,0,3206,0,3040,6246,144,6390,0,6390,2882,9272,68.92
,頭前里,0,0,0,4372,0,4124,8496,186,8682,0,8682,5124,13806,62.89
,國泰里,0,0,0,860,0,788,1648,24,1672,0,1672,924,2596,64.41
,全安里,0,0,0,2474,0,2524,4998,108,5106,0,5106,2470,7576,67.4
,福基里,0,0,0,2478,0,2104,4582,228,4810,0,4810,2640,7450,64.56
,豐年里,0,0,0,2066,0,2252,4318,100,4418,0,4418,1998,6416,68.86
,忠孝里,0,0,0,2872,0,2472,5344,138,5482,0,5482,2782,8264,66.34
,恆安里,0,0,0,2480,0,2238,4718,120,4838,0,4838,2784,7622,63.47
,後港里,0,0,0,3760,0,3724,7484,166,7650,0,7650,4506,12156,62.93
,文衡里,0,0,0,1264,0,1218,2482,70,2552,0,2552,1112,3664,69.65
,中美里,0,0,0,3266,0,3250,6516,122,6638,0,6638,3208,9846,67.42
,八德里,0,0,0,1550,0,1684,3234,52,3286,0,3286,2052,5338,61.56
,興漢里,0,0,0,2216,0,1724,3940,112,4052,0,4052,1908,5960,67.99
,中和里,0,0,0,2676,0,2808,5484,130,5614,0,5614,2312,7926,70.83
,西盛里,0,0,0,5872,0,5390,11262,310,11572,0,11572,7490,19062,60.71
,榮和里,0,0,0,1700,0,1408,3108,68,3176,0,3176,5574,8750,36.3
,中泰里,0,0,0,2178,0,2638,4816,124,4940,0,4940,2680,7620,64.83
,瓊林里,0,0,0,3006,0,3380,6386,184,6570,0,6570,3428,9998,65.71
,文德里,0,0,0,1122,0,982,2104,72,2176,0,2176,860,3036,71.67
,中誠里,0,0,0,1090,0,1262,2352,72,2424,0,2424,1292,3716,65.23
,裕民里,0,0,0,3312,0,3534,6846,156,7002,0,7002,4756,11758,59.55
,文明里,0,0,0,1086,0,1066,2152,82,2234,0,2234,866,3100,72.06
,中港里,0,0,0,3652,0,3324,6976,192,7168,0,7168,3552,10720,66.87
,富國里,0,0,0,1218,0,1472,2690,80,2770,0,2770,1436,4206,65.86
,思源里,0,0,0,2670,0,2932,5602,100,5702,0,5702,3488,9190,62.05
,立人里,0,0,0,1822,0,888,2710,52,2762,0,2762,1176,3938,70.14
,南港里,0,0,0,2970,0,2724,5694,190,5884,0,5884,3236,9120,64.52
,仁愛里,0,0,0,1458,0,1484,2942,86,3028,0,3028,1630,4658,65.01
,立德里,0,0,0,1628,0,1370,2998,104,3102,0,3102,1368,4470,69.4
,信義里,0,0,0,2980,0,2718,5698,148,5846,0,5846,3280,9126,64.06
,立言里,0,0,0,3010,0,2780,5790,176,5966,0,5966,2758,8724,68.39
,民安里,0,0,0,3466,0,2904,6370,150,6520,0,6520,3538,10058,64.82
,和平里,0,0,0,2330,0,2616,4946,132,5078,0,5078,3222,8300,61.18
,立功里,0,0,0,1910,0,1938,3848,84,3932,0,3932,2428,6360,61.82
,民本里,0,0,0,1322,0,1824,3146,64,3210,0,3210,1992,5202,61.71
,化成里,0,0,0,1674,0,1846,3520,96,3616,0,3616,2438,6054,59.73
,立志里,0,0,0,2234,0,2404,4638,108,4746,0,4746,2010,6756,70.25
,光華里,0,0,0,3728,0,3490,7218,216,7434,0,7434,4526,11960,62.16
,思賢里,0,0,0,2500,0,2472,4972,132,5104,0,5104,2102,7206,70.83
,營盤里,0,0,0,1246,0,1388,2634,64,2698,0,2698,1184,3882,69.5
,光榮里,0,0,0,2598,0,2168,4766,132,4898,0,4898,2468,7366,66.49
,自強里,0,0,0,1454,0,1624,3078,94,3172,0,3172,1594,4766,66.55
,丹鳳里,0,0,0,5054,0,4092,9146,210,9356,0,9356,5066,14422,64.87
,光明里,0,0,0,2542,0,2336,4878,110,4988,0,4988,2748,7736,64.48
,自立里,0,0,0,2666,0,2898,5564,126,5690,0,5690,3472,9162,62.1
,合鳳里,0,0,0,2520,0,2378,4898,126,5024,0,5024,2776,7800,64.41
,幸福里,0,0,0,2286,0,2658,4944,126,5070,0,5070,2486,7556,67.1
,雙鳳里,0,0,0,5864,0,4666,10530,234,10764,0,10764,7000,17764,60.59
,自信里,0,0,0,1286,0,1390,2676,74,2750,0,2750,1518,4268,64.43
,龍鳳里,0,0,0,4916,0,4308,9224,244,9468,0,9468,5472,14940,63.37
,中華里,0,0,0,1658,0,1600,3258,64,3322,0,3322,1614,4936,67.3
,中隆里,0,0,0,2334,0,2262,4596,96,4692,0,4692,2984,7676,61.13
,中原里,0,0,0,5844,0,5220,11064,256,11320,0,11320,6586,17906,63.22
,中信里,0,0,0,4508,0,4424,8932,234,9166,0,9166,4964,14130,64.87
,四維里,0,0,0,2110,0,2426,4536,102,4638,0,4638,3394,8032,57.74
,建福里,0,0,0,1554,0,1430,2984,84,3068,0,3068,1316,4384,69.98
,中宏里,0,0,0,1918,0,1944,3862,112,3974,0,3974,2372,6346,62.62
,中全里,0,0,0,1702,0,2054,3756,124,3880,0,3880,2422,6302,61.57
,立泰里,0,0,0,2790,0,2420,5210,130,5340,0,5340,2896,8236,64.84
,全泰里,0,0,0,3366,0,2588,5954,172,6126,0,6126,2392,8518,71.92
,仁義里,0,0,0,1818,0,2300,4118,108,4226,0,4226,2218,6444,65.58
,立基里,0,0,0,3726,0,3188,6914,154,7068,0,7068,3388,10456,67.6
,昌明里,0,0,0,2056,0,1960,4016,142,4158,0,4158,2134,6292,66.08
,昌平里,0,0,0,4136,0,2854,6990,158,7148,0,7148,4122,11270,63.43
,文聖里,0,0,0,2258,0,1722,3980,104,4084,0,4084,1874,5958,68.55
,萬安里,0,0,0,1998,0,2004,4002,102,4104,0,4104,2346,6450,63.63
,龍安里,0,0,0,1392,0,1334,2726,60,2786,0,2786,1296,4082,68.25
,福營里,0,0,0,1354,0,1388,2742,76,2818,0,2818,1736,4554,61.88
,後德里,0,0,0,1992,0,1574,3566,122,3688,0,3688,1600,5288,69.74
,建安里,0,0,0,3656,0,3304,6960,172,7132,0,7132,4174,11306,63.08
,成德里,0,0,0,2584,0,2468,5052,136,5188,0,5188,3284,8472,61.24
,福興里,0,0,0,3314,0,3074,6388,160,6548,0,6548,3266,9814,66.72
,昌信里,0,0,0,1982,0,1806,3788,80,3868,0,3868,2292,6160,62.79
,昌隆里,0,0,0,2586,0,2192,4778,156,4934,0,4934,2368,7302,67.57
,中平里,0,0,0,4992,0,3754,8746,230,8976,0,8976,4860,13836,64.87
,立廷里,0,0,0,6444,0,4914,11358,280,11638,0,11638,6322,17960,64.8
,泰豐里,0,0,0,1490,0,1304,2794,44,2838,0,2838,1336,4174,67.99
,富民里,0,0,0,2106,0,1864,3970,106,4076,0,4076,2490,6566,62.08
,龍福里,0,0,0,1370,0,954,2324,66,2390,0,2390,1410,3800,62.89
,祥鳳里,0,0,0,1418,0,1262,2680,64,2744,0,2744,1364,4108,66.8
,民全里,0,0,0,1858,0,1868,3726,98,3824,0,3824,2558,6382,59.92
,民有里,0,0,0,2310,0,2084,4394,118,4512,0,4512,2240,6752,66.82
,光正里,0,0,0,2516,0,2270,4786,106,4892,0,4892,2388,7280,67.2
,光和里,0,0,0,1430,0,1580,3010,94,3104,0,3104,1648,4752,65.32
,總計,0,0,0,216480,0,202092,418572,10728,429300,0,429300,237266,666566,64.4
新店區,,0,0,0,219518,0,99866,319384,7848,327232,0,327232,184954,512186,63.89
,國豐里,0,0,0,2654,0,976,3630,122,3752,0,3752,2144,5896,63.64
,明德里,0,0,0,3232,0,1290,4522,128,4650,0,4650,2332,6982,66.6
,大豐里,0,0,0,2822,0,1446,4268,98,4366,0,4366,2266,6632,65.83
,大同里,0,0,0,3216,0,1510,4726,104,4830,0,4830,2270,7100,68.03
,江陵里,0,0,0,4380,0,1768,6148,190,6338,0,6338,3328,9666,65.57
,寶興里,0,0,0,4158,0,1814,5972,142,6114,0,6114,3166,9280,65.88
,寶安里,0,0,0,4406,0,1668,6074,142,6216,0,6216,3648,9864,63.02
,信義里,0,0,0,4968,0,2620,7588,176,7764,0,7764,3732,11496,67.54
,忠孝里,0,0,0,2198,0,798,2996,54,3050,0,3050,1890,4940,61.74
,大鵬里,0,0,0,2932,0,426,3358,46,3404,0,3404,1406,4810,70.77
,太平里,0,0,0,2356,0,1054,3410,112,3522,0,3522,1962,5484,64.22
,頂城里,0,0,0,1168,0,654,1822,52,1874,0,1874,1204,3078,60.88
,下城里,0,0,0,2034,0,1496,3530,66,3596,0,3596,2034,5630,63.87
,柴埕里,0,0,0,6204,0,3218,9422,202,9624,0,9624,5668,15292,62.93
,永安里,0,0,0,3390,0,2028,5418,136,5554,0,5554,3356,8910,62.33
,公崙里,0,0,0,8270,0,3678,11948,284,12232,0,12232,8156,20388,60.0
,德安里,0,0,0,4122,0,2280,6402,184,6586,0,6586,4218,10804,60.96
,雙城里,0,0,0,3912,0,2528,6440,166,6606,0,6606,3554,10160,65.02
,日興里,0,0,0,3394,0,2312,5706,146,5852,0,5852,4386,10238,57.16
,玫瑰里,0,0,0,4680,0,1814,6494,130,6624,0,6624,3892,10516,62.99
,塗潭里,0,0,0,406,0,764,1170,22,1192,0,1192,648,1840,64.78
,美潭里,0,0,0,4030,0,1916,5946,136,6082,0,6082,3070,9152,66.46
,員潭里,0,0,0,3770,0,1894,5664,98,5762,0,5762,3110,8872,64.95
,雙坑里,0,0,0,432,0,504,936,30,966,0,966,518,1484,65.09
,粗坑里,0,0,0,1958,0,1442,3400,90,3490,0,3490,1988,5478,63.71
,屈尺里,0,0,0,1512,0,1332,2844,90,2934,0,2934,1440,4374,67.08
,龜山里,0,0,0,1050,0,904,1954,62,2016,0,2016,1048,3064,65.8
,廣興里,0,0,0,696,0,1034,1730,44,1774,0,1774,744,2518,70.45
,直潭里,0,0,0,624,0,738,1362,28,1390,0,1390,912,2302,60.38
,青潭里,0,0,0,3682,0,1924,5606,140,5746,0,5746,3620,9366,61.35
,新店里,0,0,0,1076,0,894,1970,56,2026,0,2026,1100,3126,64.81
,張南里,0,0,0,1588,0,758,2346,86,2432,0,2432,1318,3750,64.85
,國校里,0,0,0,1834,0,1076,2910,74,2984,0,2984,1482,4466,66.82
,文中里,0,0,0,1496,0,542,2038,50,2088,0,2088,940,3028,68.96
,廣明里,0,0,0,458,0,510,968,36,1004,0,1004,502,1506,66.67
,文明里,0,0,0,1722,0,1172,2894,88,2982,0,2982,1414,4396,67.83
,中興里,0,0,0,4156,0,1710,5866,148,6014,0,6014,3120,9134,65.84
,新生里,0,0,0,4598,0,1954,6552,192,6744,0,6744,3636,10380,64.97
,新德里,0,0,0,1966,0,1112,3078,74,3152,0,3152,1602,4754,66.3
,張北里,0,0,0,6776,0,2696,9472,304,9776,0,9776,5390,15166,64.46
,五峯里,0,0,0,5742,0,2480,8222,208,8430,0,8430,4586,13016,64.77
,新安里,0,0,0,3710,0,1354,5064,142,5206,0,5206,6482,11688,44.54
,忠誠里,0,0,0,2152,0,866,3018,70,3088,0,3088,1224,4312,71.61
,中正里,0,0,0,5014,0,2026,7040,192,7232,0,7232,3764,10996,65.77
,中華里,0,0,0,3522,0,1186,4708,120,4828,0,4828,2794,7622,63.34
,仁愛里,0,0,0,1722,0,702,2424,50,2474,0,2474,1104,3578,69.14
,百忍里,0,0,0,3172,0,1324,4496,84,4580,0,4580,2278,6858,66.78
,百和里,0,0,0,2474,0,1168,3642,116,3758,0,3758,1878,5636,66.68
,福德里,0,0,0,3098,0,1384,4482,62,4544,0,4544,2480,7024,64.69
,百福里,0,0,0,2808,0,1198,4006,118,4124,0,4124,2108,6232,66.17
,福民里,0,0,0,3492,0,1016,4508,112,4620,0,4620,2692,7312,63.18
,中山里,0,0,0,4006,0,1138,5144,94,5238,0,5238,2762,8000,65.48
,和平里,0,0,0,798,0,356,1154,42,1196,0,1196,396,1592,75.13
,中央里,0,0,0,4832,0,1708,6540,130,6670,0,6670,3384,10054,66.34
,明城里,0,0,0,2942,0,922,3864,116,3980,0,3980,2072,6052,65.76
,安和里,0,0,0,5098,0,2626,7724,162,7886,0,7886,5068,12954,60.88
,吉祥里,0,0,0,4076,0,1250,5326,126,5452,0,5452,2976,8428,64.69
,寶福里,0,0,0,5762,0,2364,8126,218,8344,0,8344,4058,12402,67.28
,小城里,0,0,0,3188,0,1112,4300,104,4404,0,4404,2234,6638,66.35
,香坡里,0,0,0,7968,0,2682,10650,228,10878,0,10878,7370,18248,59.61
,建國里,0,0,0,2632,0,920,3552,74,3626,0,3626,1872,5498,65.95
,復興里,0,0,0,2298,0,1140,3438,102,3540,0,3540,2286,5826,60.76
,美城里,0,0,0,2016,0,910,2926,52,2978,0,2978,1860,4838,61.55
,安昌里,0,0,0,4182,0,1818,6000,130,6130,0,6130,3116,9246,66.3
,長春里,0,0,0,2130,0,842,2972,80,3052,0,3052,1390,4442,68.71
,新和里,0,0,0,3052,0,1274,4326,112,4438,0,4438,2928,7366,60.25
,永平里,0,0,0,4228,0,2060,6288,94,6382,0,6382,3272,9654,66.11
,達觀里,0,0,0,3122,0,914,4036,92,4128,0,4128,2670,6798,60.72
,華城里,0,0,0,1956,0,872,2828,90,2918,0,2918,1636,4554,64.08
,總計,0,0,0,219518,0,99866,319384,7848,327232,0,327232,184954,512186,63.89
樹林區,,0,0,0,98180,0,83200,181380,4440,185820,0,185820,107806,293626,63.28
,三多里,0,0,0,1938,0,1960,3898,96,3994,0,3994,2972,6966,57.34
,三福里,0,0,0,2392,0,2016,4408,90,4498,0,4498,2222,6720,66.93
,三興里,0,0,0,2576,0,2448,5024,132,5156,0,5156,3084,8240,62.57
,圳安里,0,0,0,1872,0,1972,3844,86,3930,0,3930,2358,6288,62.5
,保安里,0,0,0,3772,0,3280,7052,176,7228,0,7228,3670,10898,66.32
,潭底里,0,0,0,2306,0,2116,4422,140,4562,0,4562,3738,8300,54.96
,獇寮里,0,0,0,2622,0,2476,5098,120,5218,0,5218,3308,8526,61.2
,樹德里,0,0,0,2242,0,1942,4184,82,4266,0,4266,1996,6262,68.13
,樹西里,0,0,0,3108,0,2438,5546,172,5718,0,5718,3084,8802,64.96
,樹南里,0,0,0,2446,0,2158,4604,158,4762,0,4762,2522,7284,65.38
,樹人里,0,0,0,2150,0,1438,3588,70,3658,0,3658,2068,5726,63.88
,坡內里,0,0,0,918,0,930,1848,32,1880,0,1880,1006,2886,65.14
,樹東里,0,0,0,806,0,516,1322,34,1356,0,1356,730,2086,65.0
,大同里,0,0,0,2290,0,1460,3750,118,3868,0,3868,2146,6014,64.32
,和平里,0,0,0,2132,0,2084,4216,100,4316,0,4316,2334,6650,64.9
,彭厝里,0,0,0,2554,0,2442,4996,144,5140,0,5140,3428,8568,59.99
,彭福里,0,0,0,2776,0,2422,5198,90,5288,0,5288,3488,8776,60.26
,東山里,0,0,0,1776,0,1746,3522,100,3622,0,3622,1958,5580,64.91
,東陽里,0,0,0,3348,0,2692,6040,162,6202,0,6202,3830,10032,61.82
,東昇里,0,0,0,2892,0,2452,5344,126,5470,0,5470,2744,8214,66.59
,樂山里,0,0,0,890,0,946,1836,42,1878,0,1878,1406,3284,57.19
,東園里,0,0,0,722,0,1048,1770,38,1808,0,1808,1218,3026,59.75
,西園里,0,0,0,856,0,1110,1966,62,2028,0,2028,1148,3176,63.85
,南園里,0,0,0,8636,0,5012,13648,286,13934,0,13934,8794,22728,61.31
,北園里,0,0,0,1040,0,1314,2354,68,2422,0,2422,1376,3798,63.77
,柑園里,0,0,0,5728,0,3346,9074,214,9288,0,9288,5510,14798,62.77
,樹北里,0,0,0,612,0,558,1170,46,1216,0,1216,508,1724,70.53
,圳福里,0,0,0,2488,0,2038,4526,130,4656,0,4656,2788,7444,62.55
,樹興里,0,0,0,2174,0,1670,3844,78,3922,0,3922,2352,6274,62.51
,樹福里,0,0,0,2256,0,1892,4148,92,4240,0,4240,1914,6154,68.9
,光興里,0,0,0,2334,0,2102,4436,124,4560,0,4560,2280,6840,66.67
,金寮里,0,0,0,2276,0,2152,4428,126,4554,0,4554,2696,7250,62.81
,彭興里,0,0,0,2842,0,2948,5790,132,5922,0,5922,4100,10022,59.09
,文林里,0,0,0,2980,0,2418,5398,118,5516,0,5516,3100,8616,64.02
,山佳里,0,0,0,3338,0,2812,6150,128,6278,0,6278,3318,9596,65.42
,中山里,0,0,0,2926,0,2504,5430,90,5520,0,5520,3446,8966,61.57
,育英里,0,0,0,1938,0,1650,3588,104,3692,0,3692,1588,5280,69.92
,中華里,0,0,0,1950,0,1510,3460,74,3534,0,3534,2220,5754,61.42
,太順里,0,0,0,1636,0,1380,3016,72,3088,0,3088,1608,4696,65.76
,圳民里,0,0,0,1546,0,1392,2938,78,3016,0,3016,1866,4882,61.78
,圳生里,0,0,0,828,0,1104,1932,46,1978,0,1978,882,2860,69.16
,三龍里,0,0,0,1268,0,1306,2574,64,2638,0,2638,1002,3640,72.47
,總計,0,0,0,98180,0,83200,181380,4440,185820,0,185820,107806,293626,63.28
鶯歌區,,0,0,0,46838,0,40720,87558,1988,89546,0,89546,48360,137906,64.93
,東鶯里,0,0,0,602,0,684,1286,22,1308,0,1308,558,1866,70.1
,西鶯里,0,0,0,1360,0,1166,2526,52,2578,0,2578,1304,3882,66.41
,南鶯里,0,0,0,3270,0,3052,6322,146,6468,0,6468,3224,9692,66.74
,北鶯里,0,0,0,2484,0,1610,4094,78,4172,0,4172,3000,7172,58.17
,中鶯里,0,0,0,646,0,688,1334,26,1360,0,1360,444,1804,75.39
,建德里,0,0,0,364,0,350,714,18,732,0,732,258,990,73.94
,同慶里,0,0,0,900,0,1030,1930,32,1962,0,1962,812,2774,70.73
,永昌里,0,0,0,4940,0,4100,9040,230,9270,0,9270,4744,14014,66.15
,南靖里,0,0,0,2000,0,2000,4000,96,4096,0,4096,2116,6212,65.94
,尖山里,0,0,0,4082,0,3578,7660,136,7796,0,7796,5068,12864,60.6
,二橋里,0,0,0,4430,0,4214,8644,196,8840,0,8840,4782,13622,64.9
,二甲里,0,0,0,554,0,552,1106,8,1114,0,1114,516,1630,68.34
,東湖里,0,0,0,166,0,186,352,16,368,0,368,74,442,83.26
,大湖里,0,0,0,3230,0,2450,5680,132,5812,0,5812,3146,8958,64.88
,鳳鳴里,0,0,0,2638,0,2172,4810,156,4966,0,4966,2846,7812,63.57
,鳳福里,0,0,0,2372,0,2208,4580,98,4678,0,4678,2152,6830,68.49
,永吉里,0,0,0,3174,0,2478,5652,130,5782,0,5782,2424,8206,70.46
,中湖里,0,0,0,3456,0,2666,6122,162,6284,0,6284,3596,9880,63.6
,鳳祥里,0,0,0,2392,0,2212,4604,116,4720,0,4720,3040,7760,60.82
,建國里,0,0,0,3778,0,3324,7102,138,7240,0,7240,4256,11496,62.98
,總計,0,0,0,46838,0,40720,87558,1988,89546,0,89546,48360,137906,64.93
三峽區,,0,0,0,63644,0,47306,110950,2664,113614,0,113614,67914,181528,62.59
,三峽里,0,0,0,224,0,192,416,12,428,0,428,118,546,78.39
,秀川里,0,0,0,400,0,298,698,28,726,0,726,398,1124,64.59
,八張里,0,0,0,2294,0,1720,4014,96,4110,0,4110,2604,6714,61.22
,中埔里,0,0,0,1986,0,1232,3218,68,3286,0,3286,1884,5170,63.56
,弘道里,0,0,0,670,0,802,1472,20,1492,0,1492,548,2040,73.14
,永舘里,0,0,0,4232,0,3466,7698,206,7904,0,7904,4628,12532,63.07
,礁溪里,0,0,0,3336,0,2494,5830,154,5984,0,5984,3660,9644,62.05
,鳶山里,0,0,0,5482,0,4090,9572,252,9824,0,9824,7008,16832,58.37
,龍埔里,0,0,0,5364,0,3982,9346,218,9564,0,9564,5880,15444,61.93
,大埔里,0,0,0,2456,0,1738,4194,92,4286,0,4286,2708,6994,61.28
,嘉添里,0,0,0,1654,0,1094,2748,78,2826,0,2826,1456,4282,66.0
,添福里,0,0,0,712,0,826,1538,36,1574,0,1574,442,2016,78.08
,金圳里,0,0,0,386,0,362,748,20,768,0,768,212,980,78.37
,五寮里,0,0,0,604,0,518,1122,26,1148,0,1148,472,1620,70.86
,插角里,0,0,0,396,0,498,894,22,916,0,916,396,1312,69.82
,有木里,0,0,0,454,0,624,1078,34,1112,0,1112,324,1436,77.44
,溪北里,0,0,0,1334,0,1478,2812,74,2886,0,2886,1212,4098,70.42
,溪南里,0,0,0,832,0,930,1762,60,1822,0,1822,868,2690,67.73
,溪東里,0,0,0,1784,0,1416,3200,78,3278,0,3278,2038,5316,61.66
,成福里,0,0,0,600,0,728,1328,30,1358,0,1358,338,1696,80.07
