行政區別,村里別,周可盛,柯文哲,楊秋興,連勝文,陳永昌,陳菊,馮光遠,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
,民安里,2698,0,2346,0,0,56,0,5100,52,5152,0,5152,3390,8542,60.31
,安穗里,2470,0,2198,0,0,62,0,4730,84,4814,0,4814,3000,7814,61.61
,瑞穗里,1102,0,1512,0,0,38,0,2652,42,2694,0,2694,1354,4048,66.55
,明穗里,2722,0,2724,0,0,90,0,5536,104,5640,0,5640,2310,7950,70.94
,清穗里,1834,0,1852,0,0,62,0,3748,62,3810,0,3810,1808,5618,67.82
,自強里,2898,0,2606,0,0,70,0,5574,78,5652,0,5652,3090,8742,64.65
,德穗里,2176,0,2652,0,0,60,0,4888,78,4966,0,4966,2928,7894,62.91
,民生里,2426,0,2474,0,0,62,0,4962,50,5012,0,5012,2488,7500,66.83
,國光里,2084,0,2144,0,0,54,0,4282,42,4324,0,4324,2346,6670,64.83
,壽德里,1572,0,3272,0,0,52,0,4896,80,4976,0,4976,2684,7660,64.96
,明德里,2188,0,2138,0,0,72,0,4398,90,4488,0,4488,2276,6764,66.35
,秀水里,1348,0,2690,0,0,44,0,4082,70,4152,0,4152,2414,6566,63.23
,德行里,2592,0,3784,0,0,62,0,6438,98,6536,0,6536,4324,10860,60.18
,宜安里,736,0,1376,0,0,24,0,2136,32,2168,0,2168,1078,3246,66.79
,安順里,1780,0,3042,0,0,62,0,4884,82,4966,0,4966,2766,7732,64.23
,秀義里,1198,0,1730,0,0,40,0,2968,44,3012,0,3012,1722,4734,63.62
,秀士里,980,0,1818,0,0,42,0,2840,56,2896,0,2896,1520,4416,65.58
,興南里,1408,0,2048,0,0,36,0,3492,50,3542,0,3542,2224,5766,61.43
,景本里,1256,0,1558,0,0,36,0,2850,48,2898,0,2898,1096,3994,72.56
,福南里,1522,0,2754,0,0,30,0,4306,98,4404,0,4404,3044,7448,59.13
,中興里,2796,0,3972,0,0,56,0,6824,96,6920,0,6920,4268,11188,61.85
,吉興里,1180,0,1808,0,0,46,0,3034,62,3096,0,3096,2148,5244,59.04
,中山里,1456,0,1604,0,0,36,0,3096,94,3190,0,3190,1780,4970,64.19
,碧河里,2150,0,2338,0,0,60,0,4548,80,4628,0,4628,2342,6970,66.4
,錦中里,2144,0,2524,0,0,34,0,4702,78,4780,0,4780,2266,7046,67.84
,錦盛里,2004,0,2068,0,0,62,0,4134,84,4218,0,4218,2520,6738,62.6
,民有里,1598,0,1604,0,0,30,0,3232,32,3264,0,3264,1928,5192,62.87
,員富里,1810,0,1716,0,0,44,0,3570,52,3622,0,3622,2132,5754,62.95
,嘉慶里,2358,0,2580,0,0,70,0,5008,72,5080,0,5080,2360,7440,68.28
,冠穗里,1888,0,1868,0,0,36,0,3792,68,3860,0,3860,2230,6090,63.38
,國華里,1980,0,1938,0,0,42,0,3960,72,4032,0,4032,1892,5924,68.06
,正南里,1296,0,2408,0,0,38,0,3742,62,3804,0,3804,2526,6330,60.09
,正行里,1308,0,1686,0,0,26,0,3020,30,3050,0,3050,2136,5186,58.81
,總計,177230,0,236308,0,0,4732,0,418270,6678,424948,0,424948,258156,683104,62.21
永和區,,80534,0,133488,0,0,2292,0,216314,3198,219512,0,219512,145366,364878,60.16
,福林里,1352,0,2048,0,0,50,0,3450,54,3504,0,3504,2430,5934,59.05
,文化里,982,0,1738,0,0,24,0,2744,42,2786,0,2786,1918,4704,59.23
,豫溪里,1208,0,2286,0,0,28,0,3522,50,3572,0,3572,5178,8750,40.82
,光明里,1152,0,2010,0,0,50,0,3212,60,3272,0,3272,2026,5298,61.76
,仁愛里,1170,0,1778,0,0,30,0,2978,48,3026,0,3026,1542,4568,66.24
,永貞里,1426,0,2250,0,0,42,0,3718,50,3768,0,3768,2228,5996,62.84
,永福里,1166,0,1862,0,0,24,0,3052,36,3088,0,3088,1836,4924,62.71
,民治里,1030,0,1968,0,0,22,0,3020,76,3096,0,3096,1978,5074,61.02
,永成里,172,0,906,0,0,14,0,1092,20,1112,0,1112,708,1820,61.1
,忠義里,140,0,690,0,0,10,0,840,14,854,0,854,546,1400,61.0
,永元里,1982,0,3128,0,0,60,0,5170,92,5262,0,5262,2980,8242,63.84
,秀林里,1738,0,2198,0,0,34,0,3970,68,4038,0,4038,2312,6350,63.59
,保安里,2750,0,4088,0,0,72,0,6910,80,6990,0,6990,5096,12086,57.84
,中溪里,2242,0,2910,0,0,36,0,5188,104,5292,0,5292,3322,8614,61.43
,永安里,1440,0,2648,0,0,34,0,4122,52,4174,0,4174,2926,7100,58.79
,民族里,1602,0,2922,0,0,42,0,4566,62,4628,0,4628,3268,7896,58.61
,民權里,1618,0,2926,0,0,80,0,4624,60,4684,0,4684,3004,7688,60.93
,中興里,1176,0,1862,0,0,34,0,3072,40,3112,0,3112,2020,5132,60.64
,勵行里,658,0,644,0,0,10,0,1312,18,1330,0,1330,772,2102,63.27
,秀朗里,1890,0,2558,0,0,58,0,4506,82,4588,0,4588,2304,6892,66.57
,秀成里,1358,0,1968,0,0,32,0,3358,36,3394,0,3394,1746,5140,66.03
,上溪里,764,0,1234,0,0,24,0,2022,26,2048,0,2048,1558,3606,56.79
,竹林里,1502,0,2558,0,0,24,0,4084,102,4186,0,4186,2238,6424,65.16
,雙和里,1480,0,2294,0,0,46,0,3820,54,3874,0,3874,2700,6574,58.93
,安和里,1460,0,2588,0,0,36,0,4084,54,4138,0,4138,2698,6836,60.53
,水源里,1580,0,2588,0,0,56,0,4224,68,4292,0,4292,2772,7064,60.76
,協和里,1186,0,1736,0,0,16,0,2938,50,2988,0,2988,2054,5042,59.26
,河堤里,1034,0,1828,0,0,40,0,2902,36,2938,0,2938,2460,5398,54.43
,頂溪里,1034,0,1616,0,0,24,0,2674,36,2710,0,2710,1670,4380,61.87
,潭墘里,1454,0,3056,0,0,52,0,4562,72,4634,0,4634,3008,7642,60.64
,潭安里,1570,0,3116,0,0,44,0,4730,50,4780,0,4780,3384,8164,58.55
,大新里,972,0,1772,0,0,34,0,2778,32,2810,0,2810,1766,4576,61.41
,保平里,2128,0,2760,0,0,50,0,4938,72,5010,0,5010,3080,8090,61.93
,民本里,1436,0,2114,0,0,38,0,3588,56,3644,0,3644,2954,6598,55.23
,民樂里,1610,0,3234,0,0,36,0,4880,84,4964,0,4964,3058,8022,61.88
,光復里,632,0,1128,0,0,26,0,1786,32,1818,0,1818,1168,2986,60.88
,復興里,830,0,1550,0,0,34,0,2414,28,2442,0,2442,1742,4184,58.37
,福和里,1658,0,3268,0,0,54,0,4980,52,5032,0,5032,3998,9030,55.73
,得和里,1686,0,3030,0,0,70,0,4786,68,4854,0,4854,2658,7512,64.62
,智光里,1296,0,1964,0,0,42,0,3302,54,3356,0,3356,2422,5778,58.08
,新生里,370,0,742,0,0,28,0,1140,44,1184,0,1184,530,1714,69.08
,大同里,254,0,818,0,0,22,0,1094,22,1116,0,1116,624,1740,64.14
,前溪里,774,0,1288,0,0,32,0,2094,30,2124,0,2124,1478,3602,58.97
,和平里,1932,0,2714,0,0,38,0,4684,68,4752,0,4752,3564,8316,57.14
,新里,874,0,1532,0,0,26,0,2432,24,2456,0,2456,1590,4046,60.7
,下溪里,1656,0,2300,0,0,46,0,4002,54,4056,0,4056,2660,6716,60.39
,秀和里,2046,0,3032,0,0,38,0,5116,88,5204,0,5204,3218,8422,61.79
,河濱里,1176,0,2078,0,0,32,0,3286,48,3334,0,3334,2216,5550,60.07
,民生里,1818,0,2714,0,0,56,0,4588,62,4650,0,4650,2214,6864,67.74
,秀得里,978,0,1750,0,0,12,0,2740,26,2766,0,2766,1782,4548,60.82
,上林里,1096,0,2228,0,0,24,0,3348,50,3398,0,3398,2540,5938,57.22
,網溪里,484,0,836,0,0,20,0,1340,24,1364,0,1364,722,2086,65.39
,正興里,880,0,1510,0,0,52,0,2442,38,2480,0,2480,1406,3886,63.82
,永興里,1130,0,2016,0,0,24,0,3170,40,3210,0,3210,2422,5632,57.0
,桂林里,1046,0,2496,0,0,32,0,3574,40,3614,0,3614,2736,6350,56.91
,店街里,1380,0,2552,0,0,42,0,3974,48,4022,0,4022,3188,7210,55.78
,信義里,1130,0,1746,0,0,42,0,2918,48,2966,0,2966,1738,4704,63.05
,後溪里,992,0,1126,0,0,16,0,2134,32,2166,0,2166,1006,3172,68.28
,民富里,1282,0,1820,0,0,24,0,3126,66,3192,0,3192,1940,5132,62.2
,秀元里,1272,0,1888,0,0,28,0,3188,26,3214,0,3214,2106,5320,60.41
,永樂里,1048,0,1556,0,0,36,0,2640,42,2682,0,2682,1528,4210,63.71
,保順里,3352,0,5924,0,0,90,0,9366,108,9474,0,9474,6630,16104,58.83
,總計,80534,0,133488,0,0,2292,0,216314,3198,219512,0,219512,145366,364878,60.16
新莊區,,210928,0,173764,0,0,4170,0,388862,5214,394076,0,394076,244596,638672,61.7
,海山里,2982,0,2440,0,0,42,0,5464,58,5522,0,5522,3694,9216,59.92
,頭前里,3580,0,2274,0,0,70,0,5924,64,5988,0,5988,3734,9722,61.59
,國泰里,930,0,834,0,0,30,0,1794,42,1836,0,1836,824,2660,69.02
,全安里,2660,0,2194,0,0,58,0,4912,56,4968,0,4968,2612,7580,65.54
,福基里,1980,0,1614,0,0,44,0,3638,46,3684,0,3684,2380,6064,60.75
,豐年里,2268,0,1848,0,0,44,0,4160,60,4220,0,4220,2190,6410,65.83
,忠孝里,2828,0,2426,0,0,34,0,5288,52,5340,0,5340,2864,8204,65.09
,恆安里,2372,0,2104,0,0,60,0,4536,60,4596,0,4596,2990,7586,60.59
,後港里,3906,0,2990,0,0,74,0,6970,66,7036,0,7036,4898,11934,58.96
,文衡里,1378,0,1106,0,0,24,0,2508,36,2544,0,2544,1046,3590,70.86
,中美里,3584,0,2816,0,0,88,0,6488,102,6590,0,6590,3162,9752,67.58
,八德里,1788,0,1456,0,0,32,0,3276,42,3318,0,3318,2022,5340,62.13
,興漢里,1792,0,1814,0,0,32,0,3638,64,3702,0,3702,2352,6054,61.15
,中和里,3138,0,2232,0,0,56,0,5426,90,5516,0,5516,2482,7998,68.97
,西盛里,5456,0,4540,0,0,104,0,10100,110,10210,0,10210,6454,16664,61.27
,榮和里,1554,0,1458,0,0,16,0,3028,54,3082,0,3082,5406,8488,36.31
,中泰里,3032,0,2062,0,0,68,0,5162,64,5226,0,5226,2420,7646,68.35
,瓊林里,3590,0,2178,0,0,54,0,5822,90,5912,0,5912,4116,10028,58.95
,文德里,990,0,880,0,0,24,0,1894,30,1924,0,1924,1114,3038,63.33
,中誠里,1318,0,888,0,0,16,0,2222,36,2258,0,2258,1528,3786,59.64
,裕民里,3994,0,2936,0,0,60,0,6990,104,7094,0,7094,4384,11478,61.81
,文明里,1230,0,1040,0,0,34,0,2304,26,2330,0,2330,836,3166,73.59
,中港里,3350,0,2786,0,0,52,0,6188,82,6270,0,6270,4194,10464,59.92
,富國里,1390,0,976,0,0,28,0,2394,42,2436,0,2436,1824,4260,57.18
,思源里,3408,0,2340,0,0,68,0,5816,82,5898,0,5898,3256,9154,64.43
,立人里,862,0,1332,0,0,20,0,2214,28,2242,0,2242,1666,3908,57.37
,南港里,2874,0,2586,0,0,72,0,5532,112,5644,0,5644,3250,8894,63.46
,仁愛里,1736,0,1342,0,0,36,0,3114,50,3164,0,3164,1554,4718,67.06
,立德里,1456,0,1282,0,0,42,0,2780,44,2824,0,2824,1592,4416,63.95
,信義里,2922,0,2302,0,0,54,0,5278,90,5368,0,5368,3760,9128,58.81
,立言里,3026,0,2714,0,0,70,0,5810,80,5890,0,5890,2846,8736,67.42
,民安里,2988,0,2782,0,0,60,0,5830,82,5912,0,5912,3692,9604,61.56
,和平里,3052,0,2160,0,0,54,0,5266,74,5340,0,5340,2896,8236,64.84
,立功里,2190,0,1634,0,0,44,0,3868,56,3924,0,3924,2380,6304,62.25
,民本里,1964,0,1080,0,0,8,0,3052,48,3100,0,3100,2276,5376,57.66
,化成里,2040,0,1388,0,0,38,0,3466,44,3510,0,3510,2208,5718,61.39
,立志里,2312,0,1674,0,0,44,0,4030,58,4088,0,4088,2628,6716,60.87
,光華里,3776,0,3214,0,0,84,0,7074,80,7154,0,7154,4320,11474,62.35
,思賢里,2510,0,2190,0,0,50,0,4750,76,4826,0,4826,2292,7118,67.8
,營盤里,1414,0,1080,0,0,22,0,2516,48,2564,0,2564,1480,4044,63.4
,光榮里,2234,0,2010,0,0,54,0,4298,56,4354,0,4354,2706,7060,61.67
,自強里,1962,0,1230,0,0,58,0,3250,56,3306,0,3306,1566,4872,67.86
,丹鳳里,3772,0,3528,0,0,94,0,7394,82,7476,0,7476,5206,12682,58.95
,光明里,2294,0,1812,0,0,54,0,4160,44,4204,0,4204,3078,7282,57.73
,自立里,3502,0,2610,0,0,60,0,6172,124,6296,0,6296,2902,9198,68.45
,合鳳里,2368,0,2006,0,0,54,0,4428,66,4494,0,4494,3276,7770,57.84
,幸福里,2690,0,1976,0,0,68,0,4734,66,4800,0,4800,2796,7596,63.19
,雙鳳里,4430,0,4376,0,0,96,0,8902,142,9044,0,9044,7552,16596,54.5
,自信里,1454,0,1046,0,0,12,0,2512,38,2550,0,2550,1696,4246,60.06
,龍鳳里,4236,0,3966,0,0,80,0,8282,84,8366,0,8366,5148,13514,61.91
,中華里,1628,0,1426,0,0,26,0,3080,38,3118,0,3118,1440,4558,68.41
,中隆里,2412,0,2018,0,0,48,0,4478,84,4562,0,4562,2602,7164,63.68
,中原里,5234,0,4368,0,0,112,0,9714,90,9804,0,9804,5410,15214,64.44
,中信里,4638,0,3836,0,0,82,0,8556,82,8638,0,8638,5172,13810,62.55
,四維里,2568,0,1628,0,0,46,0,4242,60,4302,0,4302,3620,7922,54.3
,建福里,1604,0,1590,0,0,36,0,3230,60,3290,0,3290,1268,4558,72.18
,中宏里,2104,0,1564,0,0,56,0,3724,44,3768,0,3768,2470,6238,60.4
,中全里,2312,0,1330,0,0,26,0,3668,62,3730,0,3730,2542,6272,59.47
,立泰里,2742,0,2482,0,0,52,0,5276,78,5354,0,5354,2864,8218,65.15
,全泰里,2708,0,2854,0,0,74,0,5636,64,5700,0,5700,2946,8646,65.93
,仁義里,2522,0,1716,0,0,34,0,4272,60,4332,0,4332,2142,6474,66.91
,立基里,3212,0,2808,0,0,72,0,6092,102,6194,0,6194,4198,10392,59.6
,昌明里,2458,0,1840,0,0,46,0,4344,58,4402,0,4402,1828,6230,70.66
,昌平里,2208,0,2290,0,0,46,0,4544,70,4614,0,4614,3196,7810,59.08
,文聖里,1966,0,2176,0,0,46,0,4188,36,4224,0,4224,1886,6110,69.13
,萬安里,2074,0,1470,0,0,36,0,3580,42,3622,0,3622,2944,6566,55.16
,龍安里,1412,0,1070,0,0,30,0,2512,26,2538,0,2538,1508,4046,62.73
,福營里,1522,0,1036,0,0,20,0,2578,50,2628,0,2628,1734,4362,60.25
,後德里,1824,0,1926,0,0,54,0,3804,58,3862,0,3862,1494,5356,72.11
,建安里,3494,0,2716,0,0,62,0,6272,64,6336,0,6336,4272,10608,59.73
,成德里,2502,0,2050,0,0,62,0,4614,68,4682,0,4682,3566,8248,56.77
,福興里,3162,0,2630,0,0,88,0,5880,74,5954,0,5954,3330,9284,64.13
,昌信里,1800,0,1458,0,0,38,0,3296,38,3334,0,3334,2362,5696,58.53
,昌隆里,2168,0,2002,0,0,36,0,4206,40,4246,0,4246,2720,6966,60.95
,中平里,3838,0,3818,0,0,78,0,7734,66,7800,0,7800,5310,13110,59.5
,立廷里,4706,0,4668,0,0,80,0,9454,96,9550,0,9550,7320,16870,56.61
,泰豐里,1336,0,1104,0,0,30,0,2470,26,2496,0,2496,1636,4132,60.41
,富民里,1968,0,1600,0,0,38,0,3606,40,3646,0,3646,2684,6330,57.6
,龍福里,928,0,1134,0,0,18,0,2080,26,2106,0,2106,1644,3750,56.16
,祥鳳里,1282,0,1126,0,0,24,0,2432,32,2464,0,2464,1470,3934,62.63
,民全里,2168,0,1662,0,0,38,0,3868,64,3932,0,3932,2254,6186,63.56
,民有里,2126,0,2008,0,0,42,0,4176,40,4216,0,4216,2370,6586,64.01
,光正里,2158,0,1770,0,0,34,0,3962,52,4014,0,4014,2860,6874,58.39
,光和里,1582,0,1038,0,0,20,0,2640,38,2678,0,2678,1986,4664,57.42
,總計,210928,0,173764,0,0,4170,0,388862,5214,394076,0,394076,244596,638672,61.7
新店區,,103960,0,177730,0,0,3006,0,284696,4510,289206,0,289206,204880,494086,58.53
,國豐里,1002,0,2338,0,0,42,0,3382,42,3424,0,3424,2620,6044,56.65
,明德里,1406,0,2648,0,0,34,0,4088,56,4144,0,4144,2978,7122,58.19
,大豐里,1514,0,2388,0,0,48,0,3950,58,4008,0,4008,2514,6522,61.45
,大同里,1702,0,2782,0,0,42,0,4526,94,4620,0,4620,2424,7044,65.59
,江陵里,1792,0,3576,0,0,52,0,5420,74,5494,0,5494,3970,9464,58.05
,寶興里,1866,0,3130,0,0,52,0,5048,106,5154,0,5154,3690,8844,58.28
,寶安里,1800,0,3702,0,0,50,0,5552,74,5626,0,5626,4210,9836,57.2
,信義里,2492,0,3822,0,0,54,0,6368,90,6458,0,6458,4660,11118,58.09
,忠孝里,806,0,1660,0,0,36,0,2502,30,2532,0,2532,2404,4936,51.3
,大鵬里,362,0,2604,0,0,18,0,2984,52,3036,0,3036,1600,4636,65.49
,太平里,1112,0,1728,0,0,34,0,2874,70,2944,0,2944,2348,5292,55.63
,頂城里,728,0,922,0,0,6,0,1656,22,1678,0,1678,1280,2958,56.73
,下城里,1338,0,1518,0,0,34,0,2890,58,2948,0,2948,2462,5410,54.49
,柴埕里,3166,0,4520,0,0,68,0,7754,128,7882,0,7882,6440,14322,55.03
,永安里,2168,0,2652,0,0,62,0,4882,82,4964,0,4964,3932,8896,55.8
,公崙里,3772,0,6216,0,0,76,0,10064,126,10190,0,10190,7942,18132,56.2
,德安里,2806,0,3698,0,0,76,0,6580,104,6684,0,6684,3994,10678,62.6
,雙城里,2756,0,3270,0,0,54,0,6080,80,6160,0,6160,3618,9778,63.0
,日興里,2386,0,3048,0,0,62,0,5496,122,5618,0,5618,4454,10072,55.78
,玫瑰里,1792,0,3754,0,0,62,0,5608,82,5690,0,5690,4454,10144,56.09
,塗潭里,842,0,306,0,0,30,0,1178,20,1198,0,1198,532,1730,69.25
,美潭里,2122,0,3424,0,0,66,0,5612,114,5726,0,5726,3322,9048,63.28
,員潭里,1818,0,2730,0,0,40,0,4588,104,4692,0,4692,3214,7906,59.35
,雙坑里,556,0,396,0,0,20,0,972,24,996,0,996,504,1500,66.4
,粗坑里,1582,0,1944,0,0,58,0,3584,78,3662,0,3662,1764,5426,67.49
,屈尺里,1556,0,1538,0,0,46,0,3140,104,3244,0,3244,1356,4600,70.52
,龜山里,926,0,758,0,0,14,0,1698,20,1718,0,1718,1378,3096,55.49
,廣興里,938,0,518,0,0,22,0,1478,22,1500,0,1500,948,2448,61.27
,直潭里,808,0,472,0,0,18,0,1298,16,1314,0,1314,840,2154,61.0
,青潭里,2280,0,3154,0,0,72,0,5506,96,5602,0,5602,3690,9292,60.29
,新店里,1012,0,910,0,0,20,0,1942,58,2000,0,2000,1040,3040,65.79
,張南里,868,0,1338,0,0,22,0,2228,38,2266,0,2266,1258,3524,64.3
,國校里,1024,0,1366,0,0,44,0,2434,46,2480,0,2480,1930,4410,56.24
,文中里,580,0,1272,0,0,34,0,1886,46,1932,0,1932,1152,3084,62.65
,廣明里,550,0,392,0,0,12,0,954,16,970,0,970,506,1476,65.72
,文明里,1230,0,1310,0,0,40,0,2580,48,2628,0,2628,1532,4160,63.17
,中興里,1834,0,3534,0,0,64,0,5432,78,5510,0,5510,7756,13266,41.53
,新生里,2166,0,3910,0,0,50,0,6126,72,6198,0,6198,4090,10288,60.24
,新德里,1206,0,1610,0,0,34,0,2850,44,2894,0,2894,1930,4824,59.99
,張北里,2586,0,4908,0,0,92,0,7586,118,7704,0,7704,5358,13062,58.98
,五峯里,2502,0,4650,0,0,78,0,7230,92,7322,0,7322,5134,12456,58.78
,新安里,1304,0,2720,0,0,38,0,4062,66,4128,0,4128,3200,7328,56.33
,忠誠里,970,0,1736,0,0,24,0,2730,30,2760,0,2760,1608,4368,63.19
,中正里,2094,0,4234,0,0,68,0,6396,102,6498,0,6498,4574,11072,58.69
,中華里,1256,0,2794,0,0,46,0,4096,74,4170,0,4170,3070,7240,57.6
,仁愛里,728,0,1394,0,0,14,0,2136,42,2178,0,2178,1482,3660,59.51
,百忍里,1364,0,2724,0,0,28,0,4116,52,4168,0,4168,2686,6854,60.81
,百和里,1302,0,2184,0,0,40,0,3526,46,3572,0,3572,2196,5768,61.93
,福德里,1398,0,2418,0,0,42,0,3858,66,3924,0,3924,3028,6952,56.44
,百福里,1052,0,2226,0,0,40,0,3318,40,3358,0,3358,2382,5740,58.5
,福民里,982,0,2852,0,0,32,0,3866,68,3934,0,3934,3084,7018,56.06
,中山里,1372,0,3558,0,0,46,0,4976,74,5050,0,5050,3390,8440,59.83
,和平里,344,0,698,0,0,14,0,1056,30,1086,0,1086,464,1550,70.06
,中央里,1782,0,3904,0,0,66,0,5752,86,5838,0,5838,3684,9522,61.31
,明城里,988,0,2466,0,0,52,0,3506,44,3550,0,3550,2404,5954,59.62
,安和里,2696,0,3682,0,0,68,0,6446,90,6536,0,6536,5134,11670,56.01
,吉祥里,1284,0,3300,0,0,40,0,4624,40,4664,0,4664,3578,8242,56.59
,寶福里,2328,0,4368,0,0,76,0,6772,118,6890,0,6890,5152,12042,57.22
,小城里,1224,0,2926,0,0,42,0,4192,40,4232,0,4232,2198,6430,65.82
,香坡里,2808,0,6360,0,0,78,0,9246,136,9382,0,9382,7322,16704,56.17
,建國里,1080,0,2432,0,0,24,0,3536,72,3608,0,3608,1942,5550,65.01
,復興里,1238,0,1932,0,0,28,0,3198,34,3232,0,3232,2578,5810,55.63
,美城里,1078,0,1692,0,0,26,0,2796,46,2842,0,2842,1830,4672,60.83
,安昌里,1660,0,3252,0,0,46,0,4958,78,5036,0,5036,3366,8402,59.94
,長春里,734,0,1654,0,0,22,0,2410,28,2438,0,2438,1936,4374,55.74
,新和里,1352,0,2422,0,0,44,0,3818,46,3864,0,3864,3124,6988,55.29
,永平里,2140,0,3448,0,0,62,0,5650,84,5734,0,5734,3496,9230,62.12
,達觀里,912,0,2534,0,0,52,0,3498,34,3532,0,3532,2726,6258,56.44
,華城里,738,0,1404,0,0,10,0,2152,40,2192,0,2192,2018,4210,52.07
,總計,103960,0,177730,0,0,3006,0,284696,4510,289206,0,289206,204880,494086,58.53
樹林區,,90688,0,79450,0,0,2042,0,172180,2632,174812,0,174812,110058,284870,61.37
,三多里,2162,0,1570,0,0,46,0,3778,68,3846,0,3846,2862,6708,57.33
,三福里,2098,0,2252,0,0,58,0,4408,56,4464,0,4464,2406,6870,64.98
,三興里,2614,0,2228,0,0,68,0,4910,72,4982,0,4982,3114,8096,61.54
,圳安里,1980,0,1414,0,0,32,0,3426,38,3464,0,3464,2434,5898,58.73
,保安里,3718,0,3288,0,0,92,0,7098,122,7220,0,7220,3580,10800,66.85
,潭底里,2484,0,1914,0,0,60,0,4458,68,4526,0,4526,3664,8190,55.26
,寮里,2488,0,1900,0,0,46,0,4434,64,4498,0,4498,3698,8196,54.88
,樹德里,2188,0,1780,0,0,42,0,4010,56,4066,0,4066,2318,6384,63.69
,樹西里,2758,0,2890,0,0,88,0,5736,88,5824,0,5824,3072,8896,65.47
,樹南里,2306,0,2152,0,0,58,0,4516,96,4612,0,4612,2650,7262,63.51
,樹人里,1696,0,1946,0,0,34,0,3676,64,3740,0,3740,1804,5544,67.46
,坡內里,1102,0,944,0,0,22,0,2068,26,2094,0,2094,792,2886,72.56
,樹東里,628,0,622,0,0,10,0,1260,16,1276,0,1276,886,2162,59.02
,大同里,1582,0,1550,0,0,40,0,3172,56,3228,0,3228,2308,5536,58.31
,和平里,2272,0,1646,0,0,40,0,3958,70,4028,0,4028,2802,6830,58.98
,彭厝里,2862,0,2218,0,0,74,0,5154,66,5220,0,5220,3204,8424,61.97
,彭福里,2726,0,2158,0,0,60,0,4944,52,4996,0,4996,3576,8572,58.28
,東山里,1982,0,1392,0,0,36,0,3410,54,3464,0,3464,2050,5514,62.82
,東陽里,3298,0,3034,0,0,68,0,6400,84,6484,0,6484,3322,9806,66.12
,東昇里,2640,0,2168,0,0,38,0,4846,74,4920,0,4920,2964,7884,62.4
,樂山里,1024,0,746,0,0,18,0,1788,38,1826,0,1826,1188,3014,60.58
,東園里,1156,0,638,0,0,18,0,1812,26,1838,0,1838,1158,2996,61.35
,西園里,1358,0,762,0,0,36,0,2156,40,2196,0,2196,974,3170,69.27
,南園里,4716,0,6192,0,0,102,0,11010,160,11170,0,11170,9292,20462,54.59
,北園里,1356,0,834,0,0,20,0,2210,54,2264,0,2264,1480,3744,60.47
,柑園里,3344,0,4044,0,0,92,0,7480,138,7618,0,7618,5650,13268,57.42
,樹北里,668,0,524,0,0,20,0,1212,32,1244,0,1244,536,1780,69.89
,圳福里,2320,0,2156,0,0,60,0,4536,82,4618,0,4618,2766,7384,62.54
,樹興里,1820,0,1764,0,0,52,0,3636,52,3688,0,3688,2552,6240,59.1
,樹福里,2106,0,1990,0,0,44,0,4140,82,4222,0,4222,1742,5964,70.79
,光興里,2118,0,1476,0,0,40,0,3634,58,3692,0,3692,2800,6492,56.87
,金寮里,2262,0,1798,0,0,60,0,4120,60,4180,0,4180,2786,6966,60.01
,彭興里,3252,0,2536,0,0,70,0,5858,80,5938,0,5938,3898,9836,60.37
,文林里,2802,0,2518,0,0,48,0,5368,74,5442,0,5442,3036,8478,64.19
,山佳里,3152,0,2796,0,0,76,0,6024,58,6082,0,6082,3304,9386,64.8
,中山里,2944,0,2384,0,0,64,0,5392,82,5474,0,5474,3208,8682,63.05
,育英里,1778,0,1560,0,0,56,0,3394,52,3446,0,3446,1686,5132,67.15
,中華里,1546,0,1444,0,0,38,0,3028,38,3066,0,3066,2426,5492,55.83
,太順里,1426,0,1184,0,0,42,0,2652,34,2686,0,2686,1990,4676,57.44
,圳民里,1410,0,1240,0,0,24,0,2674,36,2710,0,2710,1984,4694,57.73
,圳生里,1206,0,632,0,0,18,0,1856,40,1896,0,1896,1120,3016,62.86
,三龍里,1340,0,1166,0,0,32,0,2538,26,2564,0,2564,976,3540,72.43
,總計,90688,0,79450,0,0,2042,0,172180,2632,174812,0,174812,110058,284870,61.37
鶯歌區,,44076,0,40498,0,0,1242,0,85816,1494,87310,0,87310,49428,136738,63.85
,東鶯里,696,0,542,0,0,14,0,1252,34,1286,0,1286,458,1744,73.74
,西鶯里,1440,0,1372,0,0,36,0,2848,52,2900,0,2900,1198,4098,70.77
,南鶯里,3122,0,2620,0,0,94,0,5836,78,5914,0,5914,3738,9652,61.27
,北鶯里,1768,0,1820,0,0,46,0,3634,62,3696,0,3696,3216,6912,53.47
,中鶯里,636,0,604,0,0,26,0,1266,22,1288,0,1288,530,1818,70.85
,建德里,358,0,366,0,0,26,0,750,14,764,0,764,186,950,80.42
,同慶里,1230,0,904,0,0,20,0,2154,30,2184,0,2184,860,3044,71.75
,永昌里,4504,0,4322,0,0,142,0,8968,118,9086,0,9086,4938,14024,64.79
,南靖里,2016,0,1764,0,0,48,0,3828,50,3878,0,3878,2194,6072,63.87
,尖山里,3770,0,3086,0,0,94,0,6950,124,7074,0,7074,4772,11846,59.72
,二橋里,4124,0,3412,0,0,118,0,7654,158,7812,0,7812,4782,12594,62.03
,二甲里,590,0,514,0,0,10,0,1114,28,1142,0,1142,556,1698,67.26
,東湖里,196,0,154,0,0,10,0,360,10,370,0,370,144,514,71.98
