行政區別,村里別,宋楚瑜/徐欣瑩,朱立倫/王如玄,蔡英文/陳建仁,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
總計,,504972,1418748,2331776,4255496,52962,4308458,0,4308458,2100276,6408734,67.23
板橋區,,67298,189662,352324,609284,7268,616552,0,616552,272952,889504,69.31
,留侯里,272,648,912,1832,38,1870,0,1870,812,2682,69.72
,流芳里,186,576,1000,1762,8,1770,0,1770,750,2520,70.24
,赤松里,96,314,486,896,12,908,0,908,372,1280,70.94
,黃石里,146,368,776,1290,16,1306,0,1306,542,1848,70.67
,挹秀里,212,862,942,2016,22,2038,0,2038,854,2892,70.47
,湳興里,762,2044,3552,6358,88,6446,0,6446,3000,9446,68.24
,新興里,452,1196,2000,3648,34,3682,0,3682,1946,5628,65.42
,社後里,772,2228,4142,7142,96,7238,0,7238,8884,16122,44.9
,香社里,564,1428,3166,5158,52,5210,0,5210,2262,7472,69.73
,中正里,554,1472,2998,5024,64,5088,0,5088,2352,7440,68.39
,自強里,750,2682,3074,6506,102,6608,0,6608,2480,9088,72.71
,自立里,364,1068,1968,3400,42,3442,0,3442,1428,4870,70.68
,光華里,346,1242,1758,3346,42,3388,0,3388,1304,4692,72.21
,國光里,604,2620,1538,4762,64,4826,0,4826,1808,6634,72.75
,港尾里,376,1132,1948,3456,52,3508,0,3508,1298,4806,72.99
,金華里,518,1356,2798,4672,48,4720,0,4720,2104,6824,69.17
,港德里,652,1678,3516,5846,60,5906,0,5906,2580,8486,69.6
,民權里,358,1270,1722,3350,54,3404,0,3404,1232,4636,73.43
,建國里,494,1274,2718,4486,74,4560,0,4560,1774,6334,71.99
,漢生里,536,1844,2810,5190,78,5268,0,5268,1992,7260,72.56
,公舘里,530,1372,2732,4634,56,4690,0,4690,1902,6592,71.15
,新民里,596,1654,2928,5178,52,5230,0,5230,2092,7322,71.43
,幸福里,540,1384,2788,4712,38,4750,0,4750,2080,6830,69.55
,忠誠里,586,2740,1586,4912,68,4980,0,4980,1936,6916,72.01
,百壽里,312,852,1626,2790,22,2812,0,2812,1144,3956,71.08
,介壽里,384,1118,2090,3592,36,3628,0,3628,1564,5192,69.88
,新埔里,294,818,1538,2650,36,2686,0,2686,1084,3770,71.25
,華江里,862,2696,4394,7952,102,8054,0,8054,3570,11624,69.29
,江翠里,516,1542,3542,5600,52,5652,0,5652,2514,8166,69.21
,純翠里,700,1732,4026,6458,90,6548,0,6548,2792,9340,70.11
,溪頭里,658,1940,4300,6898,94,6992,0,6992,3290,10282,68.0
,聯翠里,458,1380,2360,4198,44,4242,0,4242,2014,6256,67.81
,宏翠里,620,1580,3234,5434,44,5478,0,5478,2758,8236,66.51
,仁翠里,320,822,2360,3502,36,3538,0,3538,1606,5144,68.78
,新翠里,998,2742,5396,9136,90,9226,0,9226,4000,13226,69.76
,吉翠里,522,1182,2972,4676,60,4736,0,4736,1750,6486,73.02
,德翠里,972,2578,4754,8304,114,8418,0,8418,3490,11908,70.69
,滿翠里,364,870,2466,3700,40,3740,0,3740,1540,5280,70.83
,明翠里,666,1738,3674,6078,54,6132,0,6132,2464,8596,71.34
,松翠里,390,1242,2428,4060,34,4094,0,4094,1776,5870,69.74
,柏翠里,526,1382,2770,4678,58,4736,0,4736,2178,6914,68.5
,龍翠里,630,1676,3710,6016,54,6070,0,6070,2594,8664,70.06
,華翠里,488,1226,2654,4368,50,4418,0,4418,1730,6148,71.86
,忠翠里,1258,4098,6404,11760,154,11914,0,11914,4682,16596,71.79
,嵐翠里,338,778,2010,3126,30,3156,0,3156,1284,4440,71.08
,文翠里,484,1378,2912,4774,56,4830,0,4830,2186,7016,68.84
,青翠里,410,856,2228,3494,44,3538,0,3538,1778,5316,66.55
,懷翠里,658,1834,4382,6874,72,6946,0,6946,3378,10324,67.28
,福翠里,182,522,936,1640,28,1668,0,1668,796,2464,67.69
,港嘴里,776,2072,4458,7306,72,7378,0,7378,3380,10758,68.58
,振興里,576,1594,3468,5638,52,5690,0,5690,2102,7792,73.02
,振義里,494,1308,3334,5136,48,5184,0,5184,2088,7272,71.29
,光復里,412,1136,2368,3916,30,3946,0,3946,1680,5626,70.14
,埔墘里,722,2418,4408,7548,82,7630,0,7630,3148,10778,70.79
,長壽里,330,1014,2106,3450,68,3518,0,3518,1410,4928,71.39
,福壽里,494,1304,2128,3926,52,3978,0,3978,1812,5790,68.7
,海山里,926,2786,4944,8656,116,8772,0,8772,3562,12334,71.12
,九如里,354,922,2174,3450,42,3492,0,3492,1368,4860,71.85
,玉光里,656,1792,3580,6028,54,6082,0,6082,2710,8792,69.18
,光仁里,390,1006,2126,3522,52,3574,0,3574,1370,4944,72.29
,埤墘里,520,1446,2898,4864,56,4920,0,4920,2144,7064,69.65
,永安里,418,1200,2508,4126,56,4182,0,4182,1720,5902,70.86
,雙玉里,528,1220,2734,4482,60,4542,0,4542,2046,6588,68.94
,廣新里,432,1152,2512,4096,50,4146,0,4146,1944,6090,68.08
,深丘里,1018,3360,4904,9282,142,9424,0,9424,4412,13836,68.11
,香丘里,442,1378,2566,4386,62,4448,0,4448,1872,6320,70.38
,西安里,320,1000,1854,3174,40,3214,0,3214,1388,4602,69.84
,東丘里,512,1526,3454,5492,82,5574,0,5574,2260,7834,71.15
,長安里,546,1692,3060,5298,76,5374,0,5374,2050,7424,72.39
,福丘里,604,2066,2484,5154,68,5222,0,5222,2450,7672,68.07
,福祿里,458,1746,2130,4334,64,4398,0,4398,2168,6566,66.98
,民族里,528,1656,2872,5056,56,5112,0,5112,2176,7288,70.14
,國泰里,474,1556,2200,4230,48,4278,0,4278,1776,6054,70.66
,福德里,620,2106,3548,6274,70,6344,0,6344,2422,8766,72.37
,景星里,446,1344,2150,3940,48,3988,0,3988,1866,5854,68.12
