行政區別,村里別,1_柯文哲/吳欣盈,65_1_黨籍,2_賴清德/蕭美琴,65_2_黨籍,3_侯友宜/趙少康,65_3_黨籍,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
新北市板橋區,留侯里,538,無黨籍及未經政黨推薦,738,民主進步黨,778,中國國民黨,2054,12,2066,0,2066,630,2696,76.63
新北市板橋區,流芳里,408,無黨籍及未經政黨推薦,722,民主進步黨,596,中國國民黨,1726,12,1738,0,1738,648,2386,72.84
新北市板橋區,赤松里,326,無黨籍及未經政黨推薦,522,民主進步黨,466,中國國民黨,1314,8,1322,0,1322,430,1752,75.46
新北市板橋區,黃石里,324,無黨籍及未經政黨推薦,684,民主進步黨,500,中國國民黨,1508,8,1516,0,1516,498,2014,75.27
新北市板橋區,挹秀里,484,無黨籍及未經政黨推薦,854,民主進步黨,1020,中國國民黨,2358,16,2374,0,2374,722,3096,76.68
新北市板橋區,湳興里,1606,無黨籍及未經政黨推薦,2500,民主進步黨,2288,中國國民黨,6394,54,6448,0,6448,2418,8866,72.73
新北市板橋區,新興里,1006,無黨籍及未經政黨推薦,1628,民主進步黨,1366,中國國民黨,4000,32,4032,0,4032,1694,5726,70.42
新北市板橋區,社後里,2080,無黨籍及未經政黨推薦,3402,民主進步黨,2638,中國國民黨,8120,54,8174,0,8174,9566,17740,46.08
新北市板橋區,香社里,1546,無黨籍及未經政黨推薦,2576,民主進步黨,1792,中國國民黨,5914,44,5958,0,5958,1874,7832,76.07
新北市板橋區,中正里,2950,無黨籍及未經政黨推薦,3594,民主進步黨,2716,中國國民黨,9260,62,9322,0,9322,3050,12372,75.35
新北市板橋區,自強里,1414,無黨籍及未經政黨推薦,2330,民主進步黨,2788,中國國民黨,6532,42,6574,0,6574,1928,8502,77.32
新北市板橋區,自立里,888,無黨籍及未經政黨推薦,1542,民主進步黨,1128,中國國民黨,3558,30,3588,0,3588,1182,4770,75.22
新北市板橋區,光華里,788,無黨籍及未經政黨推薦,1334,民主進步黨,1238,中國國民黨,3360,32,3392,0,3392,1084,4476,75.78
新北市板橋區,國光里,1118,無黨籍及未經政黨推薦,1296,民主進步黨,2690,中國國民黨,5104,30,5134,0,5134,1334,6468,79.38
新北市板橋區,港尾里,898,無黨籍及未經政黨推薦,1492,民主進步黨,1328,中國國民黨,3718,24,3742,0,3742,1018,4760,78.61
新北市板橋區,金華里,1166,無黨籍及未經政黨推薦,2138,民主進步黨,1508,中國國民黨,4812,48,4860,0,4860,1784,6644,73.15
新北市板橋區,港德里,1372,無黨籍及未經政黨推薦,2596,民主進步黨,1786,中國國民黨,5754,42,5796,0,5796,2216,8012,72.34
新北市板橋區,民權里,856,無黨籍及未經政黨推薦,1426,民主進步黨,1282,中國國民黨,3564,34,3598,0,3598,978,4576,78.63
新北市板橋區,建國里,1068,無黨籍及未經政黨推薦,1982,民主進步黨,1362,中國國民黨,4412,26,4438,0,4438,1428,5866,75.66
新北市板橋區,漢生里,1276,無黨籍及未經政黨推薦,2254,民主進步黨,1896,中國國民黨,5426,38,5464,0,5464,1680,7144,76.48
新北市板橋區,公舘里,1140,無黨籍及未經政黨推薦,2114,民主進步黨,1560,中國國民黨,4814,28,4842,0,4842,1628,6470,74.84
新北市板橋區,新民里,1292,無黨籍及未經政黨推薦,2200,民主進步黨,1878,中國國民黨,5370,38,5408,0,5408,1668,7076,76.43
新北市板橋區,幸福里,1328,無黨籍及未經政黨推薦,2088,民主進步黨,1510,中國國民黨,4926,40,4966,0,4966,1862,6828,72.73
新北市板橋區,忠誠里,1306,無黨籍及未經政黨推薦,1392,民主進步黨,2852,中國國民黨,5550,34,5584,0,5584,1430,7014,79.61
新北市板橋區,百壽里,902,無黨籍及未經政黨推薦,1468,民主進步黨,1134,中國國民黨,3504,36,3540,0,3540,1098,4638,76.33
新北市板橋區,介壽里,926,無黨籍及未經政黨推薦,1634,民主進步黨,1196,中國國民黨,3756,24,3780,0,3780,1342,5122,73.8
新北市板橋區,新埔里,644,無黨籍及未經政黨推薦,1228,民主進步黨,894,中國國民黨,2766,18,2784,0,2784,804,3588,77.59
新北市板橋區,華江里,2202,無黨籍及未經政黨推薦,3706,民主進步黨,3220,中國國民黨,9128,68,9196,0,9196,2798,11994,76.67
新北市板橋區,江翠里,1524,無黨籍及未經政黨推薦,2998,民主進步黨,1970,中國國民黨,6492,42,6534,0,6534,2438,8972,72.83
新北市板橋區,純翠里,1822,無黨籍及未經政黨推薦,3118,民主進步黨,2080,中國國民黨,7020,40,7060,0,7060,2442,9502,74.3
新北市板橋區,溪頭里,3632,無黨籍及未經政黨推薦,5128,民主進步黨,3454,中國國民黨,12214,88,12302,0,12302,3936,16238,75.76
新北市板橋區,聯翠里,1172,無黨籍及未經政黨推薦,1912,民主進步黨,1662,中國國民黨,4746,24,4770,0,4770,1734,6504,73.34
新北市板橋區,宏翠里,2074,無黨籍及未經政黨推薦,2938,民主進步黨,2412,中國國民黨,7424,52,7476,0,7476,2412,9888,75.61
新北市板橋區,仁翠里,826,無黨籍及未經政黨推薦,1756,民主進步黨,1024,中國國民黨,3606,44,3650,0,3650,1216,4866,75.01
新北市板橋區,新翠里,2716,無黨籍及未經政黨推薦,4490,民主進步黨,3352,中國國民黨,10558,64,10622,0,10622,3300,13922,76.3
新北市板橋區,吉翠里,1190,無黨籍及未經政黨推薦,2156,民主進步黨,1346,中國國民黨,4692,32,4724,0,4724,1576,6300,74.98
新北市板橋區,德翠里,2540,無黨籍及未經政黨推薦,3432,民主進步黨,3102,中國國民黨,9074,34,9108,0,9108,2852,11960,76.15
新北市板橋區,滿翠里,794,無黨籍及未經政黨推薦,1870,民主進步黨,1020,中國國民黨,3684,22,3706,0,3706,1464,5170,71.68
新北市板橋區,明翠里,1476,無黨籍及未經政黨推薦,2676,民主進步黨,1808,中國國民黨,5960,36,5996,0,5996,2142,8138,73.68
新北市板橋區,松翠里,882,無黨籍及未經政黨推薦,1954,民主進步黨,1250,中國國民黨,4086,30,4116,0,4116,1548,5664,72.67
新北市板橋區,柏翠里,1730,無黨籍及未經政黨推薦,2664,民主進步黨,2148,中國國民黨,6542,32,6574,0,6574,2376,8950,73.45
新北市板橋區,龍翠里,1598,無黨籍及未經政黨推薦,2896,民主進步黨,1890,中國國民黨,6384,46,6430,0,6430,2124,8554,75.17
新北市板橋區,華翠里,1090,無黨籍及未經政黨推薦,2066,民主進步黨,1276,中國國民黨,4432,32,4464,0,4464,1392,5856,76.23
新北市板橋區,忠翠里,3470,無黨籍及未經政黨推薦,5536,民主進步黨,4708,中國國民黨,13714,94,13808,0,13808,4028,17836,77.42
