行政區別,村里別,丁勇智,冼義哲,劉建國,劉文忠,劉文雄,劉櫂豪,劉泳君,卓恩宗,古文發,吳威志,吳子維,吳宜臻,吳成典,吳旭智,吳淑敏,吳紹文,周書涵,孫博萮,張中法,張佳偉,張兆陽,張宏陸,張春寶,徐志榮,戴文祥,曾耀澂,李宗華,李志鏞,林于玲,林國春,林國正,林宗彥,林家宇,林為洲,林獻山,林金官,柯建銘,楊悟空,楊曜,楊石城,楊鎮浯,歐崇敬,汪婷萱,洪宗熠,洪志恒,温國銘,王廷升,王榮德,王煒婷,范振揆,莊瑞雄,蔡媽福,蔡煌瑯,蔡適應,蔣乃辛,蕭美琴,蘇柏豪,蘇雯英,許智傑,許淑華,許謹如,賴瑞隆,賴競民,邱錫奎,邱靖雅,邱顯智,郝龍斌,郭儒釗,鄭正鈐,鄭永金,陳仲立,陳建閣,陳德輝,陳明文,陳歐珀,陳滄江,陳雙全,陳雪生,馬凱妮,高丹樺,魏揚,黃昭展,黃源甫,黃漢東,黃秀龍,黄師鵬,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
總計,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155304,0,0,0,0,0,0,0,116730,614402,1025330,0,0,0,0,0,0,0,0,0,0,8440,0,0,0,0,0,0,0,0,831932,0,0,0,0,0,0,6104,0,0,1256672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135510,0,0,0,0,0,0,0,4150424,98770,4249194,0,4249194,2050736,6299930,67.45
,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155304,0,0,0,0,0,0,0,116730,614402,1025330,0,0,0,0,0,0,0,0,0,0,8440,0,0,0,0,0,0,0,0,831932,0,0,0,0,0,0,6104,0,0,1256672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135510,0,0,0,0,0,0,0,4150424,98770,4249194,0,4249194,2050736,6299930,67.45
,留侯里,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,862,34,14,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,12,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1822,28,1850,0,1850,798,2648,69.86
,流芳里,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852,0,0,0,0,0,0,0,734,46,10,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,6,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1740,22,1762,0,1762,744,2506,70.31
,赤松里,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,0,0,0,0,0,0,0,402,16,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,896,10,906,0,906,366,1272,71.23
,黃石里,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,0,0,0,0,0,0,0,464,8,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,2,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1288,16,1304,0,1304,532,1836,71.02
,挹秀里,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,0,0,0,0,0,0,0,1002,36,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,10,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1966,54,2020,0,2020,848,2868,70.43
,湳興里,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3138,0,0,0,0,0,0,0,2630,102,44,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,10,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,6274,120,6394,0,6394,2954,9348,68.4
,新興里,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1792,0,0,0,0,0,0,0,1454,60,22,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,14,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,3556,102,3658,0,3658,1926,5584,65.51
,社後里,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3756,0,0,0,0,0,0,0,2758,134,38,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,24,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,7060,138,7198,0,7198,8664,15862,45.38
