行政區別,村里別,候選人1＿候選人名稱,候選人1＿黨籍,候選人1_得票數,候選人2＿候選人名稱,候選人2＿黨籍,候選人2_得票數,候選人3＿候選人名稱,候選人3＿黨籍,候選人3_得票數,候選人4＿候選人名稱,候選人4＿黨籍,候選人4_得票數,候選人5＿候選人名稱,候選人5＿黨籍,候選人5_得票數,候選人6＿候選人名稱,候選人6＿黨籍,候選人6_得票數,候選人7＿候選人名稱,候選人7＿黨籍,候選人7_得票數,候選人8＿候選人名稱,候選人8＿黨籍,候選人8_得票數,候選人9＿候選人名稱,候選人9＿黨籍,候選人9_得票數,候選人10＿候選人名稱,候選人10＿黨籍,候選人10_得票數,候選人11＿候選人名稱,候選人11＿黨籍,候選人11_得票數,候選人12＿候選人名稱,候選人12＿黨籍,候選人12_得票數,候選人13＿候選人名稱,候選人13＿黨籍,候選人13_得票數,候選人14＿候選人名稱,候選人14＿黨籍,候選人14_得票數,候選人15＿候選人名稱,候選人15＿黨籍,候選人15_得票數,候選人16＿候選人名稱,候選人16＿黨籍,候選人16_得票數,候選人17＿候選人名稱,候選人17＿黨籍,候選人17_得票數,候選人18＿候選人名稱,候選人18＿黨籍,候選人18_得票數,候選人19＿候選人名稱,候選人19＿黨籍,候選人19_得票數,候選人20＿候選人名稱,候選人20＿黨籍,候選人20_得票數,候選人21＿候選人名稱,候選人21＿黨籍,候選人21_得票數,候選人22＿候選人名稱,候選人22＿黨籍,候選人22_得票數,候選人23＿候選人名稱,候選人23＿黨籍,候選人23_得票數
玉里鎮,觀音里,傅崐萁,中國國民黨,542,周玉梅,無黨籍及未經政黨推薦,4,張美慧,民主進步黨,282,許願神,無黨籍及未經政黨推薦,24,吳建智咖啡哥,無黨籍及未經政黨推薦,4,忠仁．達祿斯,無黨籍及未經政黨推薦,6,米甘幹．理佛克,無黨籍及未經政黨推薦,0,鄭天財 Sra‧Kacaw,中國國民黨,440,陳國榮,無黨籍及未經政黨推薦,2,陳政宗,無黨籍及未經政黨推薦,32,陳瑩,民主進步黨,142,高美珠,無黨籍及未經政黨推薦,18,黃仁,中國國民黨,36,伍麗華 Saidhai．Tahovecahe,民主進步黨,4,孔文吉,中國國民黨,4,張子孝,無黨籍及未經政黨推薦,4,李我要單列族名我的布農族名字是Savungaz Valincinan,無黨籍及未經政黨推薦,0,林世偉,無黨籍及未經政黨推薦,0,林果,無黨籍及未經政黨推薦,0,盧縣一,中國國民黨,0,胡黃廣文,無黨籍及未經政黨推薦,0,高畹芯,無黨籍及未經政黨推薦,0,高金素梅,無黨籍及未經政黨推薦,8
玉里鎮,長良里,傅崐萁,中國國民黨,198,周玉梅,無黨籍及未經政黨推薦,8,張美慧,民主進步黨,110,許願神,無黨籍及未經政黨推薦,12,吳建智咖啡哥,無黨籍及未經政黨推薦,0,忠仁．達祿斯,無黨籍及未經政黨推薦,2,米甘幹．理佛克,無黨籍及未經政黨推薦,0,鄭天財 Sra‧Kacaw,中國國民黨,106,陳國榮,無黨籍及未經政黨推薦,0,陳政宗,無黨籍及未經政黨推薦,6,陳瑩,民主進步黨,10,高美珠,無黨籍及未經政黨推薦,0,黃仁,中國國民黨,88,伍麗華 Saidhai．Tahovecahe,民主進步黨,6,孔文吉,中國國民黨,2,張子孝,無黨籍及未經政黨推薦,0,李我要單列族名我的布農族名字是Savungaz Valincinan,無黨籍及未經政黨推薦,4,林世偉,無黨籍及未經政黨推薦,2,林果,無黨籍及未經政黨推薦,0,盧縣一,中國國民黨,8,胡黃廣文,無黨籍及未經政黨推薦,0,高畹芯,無黨籍及未經政黨推薦,0,高金素梅,無黨籍及未經政黨推薦,22
瑞穗鄉,奇美村,傅崐萁,中國國民黨,34,周玉梅,無黨籍及未經政黨推薦,2,張美慧,民主進步黨,18,許願神,無黨籍及未經政黨推薦,6,吳建智咖啡哥,無黨籍及未經政黨推薦,0,忠仁．達祿斯,無黨籍及未經政黨推薦,0,米甘幹．理佛克,無黨籍及未經政黨推薦,0,鄭天財 Sra‧Kacaw,中國國民黨,184,陳國榮,無黨籍及未經政黨推薦,0,陳政宗,無黨籍及未經政黨推薦,4,陳瑩,民主進步黨,14,高美珠,無黨籍及未經政黨推薦,2,黃仁,中國國民黨,20,伍麗華 Saidhai．Tahovecahe,民主進步黨,18,孔文吉,中國國民黨,4,張子孝,無黨籍及未經政黨推薦,2,李我要單列族名我的布農族名字是Savungaz Valincinan,無黨籍及未經政黨推薦,0,林世偉,無黨籍及未經政黨推薦,2,林果,無黨籍及未經政黨推薦,0,盧縣一,中國國民黨,4,胡黃廣文,無黨籍及未經政黨推薦,6,高畹芯,無黨籍及未經政黨推薦,0,高金素梅,無黨籍及未經政黨推薦,4
瑞穗鄉,富民村,傅崐萁,中國國民黨,124,周玉梅,無黨籍及未經政黨推薦,4,張美慧,民主進步黨,50,許願神,無黨籍及未經政黨推薦,4,吳建智咖啡哥,無黨籍及未經政黨推薦,4,忠仁．達祿斯,無黨籍及未經政黨推薦,4,米甘幹．理佛克,無黨籍及未經政黨推薦,8,鄭天財 Sra‧Kacaw,中國國民黨,474,陳國榮,無黨籍及未經政黨推薦,4,陳政宗,無黨籍及未經政黨推薦,16,陳瑩,民主進步黨,50,高美珠,無黨籍及未經政黨推薦,6,黃仁,中國國民黨,14,伍麗華 Saidhai．Tahovecahe,民主進步黨,8,孔文吉,中國國民黨,16,張子孝,無黨籍及未經政黨推薦,6,李我要單列族名我的布農族名字是Savungaz Valincinan,無黨籍及未經政黨推薦,12,林世偉,無黨籍及未經政黨推薦,2,林果,無黨籍及未經政黨推薦,0,盧縣一,中國國民黨,4,胡黃廣文,無黨籍及未經政黨推薦,0,高畹芯,無黨籍及未經政黨推薦,2,高金素梅,無黨籍及未經政黨推薦,18
瑞穗鄉,富源村,傅崐萁,中國國民黨,364,周玉梅,無黨籍及未經政黨推薦,8,張美慧,民主進步黨,186,許願神,無黨籍及未經政黨推薦,32,吳建智咖啡哥,無黨籍及未經政黨推薦,0,忠仁．達祿斯,無黨籍及未經政黨推薦,10,米甘幹．理佛克,無黨籍及未經政黨推薦,0,鄭天財 Sra‧Kacaw,中國國民黨,176,陳國榮,無黨籍及未經政黨推薦,4,陳政宗,無黨籍及未經政黨推薦,2,陳瑩,民主進步黨,26,高美珠,無黨籍及未經政黨推薦,6,黃仁,中國國民黨,6,伍麗華 Saidhai．Tahovecahe,民主進步黨,2,孔文吉,中國國民黨,2,張子孝,無黨籍及未經政黨推薦,0,李我要單列族名我的布農族名字是Savungaz Valincinan,無黨籍及未經政黨推薦,0,林世偉,無黨籍及未經政黨推薦,0,林果,無黨籍及未經政黨推薦,0,盧縣一,中國國民黨,0,胡黃廣文,無黨籍及未經政黨推薦,2,高畹芯,無黨籍及未經政黨推薦,0,高金素梅,無黨籍及未經政黨推薦,4
瑞穗鄉,富興村,傅崐萁,中國國民黨,184,周玉梅,無黨籍及未經政黨推薦,4,張美慧,民主進步黨,190,許願神,無黨籍及未經政黨推薦,8,吳建智咖啡哥,無黨籍及未經政黨推薦,0,忠仁．達祿斯,無黨籍及未經政黨推薦,2,米甘幹．理佛克,無黨籍及未經政黨推薦,2,鄭天財 Sra‧Kacaw,中國國民黨,186,陳國榮,無黨籍及未經政黨推薦,0,陳政宗,無黨籍及未經政黨推薦,4,陳瑩,民主進步黨,22,高美珠,無黨籍及未經政黨推薦,0,黃仁,中國國民黨,18,伍麗華 Saidhai．Tahovecahe,民主進步黨,0,孔文吉,中國國民黨,0,張子孝,無黨籍及未經政黨推薦,0,李我要單列族名我的布農族名字是Savungaz Valincinan,無黨籍及未經政黨推薦,0,林世偉,無黨籍及未經政黨推薦,0,林果,無黨籍及未經政黨推薦,0,盧縣一,中國國民黨,4,胡黃廣文,無黨籍及未經政黨推薦,0,高畹芯,無黨籍及未經政黨推薦,0,高金素梅,無黨籍及未經政黨推薦,2
瑞穗鄉,瑞北村,傅崐萁,中國國民黨,202,周玉梅,無黨籍及未經政黨推薦,2,張美慧,民主進步黨,110,許願神,無黨籍及未經政黨推薦,8,吳建智咖啡哥,無黨籍及未經政黨推薦,4,忠仁．達祿斯,無黨籍及未經政黨推薦,2,米甘幹．理佛克,無黨籍及未經政黨推薦,2,鄭天財 Sra‧Kacaw,中國國民黨,184,陳國榮,無黨籍及未經政黨推薦,2,陳政宗,無黨籍及未經政黨推薦,20,陳瑩,民主進步黨,8,高美珠,無黨籍及未經政黨推薦,4,黃仁,中國國民黨,12,伍麗華 Saidhai．Tahovecahe,民主進步黨,6,孔文吉,中國國民黨,10,張子孝,無黨籍及未經政黨推薦,0,李我要單列族名我的布農族名字是Savungaz Valincinan,無黨籍及未經政黨推薦,0,林世偉,無黨籍及未經政黨推薦,0,林果,無黨籍及未經政黨推薦,0,盧縣一,中國國民黨,10,胡黃廣文,無黨籍及未經政黨推薦,0,高畹芯,無黨籍及未經政黨推薦,0,高金素梅,無黨籍及未經政黨推薦,14
瑞穗鄉,瑞祥村,傅崐萁,中國國民黨,470,周玉梅,無黨籍及未經政黨推薦,18,張美慧,民主進步黨,276,許願神,無黨籍及未經政黨推薦,32,吳建智咖啡哥,無黨籍及未經政黨推薦,4,忠仁．達祿斯,無黨籍及未經政黨推薦,0,米甘幹．理佛克,無黨籍及未經政黨推薦,0,鄭天財 Sra‧Kacaw,中國國民黨,128,陳國榮,無黨籍及未經政黨推薦,2,陳政宗,無黨籍及未經政黨推薦,4,陳瑩,民主進步黨,10,高美珠,無黨籍及未經政黨推薦,0,黃仁,中國國民黨,16,伍麗華 Saidhai．Tahovecahe,民主進步黨,0,孔文吉,中國國民黨,8,張子孝,無黨籍及未經政黨推薦,2,李我要單列族名我的布農族名字是Savungaz Valincinan,無黨籍及未經政黨推薦,2,林世偉,無黨籍及未經政黨推薦,0,林果,無黨籍及未經政黨推薦,0,盧縣一,中國國民黨,4,胡黃廣文,無黨籍及未經政黨推薦,0,高畹芯,無黨籍及未經政黨推薦,0,高金素梅,無黨籍及未經政黨推薦,44
瑞穗鄉,瑞穗村,傅崐萁,中國國民黨,1110,周玉梅,無黨籍及未經政黨推薦,24,張美慧,民主進步黨,654,許願神,無黨籍及未經政黨推薦,38,吳建智咖啡哥,無黨籍及未經政黨推薦,4,忠仁．達祿斯,無黨籍及未經政黨推薦,0,米甘幹．理佛克,無黨籍及未經政黨推薦,0,鄭天財 Sra‧Kacaw,中國國民黨,148,陳國榮,無黨籍及未經政黨推薦,4,陳政宗,無黨籍及未經政黨推薦,6,陳瑩,民主進步黨,18,高美珠,無黨籍及未經政黨推薦,4,黃仁,中國國民黨,22,伍麗華 Saidhai．Tahovecahe,民主進步黨,0,孔文吉,中國國民黨,10,張子孝,無黨籍及未經政黨推薦,10,李我要單列族名我的布農族名字是Savungaz Valincinan,無黨籍及未經政黨推薦,8,林世偉,無黨籍及未經政黨推薦,0,林果,無黨籍及未經政黨推薦,0,盧縣一,中國國民黨,0,胡黃廣文,無黨籍及未經政黨推薦,0,高畹芯,無黨籍及未經政黨推薦,0,高金素梅,無黨籍及未經政黨推薦,28
瑞穗鄉,瑞美村,傅崐萁,中國國民黨,1136,周玉梅,無黨籍及未經政黨推薦,26,張美慧,民主進步黨,590,許願神,無黨籍及未經政黨推薦,64,吳建智咖啡哥,無黨籍及未經政黨推薦,2,忠仁．達祿斯,無黨籍及未經政黨推薦,6,米甘幹．理佛克,無黨籍及未經政黨推薦,2,鄭天財 Sra‧Kacaw,中國國民黨,296,陳國榮,無黨籍及未經政黨推薦,0,陳政宗,無黨籍及未經政黨推薦,16,陳瑩,民主進步黨,48,高美珠,無黨籍及未經政黨推薦,6,黃仁,中國國民黨,36,伍麗華 Saidhai．Tahovecahe,民主進步黨,4,孔文吉,中國國民黨,12,張子孝,無黨籍及未經政黨推薦,4,李我要單列族名我的布農族名字是Savungaz Valincinan,無黨籍及未經政黨推薦,4,林世偉,無黨籍及未經政黨推薦,6,林果,無黨籍及未經政黨推薦,0,盧縣一,中國國民黨,2,胡黃廣文,無黨籍及未經政黨推薦,6,高畹芯,無黨籍及未經政黨推薦,0,高金素梅,無黨籍及未經政黨推薦,30
瑞穗鄉,瑞良村,傅崐萁,中國國民黨,222,周玉梅,無黨籍及未經政黨推薦,4,張美慧,民主進步黨,156,許願神,無黨籍及未經政黨推薦,8,吳建智咖啡哥,無黨籍及未經政黨推薦,0,忠仁．達祿斯,無黨籍及未經政黨推薦,0,米甘幹．理佛克,無黨籍及未經政黨推薦,0,鄭天財 Sra‧Kacaw,中國國民黨,158,陳國榮,無黨籍及未經政黨推薦,0,陳政宗,無黨籍及未經政黨推薦,2,陳瑩,民主進步黨,10,高美珠,無黨籍及未經政黨推薦,8,黃仁,中國國民黨,4,伍麗華 Saidhai．Tahovecahe,民主進步黨,2,孔文吉,中國國民黨,2,張子孝,無黨籍及未經政黨推薦,0,李我要單列族名我的布農族名字是Savungaz Valincinan,無黨籍及未經政黨推薦,2,林世偉,無黨籍及未經政黨推薦,0,林果,無黨籍及未經政黨推薦,0,盧縣一,中國國民黨,0,胡黃廣文,無黨籍及未經政黨推薦,0,高畹芯,無黨籍及未經政黨推薦,0,高金素梅,無黨籍及未經政黨推薦,6
瑞穗鄉,舞鶴村,傅崐萁,中國國民黨,258,周玉梅,無黨籍及未經政黨推薦,6,張美慧,民主進步黨,176,許願神,無黨籍及未經政黨推薦,12,吳建智咖啡哥,無黨籍及未經政黨推薦,4,忠仁．達祿斯,無黨籍及未經政黨推薦,2,米甘幹．理佛克,無黨籍及未經政黨推薦,0,鄭天財 Sra‧Kacaw,中國國民黨,388,陳國榮,無黨籍及未經政黨推薦,8,陳政宗,無黨籍及未經政黨推薦,20,陳瑩,民主進步黨,56,高美珠,無黨籍及未經政黨推薦,8,黃仁,中國國民黨,40,伍麗華 Saidhai．Tahovecahe,民主進步黨,0,孔文吉,中國國民黨,4,張子孝,無黨籍及未經政黨推薦,4,李我要單列族名我的布農族名字是Savungaz Valincinan,無黨籍及未經政黨推薦,4,林世偉,無黨籍及未經政黨推薦,0,林果,無黨籍及未經政黨推薦,0,盧縣一,中國國民黨,2,胡黃廣文,無黨籍及未經政黨推薦,4,高畹芯,無黨籍及未經政黨推薦,0,高金素梅,無黨籍及未經政黨推薦,22
瑞穗鄉,鶴岡村,傅崐萁,中國國民黨,186,周玉梅,無黨籍及未經政黨推薦,6,張美慧,民主進步黨,94,許願神,無黨籍及未經政黨推薦,12,吳建智咖啡哥,無黨籍及未經政黨推薦,6,忠仁．達祿斯,無黨籍及未經政黨推薦,2,米甘幹．理佛克,無黨籍及未經政黨推薦,6,鄭天財 Sra‧Kacaw,中國國民黨,434,陳國榮,無黨籍及未經政黨推薦,4,陳政宗,無黨籍及未經政黨推薦,28,陳瑩,民主進步黨,80,高美珠,無黨籍及未經政黨推薦,46,黃仁,中國國民黨,34,伍麗華 Saidhai．Tahovecahe,民主進步黨,0,孔文吉,中國國民黨,2,張子孝,無黨籍及未經政黨推薦,0,李我要單列族名我的布農族名字是Savungaz Valincinan,無黨籍及未經政黨推薦,0,林世偉,無黨籍及未經政黨推薦,2,林果,無黨籍及未經政黨推薦,0,盧縣一,中國國民黨,0,胡黃廣文,無黨籍及未經政黨推薦,2,高畹芯,無黨籍及未經政黨推薦,0,高金素梅,無黨籍及未經政黨推薦,4
秀林鄉,佳民村,傅崐萁,中國國民黨,106,周玉梅,無黨籍及未經政黨推薦,4,張美慧,民主進步黨,48,許願神,無黨籍及未經政黨推薦,10,吳建智咖啡哥,無黨籍及未經政黨推薦,2,忠仁．達祿斯,無黨籍及未經政黨推薦,0,米甘幹．理佛克,無黨籍及未經政黨推薦,0,鄭天財 Sra‧Kacaw,中國國民黨,144,陳國榮,無黨籍及未經政黨推薦,0,陳政宗,無黨籍及未經政黨推薦,12,陳瑩,民主進步黨,26,高美珠,無黨籍及未經政黨推薦,2,黃仁,中國國民黨,26,伍麗華 Saidhai．Tahovecahe,民主進步黨,94,孔文吉,中國國民黨,388,張子孝,無黨籍及未經政黨推薦,84,李我要單列族名我的布農族名字是Savungaz Valincinan,無黨籍及未經政黨推薦,14,林世偉,無黨籍及未經政黨推薦,32,林果,無黨籍及未經政黨推薦,0,盧縣一,中國國民黨,10,胡黃廣文,無黨籍及未經政黨推薦,18,高畹芯,無黨籍及未經政黨推薦,2,高金素梅,無黨籍及未經政黨推薦,374
秀林鄉,和平村,傅崐萁,中國國民黨,364,周玉梅,無黨籍及未經政黨推薦,4,張美慧,民主進步黨,206,許願神,無黨籍及未經政黨推薦,34,吳建智咖啡哥,無黨籍及未經政黨推薦,0,忠仁．達祿斯,無黨籍及未經政黨推薦,0,米甘幹．理佛克,無黨籍及未經政黨推薦,0,鄭天財 Sra‧Kacaw,中國國民黨,64,陳國榮,無黨籍及未經政黨推薦,0,陳政宗,無黨籍及未經政黨推薦,20,陳瑩,民主進步黨,24,高美珠,無黨籍及未經政黨推薦,2,黃仁,中國國民黨,0,伍麗華 Saidhai．Tahovecahe,民主進步黨,228,孔文吉,中國國民黨,376,張子孝,無黨籍及未經政黨推薦,104,李我要單列族名我的布農族名字是Savungaz Valincinan,無黨籍及未經政黨推薦,16,林世偉,無黨籍及未經政黨推薦,64,林果,無黨籍及未經政黨推薦,0,盧縣一,中國國民黨,20,胡黃廣文,無黨籍及未經政黨推薦,20,高畹芯,無黨籍及未經政黨推薦,0,高金素梅,無黨籍及未經政黨推薦,534
秀林鄉,富世村,傅崐萁,中國國民黨,230,周玉梅,無黨籍及未經政黨推薦,2,張美慧,民主進步黨,140,許願神,無黨籍及未經政黨推薦,12,吳建智咖啡哥,無黨籍及未經政黨推薦,0,忠仁．達祿斯,無黨籍及未經政黨推薦,2,米甘幹．理佛克,無黨籍及未經政黨推薦,0,鄭天財 Sra‧Kacaw,中國國民黨,64,陳國榮,無黨籍及未經政黨推薦,2,陳政宗,無黨籍及未經政黨推薦,20,陳瑩,民主進步黨,10,高美珠,無黨籍及未經政黨推薦,0,黃仁,中國國民黨,8,伍麗華 Saidhai．Tahovecahe,民主進步黨,372,孔文吉,中國國民黨,636,張子孝,無黨籍及未經政黨推薦,184,李我要單列族名我的布農族名字是Savungaz Valincinan,無黨籍及未經政黨推薦,54,林世偉,無黨籍及未經政黨推薦,68,林果,無黨籍及未經政黨推薦,0,盧縣一,中國國民黨,22,胡黃廣文,無黨籍及未經政黨推薦,30,高畹芯,無黨籍及未經政黨推薦,2,高金素梅,無黨籍及未經政黨推薦,530
秀林鄉,崇德村,傅崐萁,中國國民黨,226,周玉梅,無黨籍及未經政黨推薦,2,張美慧,民主進步黨,88,許願神,無黨籍及未經政黨推薦,14,吳建智咖啡哥,無黨籍及未經政黨推薦,2,忠仁．達祿斯,無黨籍及未經政黨推薦,0,米甘幹．理佛克,無黨籍及未經政黨推薦,2,鄭天財 Sra‧Kacaw,中國國民黨,32,陳國榮,無黨籍及未經政黨推薦,0,陳政宗,無黨籍及未經政黨推薦,4,陳瑩,民主進步黨,6,高美珠,無黨籍及未經政黨推薦,0,黃仁,中國國民黨,8,伍麗華 Saidhai．Tahovecahe,民主進步黨,98,孔文吉,中國國民黨,462,張子孝,無黨籍及未經政黨推薦,104,李我要單列族名我的布農族名字是Savungaz Valincinan,無黨籍及未經政黨推薦,12,林世偉,無黨籍及未經政黨推薦,66,林果,無黨籍及未經政黨推薦,0,盧縣一,中國國民黨,14,胡黃廣文,無黨籍及未經政黨推薦,24,高畹芯,無黨籍及未經政黨推薦,2,高金素梅,無黨籍及未經政黨推薦,498
秀林鄉,文蘭村,傅崐萁,中國國民黨,78,周玉梅,無黨籍及未經政黨推薦,2,張美慧,民主進步黨,28,許願神,無黨籍及未經政黨推薦,8,吳建智咖啡哥,無黨籍及未經政黨推薦,0,忠仁．達祿斯,無黨籍及未經政黨推薦,0,米甘幹．理佛克,無黨籍及未經政黨推薦,0,鄭天財 Sra‧Kacaw,中國國民黨,34,陳國榮,無黨籍及未經政黨推薦,0,陳政宗,無黨籍及未經政黨推薦,8,陳瑩,民主進步黨,6,高美珠,無黨籍及未經政黨推薦,2,黃仁,中國國民黨,6,伍麗華 Saidhai．Tahovecahe,民主進步黨,118,孔文吉,中國國民黨,598,張子孝,無黨籍及未經政黨推薦,132,李我要單列族名我的布農族名字是Savungaz Valincinan,無黨籍及未經政黨推薦,34,林世偉,無黨籍及未經政黨推薦,58,林果,無黨籍及未經政黨推薦,2,盧縣一,中國國民黨,12,胡黃廣文,無黨籍及未經政黨推薦,16,高畹芯,無黨籍及未經政黨推薦,2,高金素梅,無黨籍及未經政黨推薦,360
秀林鄉,景美村,傅崐萁,中國國民黨,110,周玉梅,無黨籍及未經政黨推薦,2,張美慧,民主進步黨,56,許願神,無黨籍及未經政黨推薦,4,吳建智咖啡哥,無黨籍及未經政黨推薦,6,忠仁．達祿斯,無黨籍及未經政黨推薦,0,米甘幹．理佛克,無黨籍及未經政黨推薦,0,鄭天財 Sra‧Kacaw,中國國民黨,104,陳國榮,無黨籍及未經政黨推薦,2,陳政宗,無黨籍及未經政黨推薦,6,陳瑩,民主進步黨,48,高美珠,無黨籍及未經政黨推薦,6,黃仁,中國國民黨,2,伍麗華 Saidhai．Tahovecahe,民主進步黨,386,孔文吉,中國國民黨,584,張子孝,無黨籍及未經政黨推薦,200,李我要單列族名我的布農族名字是Savungaz Valincinan,無黨籍及未經政黨推薦,30,林世偉,無黨籍及未經政黨推薦,76,林果,無黨籍及未經政黨推薦,0,盧縣一,中國國民黨,24,胡黃廣文,無黨籍及未經政黨推薦,40,高畹芯,無黨籍及未經政黨推薦,4,高金素梅,無黨籍及未經政黨推薦,634
秀林鄉,水源村,傅崐萁,中國國民黨,138,周玉梅,無黨籍及未經政黨推薦,0,張美慧,民主進步黨,48,許願神,無黨籍及未經政黨推薦,6,吳建智咖啡哥,無黨籍及未經政黨推薦,0,忠仁．達祿斯,無黨籍及未經政黨推薦,2,米甘幹．理佛克,無黨籍及未經政黨推薦,2,鄭天財 Sra‧Kacaw,中國國民黨,46,陳國榮,無黨籍及未經政黨推薦,0,陳政宗,無黨籍及未經政黨推薦,10,陳瑩,民主進步黨,8,高美珠,無黨籍及未經政黨推薦,0,黃仁,中國國民黨,0,伍麗華 Saidhai．Tahovecahe,民主進步黨,182,孔文吉,中國國民黨,480,張子孝,無黨籍及未經政黨推薦,50,李我要單列族名我的布農族名字是Savungaz Valincinan,無黨籍及未經政黨推薦,22,林世偉,無黨籍及未經政黨推薦,60,林果,無黨籍及未經政黨推薦,0,盧縣一,中國國民黨,12,胡黃廣文,無黨籍及未經政黨推薦,24,高畹芯,無黨籍及未經政黨推薦,0,高金素梅,無黨籍及未經政黨推薦,594
秀林鄉,秀林村,傅崐萁,中國國民黨,94,周玉梅,無黨籍及未經政黨推薦,2,張美慧,民主進步黨,52,許願神,無黨籍及未經政黨推薦,14,吳建智咖啡哥,無黨籍及未經政黨推薦,8,忠仁．達祿斯,無黨籍及未經政黨推薦,4,米甘幹．理佛克,無黨籍及未經政黨推薦,2,鄭天財 Sra‧Kacaw,中國國民黨,82,陳國榮,無黨籍及未經政黨推薦,2,陳政宗,無黨籍及未經政黨推薦,16,陳瑩,民主進步黨,18,高美珠,無黨籍及未經政黨推薦,0,黃仁,中國國民黨,4,伍麗華 Saidhai．Tahovecahe,民主進步黨,284,孔文吉,中國國民黨,594,張子孝,無黨籍及未經政黨推薦,170,李我要單列族名我的布農族名字是Savungaz Valincinan,無黨籍及未經政黨推薦,32,林世偉,無黨籍及未經政黨推薦,122,林果,無黨籍及未經政黨推薦,2,盧縣一,中國國民黨,34,胡黃廣文,無黨籍及未經政黨推薦,36,高畹芯,無黨籍及未經政黨推薦,2,高金素梅,無黨籍及未經政黨推薦,690
秀林鄉,銅門村,傅崐萁,中國國民黨,58,周玉梅,無黨籍及未經政黨推薦,0,張美慧,民主進步黨,28,許願神,無黨籍及未經政黨推薦,0,吳建智咖啡哥,無黨籍及未經政黨推薦,2,忠仁．達祿斯,無黨籍及未經政黨推薦,0,米甘幹．理佛克,無黨籍及未經政黨推薦,2,鄭天財 Sra‧Kacaw,中國國民黨,48,陳國榮,無黨籍及未經政黨推薦,0,陳政宗,無黨籍及未經政黨推薦,4,陳瑩,民主進步黨,2,高美珠,無黨籍及未經政黨推薦,0,黃仁,中國國民黨,8,伍麗華 Saidhai．Tahovecahe,民主進步黨,190,孔文吉,中國國民黨,372,張子孝,無黨籍及未經政黨推薦,164,李我要單列族名我的布農族名字是Savungaz Valincinan,無黨籍及未經政黨推薦,14,林世偉,無黨籍及未經政黨推薦,90,林果,無黨籍及未經政黨推薦,2,盧縣一,中國國民黨,18,胡黃廣文,無黨籍及未經政黨推薦,40,高畹芯,無黨籍及未經政黨推薦,0,高金素梅,無黨籍及未經政黨推薦,600
花蓮市,主信里,傅崐萁,中國國民黨,374,周玉梅,無黨籍及未經政黨推薦,2,張美慧,民主進步黨,416,許願神,無黨籍及未經政黨推薦,46,吳建智咖啡哥,無黨籍及未經政黨推薦,4,忠仁．達祿斯,無黨籍及未經政黨推薦,0,米甘幹．理佛克,無黨籍及未經政黨推薦,0,鄭天財 Sra‧Kacaw,中國國民黨,14,陳國榮,無黨籍及未經政黨推薦,2,陳政宗,無黨籍及未經政黨推薦,0,陳瑩,民主進步黨,2,高美珠,無黨籍及未經政黨推薦,0,黃仁,中國國民黨,2,伍麗華 Saidhai．Tahovecahe,民主進步黨,2,孔文吉,中國國民黨,8,張子孝,無黨籍及未經政黨推薦,2,李我要單列族名我的布農族名字是Savungaz Valincinan,無黨籍及未經政黨推薦,0,林世偉,無黨籍及未經政黨推薦,6,林果,無黨籍及未經政黨推薦,0,盧縣一,中國國民黨,0,胡黃廣文,無黨籍及未經政黨推薦,0,高畹芯,無黨籍及未經政黨推薦,0,高金素梅,無黨籍及未經政黨推薦,4
花蓮市,主力里,傅崐萁,中國國民黨,1502,周玉梅,無黨籍及未經政黨推薦,16,張美慧,民主進步黨,1428,許願神,無黨籍及未經政黨推薦,212,吳建智咖啡哥,無黨籍及未經政黨推薦,2,忠仁．達祿斯,無黨籍及未經政黨推薦,4,米甘幹．理佛克,無黨籍及未經政黨推薦,8,鄭天財 Sra‧Kacaw,中國國民黨,80,陳國榮,無黨籍及未經政黨推薦,0,陳政宗,無黨籍及未經政黨推薦,2,陳瑩,民主進步黨,24,高美珠,無黨籍及未經政黨推薦,4,黃仁,中國國民黨,16,伍麗華 Saidhai．Tahovecahe,民主進步黨,16,孔文吉,中國國民黨,10,張子孝,無黨籍及未經政黨推薦,4,李我要單列族名我的布農族名字是Savungaz Valincinan,無黨籍及未經政黨推薦,6,林世偉,無黨籍及未經政黨推薦,2,林果,無黨籍及未經政黨推薦,0,盧縣一,中國國民黨,2,胡黃廣文,無黨籍及未經政黨推薦,0,高畹芯,無黨籍及未經政黨推薦,0,高金素梅,無黨籍及未經政黨推薦,22
