行政區別,村里別,候選人1＿候選人名稱,候選人1＿黨籍,候選人1_得票數,候選人2＿候選人名稱,候選人2＿黨籍,候選人2_得票數,候選人3＿候選人名稱,候選人3＿黨籍,候選人3_得票數,候選人4＿候選人名稱,候選人4＿黨籍,候選人4_得票數,候選人5＿候選人名稱,候選人5＿黨籍,候選人5_得票數,候選人6＿候選人名稱,候選人6＿黨籍,候選人6_得票數,候選人7＿候選人名稱,候選人7＿黨籍,候選人7_得票數,候選人8＿候選人名稱,候選人8＿黨籍,候選人8_得票數,候選人9＿候選人名稱,候選人9＿黨籍,候選人9_得票數,候選人10＿候選人名稱,候選人10＿黨籍,候選人10_得票數,候選人11＿候選人名稱,候選人11＿黨籍,候選人11_得票數,候選人12＿候選人名稱,候選人12＿黨籍,候選人12_得票數,候選人13＿候選人名稱,候選人13＿黨籍,候選人13_得票數,候選人14＿候選人名稱,候選人14＿黨籍,候選人14_得票數,候選人15＿候選人名稱,候選人15＿黨籍,候選人15_得票數,候選人16＿候選人名稱,候選人16＿黨籍,候選人16_得票數,候選人17＿候選人名稱,候選人17＿黨籍,候選人17_得票數,候選人18＿候選人名稱,候選人18＿黨籍,候選人18_得票數,候選人19＿候選人名稱,候選人19＿黨籍,候選人19_得票數,候選人20＿候選人名稱,候選人20＿黨籍,候選人20_得票數,候選人21＿候選人名稱,候選人21＿黨籍,候選人21_得票數,候選人22＿候選人名稱,候選人22＿黨籍,候選人22_得票數,候選人23＿候選人名稱,候選人23＿黨籍,候選人23_得票數
壽豐鄉,樹湖村,傅崐萁,中國國民黨,212,周玉梅,無黨籍及未經政黨推薦,0,張美慧,民主進步黨,132,許願神,無黨籍及未經政黨推薦,14,吳建智咖啡哥,無黨籍及未經政黨推薦,2,忠仁．達祿斯,無黨籍及未經政黨推薦,2,米甘幹．理佛克,無黨籍及未經政黨推薦,0,鄭天財 Sra‧Kacaw,中國國民黨,40,陳國榮,無黨籍及未經政黨推薦,0,陳政宗,無黨籍及未經政黨推薦,0,陳瑩,民主進步黨,6,高美珠,無黨籍及未經政黨推薦,0,黃仁,中國國民黨,2,伍麗華 Saidhai．Tahovecahe,民主進步黨,0,孔文吉,中國國民黨,2,張子孝,無黨籍及未經政黨推薦,0,李我要單列族名我的布農族名字是Savungaz Valincinan,無黨籍及未經政黨推薦,0,林世偉,無黨籍及未經政黨推薦,0,林果,無黨籍及未經政黨推薦,0,盧縣一,中國國民黨,0,胡黃廣文,無黨籍及未經政黨推薦,0,高畹芯,無黨籍及未經政黨推薦,0,高金素梅,無黨籍及未經政黨推薦,4
壽豐鄉,水璉村,傅崐萁,中國國民黨,160,周玉梅,無黨籍及未經政黨推薦,0,張美慧,民主進步黨,140,許願神,無黨籍及未經政黨推薦,6,吳建智咖啡哥,無黨籍及未經政黨推薦,0,忠仁．達祿斯,無黨籍及未經政黨推薦,2,米甘幹．理佛克,無黨籍及未經政黨推薦,4,鄭天財 Sra‧Kacaw,中國國民黨,334,陳國榮,無黨籍及未經政黨推薦,2,陳政宗,無黨籍及未經政黨推薦,12,陳瑩,民主進步黨,78,高美珠,無黨籍及未經政黨推薦,0,黃仁,中國國民黨,44,伍麗華 Saidhai．Tahovecahe,民主進步黨,6,孔文吉,中國國民黨,10,張子孝,無黨籍及未經政黨推薦,0,李我要單列族名我的布農族名字是Savungaz Valincinan,無黨籍及未經政黨推薦,0,林世偉,無黨籍及未經政黨推薦,0,林果,無黨籍及未經政黨推薦,0,盧縣一,中國國民黨,0,胡黃廣文,無黨籍及未經政黨推薦,6,高畹芯,無黨籍及未經政黨推薦,0,高金素梅,無黨籍及未經政黨推薦,0
壽豐鄉,池南村,傅崐萁,中國國民黨,248,周玉梅,無黨籍及未經政黨推薦,0,張美慧,民主進步黨,250,許願神,無黨籍及未經政黨推薦,18,吳建智咖啡哥,無黨籍及未經政黨推薦,2,忠仁．達祿斯,無黨籍及未經政黨推薦,4,米甘幹．理佛克,無黨籍及未經政黨推薦,0,鄭天財 Sra‧Kacaw,中國國民黨,258,陳國榮,無黨籍及未經政黨推薦,4,陳政宗,無黨籍及未經政黨推薦,12,陳瑩,民主進步黨,54,高美珠,無黨籍及未經政黨推薦,8,黃仁,中國國民黨,4,伍麗華 Saidhai．Tahovecahe,民主進步黨,18,孔文吉,中國國民黨,4,張子孝,無黨籍及未經政黨推薦,0,李我要單列族名我的布農族名字是Savungaz Valincinan,無黨籍及未經政黨推薦,2,林世偉,無黨籍及未經政黨推薦,2,林果,無黨籍及未經政黨推薦,0,盧縣一,中國國民黨,2,胡黃廣文,無黨籍及未經政黨推薦,4,高畹芯,無黨籍及未經政黨推薦,0,高金素梅,無黨籍及未經政黨推薦,8
壽豐鄉,溪口村,傅崐萁,中國國民黨,402,周玉梅,無黨籍及未經政黨推薦,6,張美慧,民主進步黨,268,許願神,無黨籍及未經政黨推薦,40,吳建智咖啡哥,無黨籍及未經政黨推薦,4,忠仁．達祿斯,無黨籍及未經政黨推薦,4,米甘幹．理佛克,無黨籍及未經政黨推薦,0,鄭天財 Sra‧Kacaw,中國國民黨,326,陳國榮,無黨籍及未經政黨推薦,2,陳政宗,無黨籍及未經政黨推薦,6,陳瑩,民主進步黨,86,高美珠,無黨籍及未經政黨推薦,2,黃仁,中國國民黨,28,伍麗華 Saidhai．Tahovecahe,民主進步黨,0,孔文吉,中國國民黨,8,張子孝,無黨籍及未經政黨推薦,2,李我要單列族名我的布農族名字是Savungaz Valincinan,無黨籍及未經政黨推薦,2,林世偉,無黨籍及未經政黨推薦,0,林果,無黨籍及未經政黨推薦,0,盧縣一,中國國民黨,0,胡黃廣文,無黨籍及未經政黨推薦,0,高畹芯,無黨籍及未經政黨推薦,0,高金素梅,無黨籍及未經政黨推薦,10
壽豐鄉,米棧村,傅崐萁,中國國民黨,124,周玉梅,無黨籍及未經政黨推薦,0,張美慧,民主進步黨,48,許願神,無黨籍及未經政黨推薦,10,吳建智咖啡哥,無黨籍及未經政黨推薦,0,忠仁．達祿斯,無黨籍及未經政黨推薦,0,米甘幹．理佛克,無黨籍及未經政黨推薦,0,鄭天財 Sra‧Kacaw,中國國民黨,136,陳國榮,無黨籍及未經政黨推薦,0,陳政宗,無黨籍及未經政黨推薦,0,陳瑩,民主進步黨,16,高美珠,無黨籍及未經政黨推薦,2,黃仁,中國國民黨,10,伍麗華 Saidhai．Tahovecahe,民主進步黨,0,孔文吉,中國國民黨,2,張子孝,無黨籍及未經政黨推薦,0,李我要單列族名我的布農族名字是Savungaz Valincinan,無黨籍及未經政黨推薦,0,林世偉,無黨籍及未經政黨推薦,0,林果,無黨籍及未經政黨推薦,0,盧縣一,中國國民黨,0,胡黃廣文,無黨籍及未經政黨推薦,0,高畹芯,無黨籍及未經政黨推薦,0,高金素梅,無黨籍及未經政黨推薦,0
壽豐鄉,豐坪村,傅崐萁,中國國民黨,506,周玉梅,無黨籍及未經政黨推薦,14,張美慧,民主進步黨,270,許願神,無黨籍及未經政黨推薦,26,吳建智咖啡哥,無黨籍及未經政黨推薦,0,忠仁．達祿斯,無黨籍及未經政黨推薦,4,米甘幹．理佛克,無黨籍及未經政黨推薦,0,鄭天財 Sra‧Kacaw,中國國民黨,122,陳國榮,無黨籍及未經政黨推薦,0,陳政宗,無黨籍及未經政黨推薦,6,陳瑩,民主進步黨,32,高美珠,無黨籍及未經政黨推薦,6,黃仁,中國國民黨,24,伍麗華 Saidhai．Tahovecahe,民主進步黨,4,孔文吉,中國國民黨,0,張子孝,無黨籍及未經政黨推薦,0,李我要單列族名我的布農族名字是Savungaz Valincinan,無黨籍及未經政黨推薦,0,林世偉,無黨籍及未經政黨推薦,2,林果,無黨籍及未經政黨推薦,0,盧縣一,中國國民黨,2,胡黃廣文,無黨籍及未經政黨推薦,0,高畹芯,無黨籍及未經政黨推薦,0,高金素梅,無黨籍及未經政黨推薦,4
壽豐鄉,豐山村,傅崐萁,中國國民黨,1138,周玉梅,無黨籍及未經政黨推薦,16,張美慧,民主進步黨,738,許願神,無黨籍及未經政黨推薦,66,吳建智咖啡哥,無黨籍及未經政黨推薦,4,忠仁．達祿斯,無黨籍及未經政黨推薦,6,米甘幹．理佛克,無黨籍及未經政黨推薦,0,鄭天財 Sra‧Kacaw,中國國民黨,102,陳國榮,無黨籍及未經政黨推薦,0,陳政宗,無黨籍及未經政黨推薦,6,陳瑩,民主進步黨,44,高美珠,無黨籍及未經政黨推薦,12,黃仁,中國國民黨,44,伍麗華 Saidhai．Tahovecahe,民主進步黨,4,孔文吉,中國國民黨,2,張子孝,無黨籍及未經政黨推薦,4,李我要單列族名我的布農族名字是Savungaz Valincinan,無黨籍及未經政黨推薦,6,林世偉,無黨籍及未經政黨推薦,6,林果,無黨籍及未經政黨推薦,0,盧縣一,中國國民黨,0,胡黃廣文,無黨籍及未經政黨推薦,0,高畹芯,無黨籍及未經政黨推薦,0,高金素梅,無黨籍及未經政黨推薦,14
壽豐鄉,豐裡村,傅崐萁,中國國民黨,800,周玉梅,無黨籍及未經政黨推薦,8,張美慧,民主進步黨,522,許願神,無黨籍及未經政黨推薦,66,吳建智咖啡哥,無黨籍及未經政黨推薦,2,忠仁．達祿斯,無黨籍及未經政黨推薦,2,米甘幹．理佛克,無黨籍及未經政黨推薦,2,鄭天財 Sra‧Kacaw,中國國民黨,126,陳國榮,無黨籍及未經政黨推薦,0,陳政宗,無黨籍及未經政黨推薦,6,陳瑩,民主進步黨,32,高美珠,無黨籍及未經政黨推薦,2,黃仁,中國國民黨,24,伍麗華 Saidhai．Tahovecahe,民主進步黨,6,孔文吉,中國國民黨,6,張子孝,無黨籍及未經政黨推薦,8,李我要單列族名我的布農族名字是Savungaz Valincinan,無黨籍及未經政黨推薦,0,林世偉,無黨籍及未經政黨推薦,0,林果,無黨籍及未經政黨推薦,0,盧縣一,中國國民黨,0,胡黃廣文,無黨籍及未經政黨推薦,4,高畹芯,無黨籍及未經政黨推薦,0,高金素梅,無黨籍及未經政黨推薦,10
壽豐鄉,鹽寮村,傅崐萁,中國國民黨,196,周玉梅,無黨籍及未經政黨推薦,0,張美慧,民主進步黨,148,許願神,無黨籍及未經政黨推薦,22,吳建智咖啡哥,無黨籍及未經政黨推薦,2,忠仁．達祿斯,無黨籍及未經政黨推薦,0,米甘幹．理佛克,無黨籍及未經政黨推薦,0,鄭天財 Sra‧Kacaw,中國國民黨,138,陳國榮,無黨籍及未經政黨推薦,0,陳政宗,無黨籍及未經政黨推薦,2,陳瑩,民主進步黨,62,高美珠,無黨籍及未經政黨推薦,4,黃仁,中國國民黨,10,伍麗華 Saidhai．Tahovecahe,民主進步黨,0,孔文吉,中國國民黨,4,張子孝,無黨籍及未經政黨推薦,0,李我要單列族名我的布農族名字是Savungaz Valincinan,無黨籍及未經政黨推薦,0,林世偉,無黨籍及未經政黨推薦,0,林果,無黨籍及未經政黨推薦,0,盧縣一,中國國民黨,0,胡黃廣文,無黨籍及未經政黨推薦,2,高畹芯,無黨籍及未經政黨推薦,0,高金素梅,無黨籍及未經政黨推薦,10
富里鄉,吳江村,傅崐萁,中國國民黨,226,周玉梅,無黨籍及未經政黨推薦,6,張美慧,民主進步黨,110,許願神,無黨籍及未經政黨推薦,6,吳建智咖啡哥,無黨籍及未經政黨推薦,0,忠仁．達祿斯,無黨籍及未經政黨推薦,0,米甘幹．理佛克,無黨籍及未經政黨推薦,0,鄭天財 Sra‧Kacaw,中國國民黨,42,陳國榮,無黨籍及未經政黨推薦,0,陳政宗,無黨籍及未經政黨推薦,0,陳瑩,民主進步黨,18,高美珠,無黨籍及未經政黨推薦,0,黃仁,中國國民黨,2,伍麗華 Saidhai．Tahovecahe,民主進步黨,0,孔文吉,中國國民黨,4,張子孝,無黨籍及未經政黨推薦,0,李我要單列族名我的布農族名字是Savungaz Valincinan,無黨籍及未經政黨推薦,2,林世偉,無黨籍及未經政黨推薦,0,林果,無黨籍及未經政黨推薦,0,盧縣一,中國國民黨,0,胡黃廣文,無黨籍及未經政黨推薦,4,高畹芯,無黨籍及未經政黨推薦,0,高金素梅,無黨籍及未經政黨推薦,10
富里鄉,學田村,傅崐萁,中國國民黨,364,周玉梅,無黨籍及未經政黨推薦,4,張美慧,民主進步黨,246,許願神,無黨籍及未經政黨推薦,12,吳建智咖啡哥,無黨籍及未經政黨推薦,0,忠仁．達祿斯,無黨籍及未經政黨推薦,0,米甘幹．理佛克,無黨籍及未經政黨推薦,0,鄭天財 Sra‧Kacaw,中國國民黨,52,陳國榮,無黨籍及未經政黨推薦,2,陳政宗,無黨籍及未經政黨推薦,8,陳瑩,民主進步黨,24,高美珠,無黨籍及未經政黨推薦,2,黃仁,中國國民黨,8,伍麗華 Saidhai．Tahovecahe,民主進步黨,0,孔文吉,中國國民黨,2,張子孝,無黨籍及未經政黨推薦,2,李我要單列族名我的布農族名字是Savungaz Valincinan,無黨籍及未經政黨推薦,0,林世偉,無黨籍及未經政黨推薦,2,林果,無黨籍及未經政黨推薦,0,盧縣一,中國國民黨,4,胡黃廣文,無黨籍及未經政黨推薦,2,高畹芯,無黨籍及未經政黨推薦,0,高金素梅,無黨籍及未經政黨推薦,0
富里鄉,富南村,傅崐萁,中國國民黨,276,周玉梅,無黨籍及未經政黨推薦,6,張美慧,民主進步黨,104,許願神,無黨籍及未經政黨推薦,12,吳建智咖啡哥,無黨籍及未經政黨推薦,0,忠仁．達祿斯,無黨籍及未經政黨推薦,0,米甘幹．理佛克,無黨籍及未經政黨推薦,0,鄭天財 Sra‧Kacaw,中國國民黨,38,陳國榮,無黨籍及未經政黨推薦,0,陳政宗,無黨籍及未經政黨推薦,0,陳瑩,民主進步黨,18,高美珠,無黨籍及未經政黨推薦,2,黃仁,中國國民黨,0,伍麗華 Saidhai．Tahovecahe,民主進步黨,0,孔文吉,中國國民黨,0,張子孝,無黨籍及未經政黨推薦,0,李我要單列族名我的布農族名字是Savungaz Valincinan,無黨籍及未經政黨推薦,0,林世偉,無黨籍及未經政黨推薦,0,林果,無黨籍及未經政黨推薦,0,盧縣一,中國國民黨,2,胡黃廣文,無黨籍及未經政黨推薦,0,高畹芯,無黨籍及未經政黨推薦,0,高金素梅,無黨籍及未經政黨推薦,0
富里鄉,富里村,傅崐萁,中國國民黨,878,周玉梅,無黨籍及未經政黨推薦,8,張美慧,民主進步黨,416,許願神,無黨籍及未經政黨推薦,28,吳建智咖啡哥,無黨籍及未經政黨推薦,0,忠仁．達祿斯,無黨籍及未經政黨推薦,0,米甘幹．理佛克,無黨籍及未經政黨推薦,0,鄭天財 Sra‧Kacaw,中國國民黨,10,陳國榮,無黨籍及未經政黨推薦,2,陳政宗,無黨籍及未經政黨推薦,2,陳瑩,民主進步黨,20,高美珠,無黨籍及未經政黨推薦,0,黃仁,中國國民黨,4,伍麗華 Saidhai．Tahovecahe,民主進步黨,2,孔文吉,中國國民黨,4,張子孝,無黨籍及未經政黨推薦,0,李我要單列族名我的布農族名字是Savungaz Valincinan,無黨籍及未經政黨推薦,6,林世偉,無黨籍及未經政黨推薦,2,林果,無黨籍及未經政黨推薦,0,盧縣一,中國國民黨,0,胡黃廣文,無黨籍及未經政黨推薦,0,高畹芯,無黨籍及未經政黨推薦,0,高金素梅,無黨籍及未經政黨推薦,12
富里鄉,新興村,傅崐萁,中國國民黨,312,周玉梅,無黨籍及未經政黨推薦,8,張美慧,民主進步黨,126,許願神,無黨籍及未經政黨推薦,14,吳建智咖啡哥,無黨籍及未經政黨推薦,2,忠仁．達祿斯,無黨籍及未經政黨推薦,4,米甘幹．理佛克,無黨籍及未經政黨推薦,0,鄭天財 Sra‧Kacaw,中國國民黨,58,陳國榮,無黨籍及未經政黨推薦,0,陳政宗,無黨籍及未經政黨推薦,0,陳瑩,民主進步黨,40,高美珠,無黨籍及未經政黨推薦,4,黃仁,中國國民黨,6,伍麗華 Saidhai．Tahovecahe,民主進步黨,2,孔文吉,中國國民黨,4,張子孝,無黨籍及未經政黨推薦,0,李我要單列族名我的布農族名字是Savungaz Valincinan,無黨籍及未經政黨推薦,0,林世偉,無黨籍及未經政黨推薦,0,林果,無黨籍及未經政黨推薦,0,盧縣一,中國國民黨,0,胡黃廣文,無黨籍及未經政黨推薦,0,高畹芯,無黨籍及未經政黨推薦,0,高金素梅,無黨籍及未經政黨推薦,6
富里鄉,明里村,傅崐萁,中國國民黨,258,周玉梅,無黨籍及未經政黨推薦,2,張美慧,民主進步黨,90,許願神,無黨籍及未經政黨推薦,8,吳建智咖啡哥,無黨籍及未經政黨推薦,0,忠仁．達祿斯,無黨籍及未經政黨推薦,0,米甘幹．理佛克,無黨籍及未經政黨推薦,0,鄭天財 Sra‧Kacaw,中國國民黨,20,陳國榮,無黨籍及未經政黨推薦,0,陳政宗,無黨籍及未經政黨推薦,0,陳瑩,民主進步黨,0,高美珠,無黨籍及未經政黨推薦,0,黃仁,中國國民黨,0,伍麗華 Saidhai．Tahovecahe,民主進步黨,0,孔文吉,中國國民黨,0,張子孝,無黨籍及未經政黨推薦,0,李我要單列族名我的布農族名字是Savungaz Valincinan,無黨籍及未經政黨推薦,0,林世偉,無黨籍及未經政黨推薦,0,林果,無黨籍及未經政黨推薦,0,盧縣一,中國國民黨,2,胡黃廣文,無黨籍及未經政黨推薦,0,高畹芯,無黨籍及未經政黨推薦,0,高金素梅,無黨籍及未經政黨推薦,4
富里鄉,東里村,傅崐萁,中國國民黨,482,周玉梅,無黨籍及未經政黨推薦,8,張美慧,民主進步黨,278,許願神,無黨籍及未經政黨推薦,28,吳建智咖啡哥,無黨籍及未經政黨推薦,0,忠仁．達祿斯,無黨籍及未經政黨推薦,4,米甘幹．理佛克,無黨籍及未經政黨推薦,0,鄭天財 Sra‧Kacaw,中國國民黨,68,陳國榮,無黨籍及未經政黨推薦,6,陳政宗,無黨籍及未經政黨推薦,6,陳瑩,民主進步黨,42,高美珠,無黨籍及未經政黨推薦,2,黃仁,中國國民黨,6,伍麗華 Saidhai．Tahovecahe,民主進步黨,0,孔文吉,中國國民黨,8,張子孝,無黨籍及未經政黨推薦,0,李我要單列族名我的布農族名字是Savungaz Valincinan,無黨籍及未經政黨推薦,2,林世偉,無黨籍及未經政黨推薦,0,林果,無黨籍及未經政黨推薦,0,盧縣一,中國國民黨,0,胡黃廣文,無黨籍及未經政黨推薦,2,高畹芯,無黨籍及未經政黨推薦,0,高金素梅,無黨籍及未經政黨推薦,4
富里鄉,永豐村,傅崐萁,中國國民黨,308,周玉梅,無黨籍及未經政黨推薦,0,張美慧,民主進步黨,120,許願神,無黨籍及未經政黨推薦,8,吳建智咖啡哥,無黨籍及未經政黨推薦,0,忠仁．達祿斯,無黨籍及未經政黨推薦,0,米甘幹．理佛克,無黨籍及未經政黨推薦,0,鄭天財 Sra‧Kacaw,中國國民黨,6,陳國榮,無黨籍及未經政黨推薦,0,陳政宗,無黨籍及未經政黨推薦,0,陳瑩,民主進步黨,2,高美珠,無黨籍及未經政黨推薦,2,黃仁,中國國民黨,0,伍麗華 Saidhai．Tahovecahe,民主進步黨,0,孔文吉,中國國民黨,0,張子孝,無黨籍及未經政黨推薦,0,李我要單列族名我的布農族名字是Savungaz Valincinan,無黨籍及未經政黨推薦,0,林世偉,無黨籍及未經政黨推薦,0,林果,無黨籍及未經政黨推薦,0,盧縣一,中國國民黨,0,胡黃廣文,無黨籍及未經政黨推薦,0,高畹芯,無黨籍及未經政黨推薦,0,高金素梅,無黨籍及未經政黨推薦,4
富里鄉,石牌村,傅崐萁,中國國民黨,656,周玉梅,無黨籍及未經政黨推薦,2,張美慧,民主進步黨,274,許願神,無黨籍及未經政黨推薦,18,吳建智咖啡哥,無黨籍及未經政黨推薦,0,忠仁．達祿斯,無黨籍及未經政黨推薦,2,米甘幹．理佛克,無黨籍及未經政黨推薦,0,鄭天財 Sra‧Kacaw,中國國民黨,26,陳國榮,無黨籍及未經政黨推薦,4,陳政宗,無黨籍及未經政黨推薦,0,陳瑩,民主進步黨,4,高美珠,無黨籍及未經政黨推薦,0,黃仁,中國國民黨,0,伍麗華 Saidhai．Tahovecahe,民主進步黨,0,孔文吉,中國國民黨,4,張子孝,無黨籍及未經政黨推薦,0,李我要單列族名我的布農族名字是Savungaz Valincinan,無黨籍及未經政黨推薦,0,林世偉,無黨籍及未經政黨推薦,0,林果,無黨籍及未經政黨推薦,0,盧縣一,中國國民黨,6,胡黃廣文,無黨籍及未經政黨推薦,2,高畹芯,無黨籍及未經政黨推薦,0,高金素梅,無黨籍及未經政黨推薦,0
富里鄉,竹田村,傅崐萁,中國國民黨,796,周玉梅,無黨籍及未經政黨推薦,2,張美慧,民主進步黨,258,許願神,無黨籍及未經政黨推薦,40,吳建智咖啡哥,無黨籍及未經政黨推薦,0,忠仁．達祿斯,無黨籍及未經政黨推薦,4,米甘幹．理佛克,無黨籍及未經政黨推薦,0,鄭天財 Sra‧Kacaw,中國國民黨,38,陳國榮,無黨籍及未經政黨推薦,0,陳政宗,無黨籍及未經政黨推薦,0,陳瑩,民主進步黨,30,高美珠,無黨籍及未經政黨推薦,0,黃仁,中國國民黨,8,伍麗華 Saidhai．Tahovecahe,民主進步黨,2,孔文吉,中國國民黨,6,張子孝,無黨籍及未經政黨推薦,0,李我要單列族名我的布農族名字是Savungaz Valincinan,無黨籍及未經政黨推薦,2,林世偉,無黨籍及未經政黨推薦,0,林果,無黨籍及未經政黨推薦,0,盧縣一,中國國民黨,0,胡黃廣文,無黨籍及未經政黨推薦,0,高畹芯,無黨籍及未經政黨推薦,0,高金素梅,無黨籍及未經政黨推薦,4
富里鄉,羅山村,傅崐萁,中國國民黨,334,周玉梅,無黨籍及未經政黨推薦,2,張美慧,民主進步黨,110,許願神,無黨籍及未經政黨推薦,8,吳建智咖啡哥,無黨籍及未經政黨推薦,0,忠仁．達祿斯,無黨籍及未經政黨推薦,0,米甘幹．理佛克,無黨籍及未經政黨推薦,0,鄭天財 Sra‧Kacaw,中國國民黨,4,陳國榮,無黨籍及未經政黨推薦,2,陳政宗,無黨籍及未經政黨推薦,2,陳瑩,民主進步黨,2,高美珠,無黨籍及未經政黨推薦,0,黃仁,中國國民黨,0,伍麗華 Saidhai．Tahovecahe,民主進步黨,0,孔文吉,中國國民黨,0,張子孝,無黨籍及未經政黨推薦,0,李我要單列族名我的布農族名字是Savungaz Valincinan,無黨籍及未經政黨推薦,0,林世偉,無黨籍及未經政黨推薦,0,林果,無黨籍及未經政黨推薦,0,盧縣一,中國國民黨,0,胡黃廣文,無黨籍及未經政黨推薦,0,高畹芯,無黨籍及未經政黨推薦,0,高金素梅,無黨籍及未經政黨推薦,2
富里鄉,萬寧村,傅崐萁,中國國民黨,330,周玉梅,無黨籍及未經政黨推薦,2,張美慧,民主進步黨,108,許願神,無黨籍及未經政黨推薦,16,吳建智咖啡哥,無黨籍及未經政黨推薦,0,忠仁．達祿斯,無黨籍及未經政黨推薦,2,米甘幹．理佛克,無黨籍及未經政黨推薦,0,鄭天財 Sra‧Kacaw,中國國民黨,90,陳國榮,無黨籍及未經政黨推薦,0,陳政宗,無黨籍及未經政黨推薦,10,陳瑩,民主進步黨,22,高美珠,無黨籍及未經政黨推薦,2,黃仁,中國國民黨,12,伍麗華 Saidhai．Tahovecahe,民主進步黨,0,孔文吉,中國國民黨,0,張子孝,無黨籍及未經政黨推薦,0,李我要單列族名我的布農族名字是Savungaz Valincinan,無黨籍及未經政黨推薦,0,林世偉,無黨籍及未經政黨推薦,0,林果,無黨籍及未經政黨推薦,0,盧縣一,中國國民黨,0,胡黃廣文,無黨籍及未經政黨推薦,0,高畹芯,無黨籍及未經政黨推薦,0,高金素梅,無黨籍及未經政黨推薦,0
富里鄉,豐南村,傅崐萁,中國國民黨,156,周玉梅,無黨籍及未經政黨推薦,2,張美慧,民主進步黨,72,許願神,無黨籍及未經政黨推薦,6,吳建智咖啡哥,無黨籍及未經政黨推薦,2,忠仁．達祿斯,無黨籍及未經政黨推薦,10,米甘幹．理佛克,無黨籍及未經政黨推薦,0,鄭天財 Sra‧Kacaw,中國國民黨,244,陳國榮,無黨籍及未經政黨推薦,2,陳政宗,無黨籍及未經政黨推薦,6,陳瑩,民主進步黨,110,高美珠,無黨籍及未經政黨推薦,4,黃仁,中國國民黨,14,伍麗華 Saidhai．Tahovecahe,民主進步黨,0,孔文吉,中國國民黨,4,張子孝,無黨籍及未經政黨推薦,0,李我要單列族名我的布農族名字是Savungaz Valincinan,無黨籍及未經政黨推薦,2,林世偉,無黨籍及未經政黨推薦,0,林果,無黨籍及未經政黨推薦,0,盧縣一,中國國民黨,0,胡黃廣文,無黨籍及未經政黨推薦,2,高畹芯,無黨籍及未經政黨推薦,0,高金素梅,無黨籍及未經政黨推薦,4
新城鄉,佳林村,傅崐萁,中國國民黨,528,周玉梅,無黨籍及未經政黨推薦,2,張美慧,民主進步黨,386,許願神,無黨籍及未經政黨推薦,38,吳建智咖啡哥,無黨籍及未經政黨推薦,2,忠仁．達祿斯,無黨籍及未經政黨推薦,2,米甘幹．理佛克,無黨籍及未經政黨推薦,0,鄭天財 Sra‧Kacaw,中國國民黨,140,陳國榮,無黨籍及未經政黨推薦,0,陳政宗,無黨籍及未經政黨推薦,2,陳瑩,民主進步黨,40,高美珠,無黨籍及未經政黨推薦,10,黃仁,中國國民黨,16,伍麗華 Saidhai．Tahovecahe,民主進步黨,8,孔文吉,中國國民黨,20,張子孝,無黨籍及未經政黨推薦,10,李我要單列族名我的布農族名字是Savungaz Valincinan,無黨籍及未經政黨推薦,2,林世偉,無黨籍及未經政黨推薦,0,林果,無黨籍及未經政黨推薦,0,盧縣一,中國國民黨,10,胡黃廣文,無黨籍及未經政黨推薦,4,高畹芯,無黨籍及未經政黨推薦,0,高金素梅,無黨籍及未經政黨推薦,36
新城鄉,北埔村,傅崐萁,中國國民黨,1678,周玉梅,無黨籍及未經政黨推薦,18,張美慧,民主進步黨,1116,許願神,無黨籍及未經政黨推薦,158,吳建智咖啡哥,無黨籍及未經政黨推薦,10,忠仁．達祿斯,無黨籍及未經政黨推薦,2,米甘幹．理佛克,無黨籍及未經政黨推薦,2,鄭天財 Sra‧Kacaw,中國國民黨,294,陳國榮,無黨籍及未經政黨推薦,14,陳政宗,無黨籍及未經政黨推薦,22,陳瑩,民主進步黨,86,高美珠,無黨籍及未經政黨推薦,22,黃仁,中國國民黨,44,伍麗華 Saidhai．Tahovecahe,民主進步黨,50,孔文吉,中國國民黨,78,張子孝,無黨籍及未經政黨推薦,40,李我要單列族名我的布農族名字是Savungaz Valincinan,無黨籍及未經政黨推薦,16,林世偉,無黨籍及未經政黨推薦,18,林果,無黨籍及未經政黨推薦,0,盧縣一,中國國民黨,12,胡黃廣文,無黨籍及未經政黨推薦,26,高畹芯,無黨籍及未經政黨推薦,2,高金素梅,無黨籍及未經政黨推薦,114
