行政區別,村里別,傅國淵,古明光,吳東昇,吳玉蘭,呂政軒,呂理忠,妲力禡．拿亥蘇嵐Talima．Naqaisulan,宋虹儀,巫佳霓,張玉麗,張秀春,李振瑋,李桂英Savis Takis vilaian,林玉梅,林禹賢,潘秋香,王振益,王敏,王火木,王碧雪,王金華,田東昇,督溪．嗨岱,石進燕,羅文騰,范姜幸玲,蘇美珠,蘇貴妹Kimi．Yuji,邱玉林,金云湘,陳國政,陳林宗義,韓林梅,馬光榮,高小成Qaisul．Tamapima,魏鈺晟,黃建華,黃瑞文,傅國淵_黨籍,古明光_黨籍,吳東昇_黨籍,吳玉蘭_黨籍,呂政軒_黨籍,呂理忠_黨籍,妲力禡．拿亥蘇嵐Talima．Naqaisulan_黨籍,宋虹儀_黨籍,巫佳霓_黨籍,張玉麗_黨籍,張秀春_黨籍,李振瑋_黨籍,李桂英Savis Takis vilaian_黨籍,林玉梅_黨籍,林禹賢_黨籍,潘秋香_黨籍,王振益_黨籍,王敏_黨籍,王火木_黨籍,王碧雪_黨籍,王金華_黨籍,田東昇_黨籍,督溪．嗨岱_黨籍,石進燕_黨籍,羅文騰_黨籍,范姜幸玲_黨籍,蘇美珠_黨籍,蘇貴妹Kimi．Yuji_黨籍,邱玉林_黨籍,金云湘_黨籍,陳國政_黨籍,陳林宗義_黨籍,韓林梅_黨籍,馬光榮_黨籍,高小成Qaisul．Tamapima_黨籍,魏鈺晟_黨籍,黃建華_黨籍,黃瑞文_黨籍
富里鄉第02選區,明里村,,,,52.0,,,,,,70.0,202.0,,24.0,,,28.0,,,,,,,,22.0,,,,,,,,,,,54.0,,,,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨
富里鄉第02選區,東里村,,,,,,,16.0,,,,,,,,,,,738.0,,72.0,,76.0,156.0,,,,,56.0,,,,,,,,,,,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨
富里鄉第02選區,永豐村,,,,102.0,,,,,,78.0,78.0,,52.0,,,60.0,,,,,,,,118.0,,,,,,,,,,,76.0,,,,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨
富里鄉第02選區,石牌村,,,,126.0,,,,,,224.0,160.0,,82.0,,,92.0,,,,,,,,336.0,,,,,,,,,,,182.0,,,,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨
富里鄉第02選區,竹田村,,,,,,,44.0,,,,,,,,,,,22.0,,448.0,,310.0,356.0,,,,,228.0,,,,,,,,,,,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨
富里鄉第02選區,羅山村,,,,,,,14.0,,,,,,,,,,,8.0,,154.0,,194.0,50.0,,,,,108.0,,,,,,,,,,,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨
富里鄉第02選區,萬寧村,,,,,,,18.0,,,,,,,,,,,130.0,,80.0,,122.0,124.0,,,,,114.0,,,,,,,,,,,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨
富里鄉第02選區,豐南村,,,,54.0,,,,,,36.0,84.0,,20.0,,,36.0,,,,,,,,50.0,,,,,,,,,,,52.0,,,,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨
新城鄉第03選區,佳林村,,44.0,,,,,,206.0,,,,,,,,,230.0,,,,74.0,,,,,,,,,,,78.0,,194.0,,,,,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨
新城鄉第03選區,北埔村,,,,750.0,,,,,,,396.0,,536.0,,,214.0,,,,,,,,344.0,,,,,,,,,,,1000.0,,,,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨
新城鄉第03選區,嘉新村,,44.0,,,,,,126.0,,,,,,,,,110.0,,,,336.0,,,,,,,,,,,344.0,,190.0,,,,,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨
新城鄉第03選區,嘉里村,,270.0,,,,,,1066.0,,,,,,,,,510.0,,,,182.0,,,,,,,,,,,424.0,,724.0,,,,,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨
新城鄉第03選區,大漢村,,,,462.0,,,,,,,158.0,,422.0,,,156.0,,,,,,,,272.0,,,,,,,,,,,402.0,,,,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨
新城鄉第03選區,康樂村,,,,704.0,,,,,,,220.0,,532.0,,,168.0,,,,,,,,532.0,,,,,,,,,,,190.0,,,,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨
新城鄉第03選區,新城村,,,,,,,,,,,,,,,,,,828.0,,,,,826.0,,,,,,,,,,,,,,,,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨
新城鄉第03選區,順安村,,,,,,,,,,,,,,,,,,414.0,,,,,492.0,,,,,,,,,,,,,,,,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨
玉里鎮第02選區,三民里,,,,,,92.0,44.0,,,,,,,,,,,130.0,,262.0,,202.0,72.0,,,,,136.0,146.0,,,,,,,,,,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨
玉里鎮第02選區,中城里,,,,,,632.0,370.0,,,,,,,,,,,800.0,,1190.0,,488.0,618.0,,,,,418.0,1058.0,,,,,,,,,,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨
玉里鎮第02選區,啟模里,,,,,,142.0,208.0,,,,,,,,,,,142.0,,402.0,,164.0,198.0,,,,,276.0,248.0,,,,,,,,,,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨
玉里鎮第02選區,國武里,,,,,,112.0,76.0,,,,,,,,,,,110.0,,502.0,,110.0,224.0,,,,,110.0,216.0,,,,,,,,,,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨
玉里鎮第02選區,大禹里,,,,,,68.0,30.0,,,,,,,,,,,86.0,,134.0,,416.0,48.0,,,,,134.0,76.0,,,,,,,,,,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨
玉里鎮第02選區,德武里,,,,,,,,,,,,,,,,,,,,,,,,76.0,,,,,,,,,,,,,,,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨
玉里鎮第02選區,春日里,,,,,,,,,,,,,,,,,,,,,,,,386.0,,,,,,,,,,,,,,,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨
玉里鎮第02選區,東豐里,,,,,,,,,,,,,,,,,,,,,,,,368.0,,,,,,,,,,,,,,,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨
玉里鎮第02選區,松浦里,,,,,,,,,,,,,,,,,,,,,,,,386.0,,,,,,,,,,,,,,,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨
玉里鎮第02選區,樂合里,,,,,,,,,,,,,,,,,,,,,,,,332.0,,,,,,,,,,,,,,,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨
玉里鎮第02選區,永昌里,,,,,,106.0,92.0,,,,,,,,,,,60.0,,238.0,,178.0,148.0,,,,,128.0,170.0,,,,,,,,,,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨
玉里鎮第02選區,泰昌里,,,,,,104.0,44.0,,,,,,,,,,,56.0,,242.0,,100.0,180.0,,,,,148.0,140.0,,,,,,,,,,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨
玉里鎮第02選區,源城里,,,,,,112.0,82.0,,,,,,,,,,,154.0,,286.0,,74.0,358.0,,,,,84.0,84.0,,,,,,,,,,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨
玉里鎮第02選區,觀音里,,,,,,,,,,,,,,,,,,,,,,,,846.0,,,,,,,,,,,,,,,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨
