行政區別,村里別,何禮臺,劉曉玫,吳建志,康木樹,張峻,張智冠,張正治,張錫銘,徐雪玉,方建興,施慧萍,施金樹,李秋旺,林宗昆,林殷全,楊文值,楊華美,江如玲,游淑貞,游美雲,潘富民,王燕美,莊枝財,葉鯤璟,蔡秋龍,蘇孝信,謝國榮,謝明圳,賴進坤,邱永双,鄭乾龍,釋楊悟空,魏嘉賢,黃振富,黃晨霖,何禮臺_黨籍,劉曉玫_黨籍,吳建志_黨籍,康木樹_黨籍,張峻_黨籍,張智冠_黨籍,張正治_黨籍,張錫銘_黨籍,徐雪玉_黨籍,方建興_黨籍,施慧萍_黨籍,施金樹_黨籍,李秋旺_黨籍,林宗昆_黨籍,林殷全_黨籍,楊文值_黨籍,楊華美_黨籍,江如玲_黨籍,游淑貞_黨籍,游美雲_黨籍,潘富民_黨籍,王燕美_黨籍,莊枝財_黨籍,葉鯤璟_黨籍,蔡秋龍_黨籍,蘇孝信_黨籍,謝國榮_黨籍,謝明圳_黨籍,賴進坤_黨籍,邱永双_黨籍,鄭乾龍_黨籍,釋楊悟空_黨籍,魏嘉賢_黨籍,黃振富_黨籍,黃晨霖_黨籍
花蓮市,國華里,,248.0,,,,,,,,154.0,170.0,256.0,328.0,224.0,,258.0,108.0,98.0,,,,,170.0,,,,208.0,,,,,122.0,256.0,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
花蓮市,國裕里,,244.0,,,,,,,,256.0,270.0,476.0,530.0,290.0,,348.0,166.0,130.0,,,,,290.0,,,,174.0,,,,,82.0,808.0,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
花蓮市,國防里,,60.0,,,,,,,,66.0,80.0,76.0,94.0,80.0,,94.0,28.0,28.0,,,,,46.0,,,,72.0,,,,,26.0,110.0,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
花蓮市,國風里,,282.0,,,,,,,,216.0,216.0,330.0,550.0,282.0,,424.0,180.0,180.0,,,,,276.0,,,,240.0,,,,,70.0,310.0,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
花蓮市,國魂里,,194.0,,,,,,,,146.0,112.0,208.0,274.0,134.0,,230.0,112.0,130.0,,,,,150.0,,,,118.0,,,,,40.0,202.0,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
花蓮市,民主里,,34.0,,,,,,,,8.0,10.0,30.0,42.0,56.0,,208.0,38.0,4.0,,,,,14.0,,,,36.0,,,,,6.0,20.0,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
花蓮市,民享里,,184.0,,,,,,,,86.0,184.0,194.0,178.0,166.0,,284.0,230.0,102.0,,,,,148.0,,,,312.0,,,,,86.0,228.0,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
花蓮市,民勤里,,210.0,,,,,,,,174.0,214.0,166.0,254.0,172.0,,356.0,292.0,110.0,,,,,150.0,,,,378.0,,,,,88.0,334.0,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
花蓮市,民孝里,,220.0,,,,,,,,148.0,150.0,264.0,370.0,226.0,,302.0,268.0,112.0,,,,,196.0,,,,564.0,,,,,56.0,372.0,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
花蓮市,民德里,,90.0,,,,,,,,96.0,112.0,64.0,162.0,92.0,,190.0,166.0,64.0,,,,,66.0,,,,144.0,,,,,62.0,202.0,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
花蓮市,民心里,,110.0,,,,,,,,48.0,52.0,134.0,148.0,102.0,,122.0,50.0,32.0,,,,,56.0,,,,90.0,,,,,14.0,86.0,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
花蓮市,民意里,,72.0,,,,,,,,40.0,96.0,108.0,114.0,132.0,,308.0,58.0,104.0,,,,,134.0,,,,458.0,,,,,84.0,228.0,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
花蓮市,民政里,,236.0,,,,,,,,202.0,200.0,236.0,428.0,206.0,,398.0,370.0,118.0,,,,,272.0,,,,294.0,,,,,80.0,402.0,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
花蓮市,民族里,,40.0,,,,,,,,24.0,18.0,32.0,56.0,126.0,,44.0,22.0,0.0,,,,,12.0,,,,20.0,,,,,10.0,48.0,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
花蓮市,民有里,,18.0,,,,,,,,20.0,26.0,16.0,46.0,118.0,,364.0,36.0,44.0,,,,,30.0,,,,34.0,,,,,12.0,30.0,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
花蓮市,民樂里,,36.0,,,,,,,,28.0,28.0,44.0,78.0,50.0,,54.0,72.0,22.0,,,,,54.0,,,,40.0,,,,,18.0,42.0,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
花蓮市,民權里,,16.0,,,,,,,,8.0,24.0,14.0,20.0,46.0,,150.0,42.0,8.0,,,,,18.0,,,,28.0,,,,,4.0,40.0,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
花蓮市,民治里,,6.0,,,,,,,,4.0,0.0,4.0,6.0,8.0,,6.0,0.0,2.0,,,,,8.0,,,,12.0,,,,,2.0,10.0,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
花蓮市,民生里,,100.0,,,,,,,,72.0,64.0,136.0,78.0,146.0,,158.0,78.0,46.0,,,,,112.0,,,,90.0,,,,,24.0,122.0,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
花蓮市,民立里,,106.0,,,,,,,,72.0,72.0,72.0,146.0,74.0,,214.0,224.0,54.0,,,,,46.0,,,,86.0,,,,,52.0,120.0,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
花蓮市,民運里,,146.0,,,,,,,,106.0,70.0,168.0,260.0,116.0,,254.0,184.0,244.0,,,,,216.0,,,,164.0,,,,,38.0,232.0,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
萬榮鄉,明利村,,,0.0,2.0,10.0,,2.0,,2.0,,,,,,0.0,,,,10.0,12.0,,,,6.0,,,,0.0,,0.0,4.0,,,4.0,4.0,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
萬榮鄉,紅葉村,,,0.0,0.0,4.0,,4.0,,2.0,,,,,,0.0,,,,0.0,10.0,,,,4.0,,,,4.0,,0.0,48.0,,,2.0,0.0,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
萬榮鄉,萬榮村,,,2.0,0.0,16.0,,2.0,,2.0,,,,,,0.0,,,,2.0,6.0,,,,6.0,,,,2.0,,2.0,0.0,,,0.0,2.0,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
萬榮鄉,西林村,,,4.0,0.0,4.0,,2.0,,0.0,,,,,,2.0,,,,2.0,6.0,,,,2.0,,,,0.0,,0.0,4.0,,,2.0,0.0,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
萬榮鄉,見晴村,,,4.0,0.0,2.0,,0.0,,0.0,,,,,,0.0,,,,4.0,4.0,,,,4.0,,,,0.0,,0.0,0.0,,,2.0,2.0,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
萬榮鄉,馬遠村,,,0.0,0.0,4.0,,2.0,,0.0,,,,,,0.0,,,,0.0,2.0,,,,2.0,,,,0.0,,0.0,0.0,,,2.0,0.0,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
豐濱鄉,新社村,,,2.0,2.0,46.0,,2.0,,2.0,,,,,,0.0,,,,2.0,2.0,,,,14.0,,,,0.0,,0.0,0.0,,,6.0,0.0,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
豐濱鄉,港口村,,,2.0,2.0,52.0,,14.0,,2.0,,,,,,0.0,,,,2.0,12.0,,,,32.0,,,,0.0,,2.0,4.0,,,12.0,4.0,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
豐濱鄉,磯崎村,,,4.0,0.0,28.0,,4.0,,8.0,,,,,,0.0,,,,12.0,12.0,,,,10.0,,,,0.0,,2.0,2.0,,,6.0,2.0,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
豐濱鄉,豐濱村,,,24.0,4.0,158.0,,10.0,,10.0,,,,,,4.0,,,,36.0,16.0,,,,182.0,,,,0.0,,8.0,102.0,,,30.0,8.0,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
豐濱鄉,靜浦村,,,6.0,0.0,26.0,,4.0,,4.0,,,,,,2.0,,,,4.0,2.0,,,,16.0,,,,0.0,,0.0,0.0,,,0.0,0.0,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
鳳林鎮,北林里,,,40.0,2.0,84.0,,56.0,,86.0,,,,,,0.0,,,,54.0,230.0,,,,78.0,,,,2.0,,54.0,40.0,,,34.0,28.0,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
