行政區別,村里別,何禮臺,劉曉玫,吳建志,康木樹,張峻,張智冠,張正治,張錫銘,徐雪玉,方建興,施慧萍,施金樹,李秋旺,林宗昆,林殷全,楊文值,楊華美,江如玲,游淑貞,游美雲,潘富民,王燕美,莊枝財,葉鯤璟,蔡秋龍,蘇孝信,謝國榮,謝明圳,賴進坤,邱永双,鄭乾龍,釋楊悟空,魏嘉賢,黃振富,黃晨霖,何禮臺_黨籍,劉曉玫_黨籍,吳建志_黨籍,康木樹_黨籍,張峻_黨籍,張智冠_黨籍,張正治_黨籍,張錫銘_黨籍,徐雪玉_黨籍,方建興_黨籍,施慧萍_黨籍,施金樹_黨籍,李秋旺_黨籍,林宗昆_黨籍,林殷全_黨籍,楊文值_黨籍,楊華美_黨籍,江如玲_黨籍,游淑貞_黨籍,游美雲_黨籍,潘富民_黨籍,王燕美_黨籍,莊枝財_黨籍,葉鯤璟_黨籍,蔡秋龍_黨籍,蘇孝信_黨籍,謝國榮_黨籍,謝明圳_黨籍,賴進坤_黨籍,邱永双_黨籍,鄭乾龍_黨籍,釋楊悟空_黨籍,魏嘉賢_黨籍,黃振富_黨籍,黃晨霖_黨籍
吉安鄉,干城村,,,136.0,14.0,18.0,,70.0,,68.0,,,,,,8.0,,,,112.0,46.0,,,,24.0,,,,2.0,,116.0,194.0,,,54.0,96.0,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
吉安鄉,慶豐村,,,732.0,114.0,78.0,,414.0,,352.0,,,,,,22.0,,,,520.0,250.0,,,,242.0,,,,4.0,,810.0,2028.0,,,496.0,254.0,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
吉安鄉,東昌村,,,302.0,90.0,106.0,,324.0,,304.0,,,,,,20.0,,,,304.0,262.0,,,,236.0,,,,6.0,,1076.0,306.0,,,262.0,228.0,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
吉安鄉,永安村,,,524.0,78.0,84.0,,316.0,,242.0,,,,,,6.0,,,,1168.0,148.0,,,,148.0,,,,12.0,,280.0,402.0,,,374.0,160.0,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
吉安鄉,永興村,,,194.0,40.0,38.0,,162.0,,302.0,,,,,,10.0,,,,286.0,140.0,,,,178.0,,,,6.0,,602.0,228.0,,,220.0,156.0,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
吉安鄉,福興村,,,192.0,78.0,24.0,,160.0,,174.0,,,,,,6.0,,,,310.0,136.0,,,,132.0,,,,14.0,,384.0,752.0,,,270.0,78.0,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
吉安鄉,稻香村,,,318.0,78.0,42.0,,204.0,,254.0,,,,,,12.0,,,,310.0,226.0,,,,124.0,,,,18.0,,962.0,318.0,,,254.0,280.0,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
壽豐鄉,光榮村,,,6.0,0.0,0.0,,20.0,,60.0,,,,,,2.0,,,,6.0,8.0,,,,32.0,,,,0.0,,10.0,2.0,,,6.0,2.0,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
壽豐鄉,共和村,,,30.0,14.0,12.0,,60.0,,218.0,,,,,,0.0,,,,20.0,10.0,,,,204.0,,,,0.0,,10.0,30.0,,,18.0,2.0,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
壽豐鄉,壽豐村,,,42.0,22.0,28.0,,204.0,,418.0,,,,,,2.0,,,,74.0,50.0,,,,388.0,,,,0.0,,60.0,38.0,,,86.0,18.0,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
壽豐鄉,平和村,,,58.0,24.0,6.0,,164.0,,552.0,,,,,,4.0,,,,36.0,78.0,,,,308.0,,,,0.0,,20.0,56.0,,,84.0,46.0,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
壽豐鄉,志學村,,,160.0,48.0,36.0,,168.0,,1134.0,,,,,,8.0,,,,136.0,130.0,,,,370.0,,,,128.0,,38.0,152.0,,,138.0,34.0,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
壽豐鄉,月眉村,,,8.0,10.0,6.0,,26.0,,128.0,,,,,,0.0,,,,12.0,10.0,,,,48.0,,,,0.0,,12.0,16.0,,,6.0,12.0,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
壽豐鄉,樹湖村,,,12.0,0.0,4.0,,46.0,,108.0,,,,,,0.0,,,,16.0,6.0,,,,144.0,,,,0.0,,26.0,14.0,,,2.0,4.0,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
壽豐鄉,水璉村,,,30.0,4.0,16.0,,14.0,,150.0,,,,,,0.0,,,,68.0,26.0,,,,44.0,,,,2.0,,12.0,16.0,,,38.0,60.0,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
壽豐鄉,池南村,,,24.0,26.0,14.0,,40.0,,130.0,,,,,,6.0,,,,54.0,32.0,,,,104.0,,,,4.0,,46.0,56.0,,,36.0,22.0,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
壽豐鄉,溪口村,,,38.0,8.0,68.0,,54.0,,244.0,,,,,,4.0,,,,14.0,36.0,,,,164.0,,,,0.0,,18.0,128.0,,,66.0,14.0,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
壽豐鄉,米棧村,,,10.0,2.0,8.0,,80.0,,10.0,,,,,,0.0,,,,12.0,18.0,,,,40.0,,,,0.0,,2.0,4.0,,,2.0,10.0,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
壽豐鄉,豐坪村,,,34.0,8.0,20.0,,70.0,,292.0,,,,,,0.0,,,,28.0,50.0,,,,272.0,,,,2.0,,14.0,60.0,,,34.0,34.0,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
壽豐鄉,豐山村,,,74.0,16.0,70.0,,204.0,,628.0,,,,,,0.0,,,,56.0,88.0,,,,948.0,,,,2.0,,34.0,138.0,,,132.0,40.0,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
壽豐鄉,豐裡村,,,106.0,44.0,52.0,,192.0,,572.0,,,,,,8.0,,,,30.0,28.0,,,,452.0,,,,4.0,,14.0,52.0,,,50.0,18.0,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
壽豐鄉,鹽寮村,,,22.0,26.0,30.0,,50.0,,82.0,,,,,,0.0,,,,26.0,38.0,,,,52.0,,,,2.0,,10.0,16.0,,,26.0,58.0,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
富里鄉,吳江村,,,,,,242.0,,4.0,,,,,,,,,,,,,84.0,54.0,,,42.0,64.0,,,,,,,,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
富里鄉,學田村,,,,,,380.0,,16.0,,,,,,,,,,,,,78.0,92.0,,,42.0,182.0,,,,,,,,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
富里鄉,富南村,,,,,,166.0,,8.0,,,,,,,,,,,,,54.0,62.0,,,34.0,226.0,,,,,,,,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
富里鄉,富里村,,,,,,824.0,,8.0,,,,,,,,,,,,,112.0,172.0,,,150.0,422.0,,,,,,,,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
富里鄉,新興村,,,,,,294.0,,10.0,,,,,,,,,,,,,92.0,84.0,,,48.0,170.0,,,,,,,,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
富里鄉,明里村,,,,,,196.0,,0.0,,,,,,,,,,,,,48.0,44.0,,,64.0,74.0,,,,,,,,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
富里鄉,東里村,,,,,,812.0,,8.0,,,,,,,,,,,,,34.0,84.0,,,70.0,90.0,,,,,,,,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
富里鄉,永豐村,,,,,,302.0,,2.0,,,,,,,,,,,,,32.0,50.0,,,44.0,128.0,,,,,,,,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
富里鄉,石牌村,,,,,,566.0,,16.0,,,,,,,,,,,,,76.0,180.0,,,82.0,254.0,,,,,,,,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
富里鄉,竹田村,,,,,,664.0,,8.0,,,,,,,,,,,,,250.0,130.0,,,178.0,146.0,,,,,,,,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
富里鄉,羅山村,,,,,,288.0,,4.0,,,,,,,,,,,,,60.0,58.0,,,20.0,94.0,,,,,,,,,,中國國民黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,民主進步黨,親民黨,中國國民黨,民主進步黨,中國國民黨
