行政區別,村里別,傅國淵,吳建志,吳東昇,張峻,張正治,張美慧,徐子芳,徐雪玉,林則葹,林品仰,林宗昆,林源富,楊華美,沈君茹,洪士閔,潘璿安,王格致,王能昌,胡仁順,蔡文隆,蔡翼鍾,詹金富,謝國榮,邱光明,鄭乾龍,鄭寶秀,鍾素政,陳志明,陳慶元,陳財能,陳飛廷,韓林梅,魏嘉賢,黃玲蘭,黃馨,傅國淵_黨籍,吳建志_黨籍,吳東昇_黨籍,張峻_黨籍,張正治_黨籍,張美慧_黨籍,徐子芳_黨籍,徐雪玉_黨籍,林則葹_黨籍,林品仰_黨籍,林宗昆_黨籍,林源富_黨籍,楊華美_黨籍,沈君茹_黨籍,洪士閔_黨籍,潘璿安_黨籍,王格致_黨籍,王能昌_黨籍,胡仁順_黨籍,蔡文隆_黨籍,蔡翼鍾_黨籍,詹金富_黨籍,謝國榮_黨籍,邱光明_黨籍,鄭乾龍_黨籍,鄭寶秀_黨籍,鍾素政_黨籍,陳志明_黨籍,陳慶元_黨籍,陳財能_黨籍,陳飛廷_黨籍,韓林梅_黨籍,魏嘉賢_黨籍,黃玲蘭_黨籍,黃馨_黨籍,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
玉里鎮,長良里,,,,,,,,,,,,,,,,,,,,,,86.0,,,,,66.0,68.0,,,18.0,,,98.0,,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,0,168,9,177,313,0,3,2
瑞穗鄉,奇美村,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,6.0,6.0,,,6.0,,,4.0,,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,0,23,3,26,36,0,3,2
瑞穗鄉,富民村,,,,,,,,,,,,,,,,,,,,,,54.0,,,,,22.0,62.0,,,22.0,,,12.0,,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,0,86,12,98,163,0,3,2
瑞穗鄉,富源村,,,,,,,,,,,,,,,,,,,,,,108.0,,,,,194.0,188.0,,,68.0,,,22.0,,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,0,290,9,299,447,0,3,2
瑞穗鄉,富興村,,,,,,,,,,,,,,,,,,,,,,84.0,,,,,116.0,116.0,,,64.0,,,18.0,,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,0,199,16,215,342,0,3,2
瑞穗鄉,瑞北村,,,,,,,,,,,,,,,,,,,,,,84.0,,,,,36.0,88.0,,,76.0,,,64.0,,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,0,174,14,188,290,0,3,2
瑞穗鄉,瑞祥村,,,,,,,,,,,,,,,,,,,,,,174.0,,,,,146.0,200.0,,,180.0,,,92.0,,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,0,396,24,420,663,0,3,2
瑞穗鄉,瑞穗村,,,,,,,,,,,,,,,,,,,,,,492.0,,,,,324.0,316.0,,,500.0,,,280.0,,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,0,956,37,993,1476,0,3,2
瑞穗鄉,瑞美村,,,,,,,,,,,,,,,,,,,,,,548.0,,,,,294.0,322.0,,,428.0,,,228.0,,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,0,910,30,940,1391,0,3,2
瑞穗鄉,瑞良村,,,,,,,,,,,,,,,,,,,,,,214.0,,,,,28.0,80.0,,,102.0,,,34.0,,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,0,229,7,236,323,0,3,2
瑞穗鄉,舞鶴村,,,,,,,,,,,,,,,,,,,,,,54.0,,,,,80.0,170.0,,,68.0,,,90.0,,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,0,231,16,247,390,0,3,2
瑞穗鄉,鶴岡村,,,,,,,,,,,,,,,,,,,,,,142.0,,,,,38.0,48.0,,,44.0,,,38.0,,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,0,155,9,164,238,0,3,2
秀林鄉,佳民村,,,,,,,,,,,,,,,,,,,,,,,,48.0,,62.0,,,,12.0,,,,,,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,0,61,4,65,126,0,2,1
秀林鄉,和平村,,,,,,,,,,,,,,,,,,,,,,,,270.0,,258.0,,,,100.0,,,,,,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,0,314,8,322,492,0,2,1
秀林鄉,富世村,,,,,,,,,,,,,,,,,,,,,,,,120.0,,138.0,,,,56.0,,,,,,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,0,157,5,162,299,0,2,1
秀林鄉,崇德村,,,,,,,,,,,,,,,,,,,,,,,,180.0,,136.0,,,,26.0,,,,,,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,0,171,4,175,275,0,2,1
秀林鄉,文蘭村,,,,,,,,,,,,,,,,,,,,,,,,36.0,,58.0,,,,22.0,,,,,,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,0,58,4,62,80,0,2,1
秀林鄉,景美村,,,,,,,,,,,,,,,,,,,,,,,,60.0,,80.0,,,,26.0,,,,,,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,0,83,7,90,147,0,2,1
秀林鄉,水源村,,,,,,,,,,,,,,,,,,,,,,,,36.0,,82.0,,,,24.0,,,,,,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,0,71,10,81,134,0,2,1
秀林鄉,秀林村,,,,,,,,,,,,,,,,,,,,,,,,32.0,,50.0,,,,24.0,,,,,,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,0,53,2,55,131,0,2,1
秀林鄉,銅門村,,,,,,,,,,,,,,,,,,,,,,,,10.0,,44.0,,,,20.0,,,,,,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,0,37,6,43,68,0,2,1
花蓮市,主信里,44.0,,34.0,,,74.0,66.0,,,,52.0,,44.0,,8.0,,,,64.0,,42.0,,60.0,,,,,,,,,44.0,124.0,,,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,33,328,13,341,590,0,8,4
花蓮市,主力里,136.0,,118.0,,,290.0,222.0,,,,168.0,,254.0,,68.0,,,,288.0,,134.0,,128.0,,,,,,,,,128.0,394.0,,,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,53,409,6,415,746,0,8,4
花蓮市,主勤里,54.0,,44.0,,,94.0,40.0,,,,26.0,,78.0,,20.0,,,,68.0,,88.0,,114.0,,,,,,,,,26.0,136.0,,,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,31,394,8,402,690,0,8,4
花蓮市,主和里,176.0,,220.0,,,222.0,408.0,,,,116.0,,196.0,,52.0,,,,258.0,,202.0,,402.0,,,,,,,,,114.0,478.0,,,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,37,447,9,456,783,0,8,4
花蓮市,主商里,18.0,,48.0,,,72.0,54.0,,,,58.0,,50.0,,2.0,,,,60.0,,52.0,,42.0,,,,,,,,,36.0,56.0,,,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,30,274,5,279,475,0,8,4
花蓮市,主學里,80.0,,116.0,,,156.0,112.0,,,,96.0,,148.0,,52.0,,,,150.0,,130.0,,110.0,,,,,,,,,74.0,350.0,,,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,40,369,5,374,746,0,8,4
花蓮市,主安里,112.0,,100.0,,,236.0,136.0,,,,130.0,,176.0,,62.0,,,,182.0,,136.0,,152.0,,,,,,,,,134.0,554.0,,,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,46,541,9,550,1089,0,8,4
花蓮市,主工里,36.0,,22.0,,,72.0,10.0,,,,18.0,,46.0,,14.0,,,,44.0,,46.0,,10.0,,,,,,,,,26.0,216.0,,,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,32,280,4,284,463,0,8,4
花蓮市,主權里,328.0,,246.0,,,456.0,308.0,,,,254.0,,310.0,,84.0,,,,618.0,,148.0,,372.0,,,,,,,,,246.0,858.0,,,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,48,378,6,384,763,0,8,4
花蓮市,主睦里,24.0,,20.0,,,42.0,38.0,,,,22.0,,42.0,,2.0,,,,42.0,,68.0,,38.0,,,,,,,,,54.0,92.0,,,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,民主進步黨,中國國民黨,中國國民黨,民主進步黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,無黨籍及未經政黨推薦,民主進步黨,無黨籍及未經政黨推薦,民主進步黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,中國國民黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,民主進步黨,民主進步黨,中國國民黨,無黨籍及未經政黨推薦,無黨籍及未經政黨推薦,中國國民黨,35,242,2,244,482,0,8,4
