行政區別,村里別,宋楚瑜/徐欣瑩,朱立倫/王如玄,蔡英文/陳建仁,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
,十三里,148,264,1010,1422,22,1444,0,1444,748,2192,65.88
,鎮東里,874,2102,2854,5830,78,5908,0,5908,2948,8856,66.71
,鎮西里,560,1432,2268,4260,54,4314,0,4314,2708,7022,61.44
,公正里,368,1206,1724,3298,58,3356,0,3356,1906,5262,63.78
,社口里,380,934,1532,2846,40,2886,0,2886,1430,4316,66.87
,公誠里,404,916,1400,2720,28,2748,0,2748,1426,4174,65.84
,明德里,666,1148,2242,4056,58,4114,0,4114,2198,6312,65.18
,成功里,438,1076,1726,3240,36,3276,0,3276,1568,4844,67.63
,總計,14726,32922,61322,108970,1450,110420,0,110420,59082,169502,65.14
斗南鎮,,5408,12294,29878,47580,556,48136,0,48136,25762,73898,65.14
,東仁里,182,478,932,1592,24,1616,0,1616,746,2362,68.42
,西岐里,738,2028,3482,6248,60,6308,0,6308,3628,9936,63.49
,南昌里,332,792,1618,2742,38,2780,0,2780,1498,4278,64.98
,北銘里,240,574,982,1796,18,1814,0,1814,878,2692,67.38
,中天里,164,386,878,1428,10,1438,0,1438,704,2142,67.13
,舊社里,430,674,2000,3104,36,3140,0,3140,1848,4988,62.95
,林子里,182,376,1130,1688,8,1696,0,1696,820,2516,67.41
,石龜里,116,258,700,1074,16,1090,0,1090,466,1556,70.05
,靖興里,112,298,634,1044,14,1058,0,1058,704,1762,60.05
,新南里,94,184,576,854,12,866,0,866,482,1348,64.24
,阿丹里,112,334,1008,1454,22,1476,0,1476,736,2212,66.73
,將軍里,176,524,1374,2074,28,2102,0,2102,1210,3312,63.47
,東明里,194,284,728,1206,24,1230,0,1230,686,1916,64.2
,新光里,340,754,2340,3434,52,3486,0,3486,1712,5198,67.06
,田頭里,350,624,1820,2794,42,2836,0,2836,1482,4318,65.68
,明昌里,752,1758,4092,6602,52,6654,0,6654,3764,10418,63.87
,大東里,130,246,740,1116,16,1132,0,1132,656,1788,63.31
,埤麻里,120,364,556,1040,8,1048,0,1048,552,1600,65.5
,西伯里,144,362,600,1106,10,1116,0,1116,638,1754,63.63
,新崙里,160,438,1352,1950,20,1970,0,1970,1032,3002,65.62
,小東里,222,300,1506,2028,30,2058,0,2058,970,3028,67.97
,石溪里,118,258,830,1206,16,1222,0,1222,550,1772,68.96
,總計,5408,12294,29878,47580,556,48136,0,48136,25762,73898,65.14
虎尾鎮,,9300,20508,40186,69994,928,70922,0,70922,38872,109794,64.6
,中山里,184,410,638,1232,22,1254,0,1254,598,1852,67.71
,新興里,242,738,1084,2064,12,2076,0,2076,1346,3422,60.67
,東仁里,480,1156,1644,3280,36,3316,0,3316,1634,4950,66.99
,公安里,496,1228,1898,3622,50,3672,0,3672,1788,5460,67.25
,德興里,432,1116,1620,3168,42,3210,0,3210,1896,5106,62.87
,西安里,520,1392,2026,3938,44,3982,0,3982,2144,6126,65.0
,安慶里,260,680,936,1876,18,1894,0,1894,900,2794,67.79
,平和里,818,1490,2476,4784,66,4850,0,4850,2606,7456,65.05
,興南里,338,786,1462,2586,28,2614,0,2614,1526,4140,63.14
,新吉里,550,1286,2384,4220,36,4256,0,4256,2384,6640,64.1
,穎川里,336,644,1450,2430,24,2454,0,2454,1342,3796,64.65
,延平里,174,380,682,1236,16,1252,0,1252,712,1964,63.75
,三合里,202,440,844,1486,14,1500,0,1500,840,2340,64.1
,北溪里,116,266,672,1054,20,1074,0,1074,552,1626,66.05
,墾地里,166,250,912,1328,30,1358,0,1358,1036,2394,56.73
,西屯里,202,522,1080,1804,16,1820,0,1820,1132,2952,61.65
,芳草里,78,174,778,1030,20,1050,0,1050,638,1688,62.2
,埒內里,442,728,2202,3372,54,3426,0,3426,1704,5130,66.78
,堀頭里,110,244,712,1066,8,1074,0,1074,484,1558,68.93
,安溪里,260,530,1420,2210,42,2252,0,2252,1160,3412,66.0
,興中里,226,580,1228,2034,32,2066,0,2066,1090,3156,65.46
,廉使里,470,790,2508,3768,44,3812,0,3812,2148,5960,63.96
,惠來里,354,720,1812,2886,50,2936,0,2936,1696,4632,63.39
,頂溪里,392,646,2248,3286,52,3338,0,3338,1732,5070,65.84
,中溪里,222,498,1024,1744,10,1754,0,1754,916,2670,65.69
,下溪里,300,538,1046,1884,40,1924,0,1924,946,2870,67.04
,建國里,108,184,244,536,2,538,0,538,470,1008,53.37
,立仁里,642,1716,2326,4684,64,4748,0,4748,2516,7264,65.36
,東屯里,180,376,830,1386,36,1422,0,1422,936,2358,60.31
,總計,9300,20508,40186,69994,928,70922,0,70922,38872,109794,64.6
西螺鎮,,4160,9332,33170,46662,526,47188,0,47188,26492,73680,64.04
,振興里,152,338,1490,1980,18,1998,0,1998,1110,3108,64.29
,大園里,204,412,1396,2012,20,2032,0,2032,1200,3232,62.87
,廣福里,290,674,1538,2502,20,2522,0,2522,1282,3804,66.3
,正興里,340,1050,2268,3658,34,3692,0,3692,2088,5780,63.88
,永安里,44,118,296,458,8,466,0,466,232,698,66.76
,中和里,98,176,444,718,4,722,0,722,472,1194,60.47
,福興里,100,190,436,726,8,734,0,734,382,1116,65.77
,光華里,158,328,858,1344,18,1362,0,1362,738,2100,64.86
,中興里,388,692,2126,3206,44,3250,0,3250,1964,5214,62.33
,漢光里,548,1098,3474,5120,44,5164,0,5164,2972,8136,63.47
,新安里,82,256,1382,1720,20,1740,0,1740,850,2590,67.18
,新豐里,148,268,1458,1874,26,1900,0,1900,1044,2944,64.54
,詔安里,106,262,826,1194,20,1214,0,1214,706,1920,63.23
,河南里,112,218,844,1174,12,1186,0,1186,736,1922,61.71
,安定里,124,280,1694,2098,26,2124,0,2124,1354,3478,61.07
,福田里,132,288,1502,1922,20,1942,0,1942,966,2908,66.78
,大新里,192,344,1456,1992,28,2020,0,2020,1236,3256,62.04
,埤頭里,70,170,916,1156,16,1172,0,1172,546,1718,68.22
,東興里,88,152,1028,1268,12,1280,0,1280,666,1946,65.78
,廣興里,72,334,658,1064,6,1070,0,1070,614,1684,63.54
,鹿場里,154,268,1490,1912,14,1926,0,1926,1050,2976,64.72
,頂湳里,78,234,998,1310,26,1336,0,1336,586,1922,69.51
,下湳里,104,330,494,928,8,936,0,936,608,1544,60.62
,九隆里,70,146,696,912,16,928,0,928,510,1438,64.53
,吳厝里,118,270,1172,1560,22,1582,0,1582,1022,2604,60.75
,七座里,68,190,866,1124,20,1144,0,1144,610,1754,65.22
,公舘里,120,246,1364,1730,16,1746,0,1746,948,2694,64.81
,總計,4160,9332,33170,46662,526,47188,0,47188,26492,73680,64.04
土庫鎮,,3696,6966,19256,29918,544,30462,0,30462,17160,47622,63.97
,忠正里,118,330,622,1070,16,1086,0,1086,520,1606,67.62
,順天里,176,314,678,1168,4,1172,0,1172,660,1832,63.97
,宮北里,288,492,994,1774,34,1808,0,1808,858,2666,67.82
,越港里,198,412,688,1298,20,1318,0,1318,574,1892,69.66
,溪邊里,204,314,836,1354,22,1376,0,1376,842,2218,62.04
,興新里,210,406,1112,1728,38,1766,0,1766,988,2754,64.12
,奮起里,154,348,1000,1502,34,1536,0,1536,1112,2648,58.01
,埤腳里,158,350,1004,1512,26,1538,0,1538,1086,2624,58.61
,大荖里,126,252,724,1102,22,1124,0,1124,604,1728,65.05
,石廟里,398,698,1786,2882,44,2926,0,2926,1840,4766,61.39
,東平里,278,452,1798,2528,56,2584,0,2584,1072,3656,70.68
,南平里,266,556,1536,2358,48,2406,0,2406,1128,3534,68.08
,北平里,132,212,870,1214,28,1242,0,1242,622,1864,66.63
,西平里,252,494,1536,2282,32,2314,0,2314,1228,3542,65.33
,後埔里,352,626,1744,2722,50,2772,0,2772,1764,4536,61.11
,崙內里,210,360,1138,1708,40,1748,0,1748,1132,2880,60.69
,新庄里,176,350,1190,1716,30,1746,0,1746,1130,2876,60.71
,總計,3696,6966,19256,29918,544,30462,0,30462,17160,47622,63.97
北港鎮,,4826,9458,28428,42712,576,43288,0,43288,22954,66242,65.35
,東陽里,142,180,684,1006,10,1016,0,1016,418,1434,70.85
,光民里,88,204,622,914,16,930,0,930,362,1292,71.98
,東華里,74,138,414,626,10,636,0,636,278,914,69.58
,南安里,138,270,812,1220,12,1232,0,1232,496,1728,71.3
,中和里,50,108,260,418,0,418,0,418,246,664,62.95
,義民里,54,126,338,518,2,520,0,520,274,794,65.49
,共榮里,40,108,348,496,4,500,0,500,208,708,70.62
,西勢里,130,292,736,1158,22,1180,0,1180,674,1854,63.65
,仁和里,70,200,418,688,10,698,0,698,300,998,69.94
,賜福里,54,116,288,458,4,462,0,462,218,680,67.94
,公舘里,104,148,484,736,10,746,0,746,358,1104,67.57
,大同里,198,396,1030,1624,8,1632,0,1632,790,2422,67.38
,仁安里,100,180,306,586,12,598,0,598,264,862,69.37
,華勝里,722,1586,4092,6400,88,6488,0,6488,3082,9570,67.8
,光復里,320,690,1184,2194,30,2224,0,2224,1008,3232,68.81
,新街里,986,1904,4568,7458,102,7560,0,7560,4104,11664,64.81
,劉厝里,136,264,1074,1474,14,1488,0,1488,824,2312,64.36
,府番里,112,220,622,954,14,968,0,968,662,1630,59.39
,草湖里,156,208,1230,1594,14,1608,0,1608,1078,2686,59.87
,溝皂里,118,264,986,1368,28,1396,0,1396,892,2288,61.01
,後溝里,114,160,876,1150,14,1164,0,1164,728,1892,61.52
,番溝里,72,158,728,958,22,980,0,980,758,1738,56.39
,大北里,78,86,526,690,12,702,0,702,452,1154,60.83
,好收里,182,380,1392,1954,38,1992,0,1992,1204,3196,62.33
,樹腳里,392,734,2488,3614,56,3670,0,3670,2032,5702,64.36
,扶朝里,68,136,1076,1280,8,1288,0,1288,594,1882,68.44
,水埔里,80,116,498,694,10,704,0,704,348,1052,66.92
,新厝里,48,86,348,482,6,488,0,488,302,790,61.77
,總計,4826,9458,28428,42712,576,43288,0,43288,22954,66242,65.35
古坑鄉,,3506,7568,22194,33268,476,33744,0,33744,19956,53700,62.84
,水碓村,144,322,1058,1524,28,1552,0,1552,928,2480,62.58
,田心村,190,314,844,1348,8,1356,0,1356,710,2066,65.63
,高林村,152,314,1046,1512,12,1524,0,1524,760,2284,66.73
,荷苞村,204,386,1190,1780,20,1800,0,1800,1070,2870,62.72
,東和村,436,936,2302,3674,48,3722,0,3722,2238,5960,62.45
,新庄村,186,340,1468,1994,38,2032,0,2032,1032,3064,66.32
,棋盤村,278,368,1872,2518,76,2594,0,2594,1474,4068,63.77
,華山村,84,166,530,780,12,792,0,792,638,1430,55.38
,華南村,52,64,252,368,6,374,0,374,236,610,61.31
,永光村,212,574,1580,2366,34,2400,0,2400,1626,4026,59.61
,桂林村,112,230,960,1302,20,1322,0,1322,894,2216,59.66
,崁腳村,168,384,934,1486,16,1502,0,1502,898,2400,62.58
,樟湖村,60,86,388,534,6,540,0,540,396,936,57.69
,草嶺村,76,156,516,748,0,748,0,748,440,1188,62.96
,永昌村,214,630,1686,2530,48,2578,0,2578,1450,4028,64.0
,麻園村,80,122,686,888,8,896,0,896,448,1344,66.67
,古坑村,270,680,1600,2550,32,2582,0,2582,1838,4420,58.42
,朝陽村,322,766,1558,2646,28,2674,0,2674,1448,4122,64.87
,西平村,198,470,1158,1826,30,1856,0,1856,964,2820,65.82
,湳仔村,68,260,566,894,6,900,0,900,468,1368,65.79
,總計,3506,7568,22194,33268,476,33744,0,33744,19956,53700,62.84
大埤鄉,,2108,4392,13534,20034,270,20304,0,20304,12334,32638,62.21
,北和村,104,244,576,924,16,940,0,940,602,1542,60.96
,南和村,248,650,1768,2666,44,2710,0,2710,1336,4046,66.98
,大德村,140,256,766,1162,10,1172,0,1172,802,1974,59.37
,松竹村,98,182,900,1180,20,1200,0,1200,678,1878,63.9
,尚義村,268,448,1536,2252,16,2268,0,2268,1356,3624,62.58
,嘉興村,230,520,1506,2256,32,2288,0,2288,1224,3512,65.15
,豐田村,242,452,1134,1828,22,1850,0,1850,1120,2970,62.29
,三結村,150,260,986,1396,18,1414,0,1414,992,2406,58.77
,吉田村,64,132,672,868,12,880,0,880,628,1508,58.36
,豐岡村,68,202,478,748,18,766,0,766,476,1242,61.67
,聯美村,92,308,870,1270,24,1294,0,1294,938,2232,57.97
,怡然村,118,230,576,924,14,938,0,938,516,1454,64.51
,北鎮村,66,178,604,848,4,852,0,852,472,1324,64.35
,興安村,116,124,596,836,8,844,0,844,604,1448,58.29
,西鎮村,104,206,566,876,12,888,0,888,590,1478,60.08
,總計,2108,4392,13534,20034,270,20304,0,20304,12334,32638,62.21
莿桐鄉,,2974,6058,21776,30808,348,31156,0,31156,16622,47778,65.21
,莿桐村,526,1142,3344,5012,68,5080,0,5080,2634,7714,65.85
,甘厝村,68,168,914,1150,4,1154,0,1154,546,1700,67.88
,甘西村,122,258,1536,1916,30,1946,0,1946,1164,3110,62.57
,興桐村,146,322,1192,1660,24,1684,0,1684,760,2444,68.9
,義和村,96,168,1084,1348,18,1366,0,1366,808,2174,62.83
,埔子村,212,424,1778,2414,28,2442,0,2442,1236,3678,66.39
,大美村,402,894,2404,3700,32,3732,0,3732,1960,5692,65.57
,埔尾村,210,362,1142,1714,14,1728,0,1728,808,2536,68.14
,饒平村,142,322,988,1452,12,1464,0,1464,918,2382,61.46
,興貴村,264,536,1654,2454,28,2482,0,2482,1318,3800,65.32
,四合村,214,476,1586,2276,24,2300,0,2300,1190,3490,65.9
,麻園村,206,320,1338,1864,18,1882,0,1882,1072,2954,63.71
,五華村,124,246,1216,1586,16,1602,0,1602,980,2582,62.04
,六合村,242,420,1600,2262,32,2294,0,2294,1228,3522,65.13
,總計,2974,6058,21776,30808,348,31156,0,31156,16622,47778,65.21
林內鄉,,2228,4754,12092,19074,272,19346,0,19346,11264,30610,63.2
,林南村,118,386,730,1234,28,1262,0,1262,756,2018,62.54
,林中村,596,1192,2596,4384,70,4454,0,4454,2656,7110,62.64
,林北村,294,674,1816,2784,18,2802,0,2802,1566,4368,64.15
,坪頂村,44,202,392,638,16,654,0,654,422,1076,60.78
,林茂村,84,292,652,1028,20,1048,0,1048,596,1644,63.75
,九芎村,380,706,2030,3116,46,3162,0,3162,1898,5060,62.49
,湖本村,122,144,570,836,18,854,0,854,490,1344,63.54
,烏塗村,174,372,864,1410,16,1426,0,1426,884,2310,61.73
,烏麻村,158,384,782,1324,14,1338,0,1338,794,2132,62.76
,重興村,258,402,1660,2320,26,2346,0,2346,1202,3548,66.12
,總計,2228,4754,12092,19074,272,19346,0,19346,11264,30610,63.2
二崙鄉,,1960,4716,21320,27996,348,28344,0,28344,17792,46136,61.44
,崙東村,120,400,1168,1688,18,1706,0,1706,1148,2854,59.78
,崙西村,158,446,1458,2062,24,2086,0,2086,1272,3358,62.12
,來惠村,134,262,1506,1902,28,1930,0,1930,1294,3224,59.86
,三和村,130,254,1440,1824,18,1842,0,1842,1202,3044,60.51
,湳仔村,158,318,924,1400,28,1428,0,1428,850,2278,62.69
,田尾村,240,436,1620,2296,24,2320,0,2320,1320,3640,63.74
,定安村,80,184,870,1134,8,1142,0,1142,598,1740,65.63
,大華村,40,94,906,1040,20,1060,0,1060,696,1756,60.36
,義庄村,32,112,806,950,6,956,0,956,520,1476,64.77
,楊賢村,118,190,1612,1920,16,1936,0,1936,1076,3012,64.28
,港後村,144,314,1824,2282,18,2300,0,2300,1366,3666,62.74
,大義村,48,170,752,970,24,994,0,994,728,1722,57.72
,油車村,156,506,1452,2114,30,2144,0,2144,1320,3464,61.89
,大庄村,94,244,1148,1486,22,1508,0,1508,1062,2570,58.68
,庄西村,82,134,778,994,10,1004,0,1004,850,1854,54.15
,大同村,76,136,746,958,6,964,0,964,670,1634,59.0
,復興村,60,198,936,1194,22,1216,0,1216,880,2096,58.02
,永定村,90,318,1374,1782,26,1808,0,1808,940,2748,65.79
,總計,1960,4716,21320,27996,348,28344,0,28344,17792,46136,61.44
崙背鄉,,2308,5464,16684,24456,324,24780,0,24780,17024,41804,59.28
,東明村,190,416,906,1512,10,1522,0,1522,842,2364,64.38
,西榮村,136,460,1064,1660,22,1682,0,1682,1110,2792,60.24
,南陽村,316,736,1776,2828,20,2848,0,2848,1718,4566,62.37
,崙前村,208,428,1694,2330,30,2360,0,2360,1620,3980,59.3
,羅厝村,228,462,1792,2482,30,2512,0,2512,1448,3960,63.43
,港尾村,96,216,1218,1530,24,1554,0,1554,1058,2612,59.49
,阿勸村,196,512,1530,2238,34,2272,0,2272,1666,3938,57.69
,五魁村,120,384,376,880,10,890,0,890,758,1648,54.0
,大有村,176,388,1178,1742,26,1768,0,1768,1314,3082,57.37
,豐榮村,170,388,1344,1902,40,1942,0,1942,1638,3580,54.25
,草湖村,182,402,1050,1634,26,1660,0,1660,1246,2906,57.12
,舊庄村,88,242,814,1144,20,1164,0,1164,1146,2310,50.39
,水尾村,88,216,1262,1566,16,1582,0,1582,866,2448,64.62
,枋南村,114,214,680,1008,16,1024,0,1024,594,1618,63.29
,總計,2308,5464,16684,24456,324,24780,0,24780,17024,41804,59.28
麥寮鄉,,5468,10658,19938,36064,562,36626,0,36626,30388,67014,54.65
,麥津村,682,1336,2004,4022,50,4072,0,4072,3330,7402,55.01
,麥豐村,1074,2226,3480,6780,106,6886,0,6886,5282,12168,56.59
,瓦磘村,174,434,1296,1904,20,1924,0,1924,1494,3418,56.29
,興華村,342,634,1624,2600,40,2640,0,2640,2098,4738,55.72
,崙後村,372,868,1186,2426,30,2456,0,2456,2268,4724,51.99
,後安村,504,1054,1216,2774,32,2806,0,2806,2682,5488,51.13
,海豐村,360,686,976,2022,44,2066,0,2066,1854,3920,52.7
,三盛村,308,450,1228,1986,22,2008,0,2008,1626,3634,55.26
,橋頭村,548,1056,2254,3858,68,3926,0,3926,3072,6998,56.1
,新吉村,190,274,622,1086,32,1118,0,1118,876,1994,56.07
,施厝村,464,748,2112,3324,58,3382,0,3382,2740,6122,55.24
,雷厝村,228,558,1162,1948,36,1984,0,1984,1810,3794,52.29
,中興村,222,334,778,1334,24,1358,0,1358,1256,2614,51.95
,總計,5468,10658,19938,36064,562,36626,0,36626,30388,67014,54.65
東勢鄉,,1802,4390,8872,15064,258,15322,0,15322,11068,26390,58.06
,東南村,274,628,960,1862,30,1892,0,1892,978,2870,65.92
,東北村,162,466,796,1424,18,1442,0,1442,918,2360,61.1
,嘉隆村,170,466,1214,1850,30,1880,0,1880,1372,3252,57.81
,復興村,54,196,394,644,8,652,0,652,376,1028,63.42
,月眉村,132,302,918,1352,24,1376,0,1376,986,2362,58.26
,程海村,98,116,386,600,10,610,0,610,430,1040,58.65
,龍潭村,144,172,542,858,10,868,0,868,816,1684,51.54
,安南村,136,214,566,916,44,960,0,960,802,1762,54.48
,昌南村,108,310,590,1008,10,1018,0,1018,718,1736,58.64
,同安村,272,768,1230,2270,38,2308,0,2308,1642,3950,58.43
,新坤村,146,364,656,1166,16,1182,0,1182,1026,2208,53.53
,四美村,106,388,620,1114,20,1134,0,1134,1004,2138,53.04
,總計,1802,4390,8872,15064,258,15322,0,15322,11068,26390,58.06
褒忠鄉,,1594,3750,8498,13842,254,14096,0,14096,8140,22236,63.39
,中民村,290,746,1342,2378,52,2430,0,2430,1272,3702,65.64
,埔姜村,204,574,952,1730,26,1756,0,1756,1076,2832,62.01
,中勝村,260,518,1028,1806,24,1830,0,1830,1110,2940,62.24
,新湖村,122,360,1002,1484,28,1512,0,1512,892,2404,62.9
,馬鳴村,160,414,1250,1824,44,1868,0,1868,1088,2956,63.19
,有才村,118,250,684,1052,20,1072,0,1072,678,1750,61.26
,田洋村,138,220,618,976,24,1000,0,1000,482,1482,67.48
,龍岩村,232,454,828,1514,24,1538,0,1538,840,2378,64.68
,潮厝村,70,214,794,1078,12,1090,0,1090,702,1792,60.83
,總計,1594,3750,8498,13842,254,14096,0,14096,8140,22236,63.39
臺西鄉,,3424,7398,12184,23006,410,23416,0,23416,18442,41858,55.94
,台西村,212,654,602,1468,26,1494,0,1494,924,2418,61.79
,海北村,180,518,594,1292,30,1322,0,1322,814,2136,61.89
,海南村,180,446,578,1204,18,1222,0,1222,940,2162,56.52
,海口村,324,750,1002,2076,56,2132,0,2132,1716,3848,55.41
,溪頂村,206,344,984,1534,18,1552,0,1552,1376,2928,53.01
,牛厝村,256,404,1298,1958,30,1988,0,1988,1792,3780,52.59
,泉州村,64,160,460,684,12,696,0,696,526,1222,56.96
,光華村,116,238,456,810,8,818,0,818,624,1442,56.73
,五榔村,32,98,412,542,6,548,0,548,346,894,61.3
,山寮村,116,266,452,834,14,848,0,848,822,1670,50.78
,富琦村,322,538,884,1744,20,1764,0,1764,1302,3066,57.53
,永豐村,310,556,718,1584,30,1614,0,1614,1160,2774,58.18
,和豐村,482,1054,1712,3248,54,3302,0,3302,2912,6214,53.14
,蚊港村,274,794,1040,2108,56,2164,0,2164,1544,3708,58.36
,五港村,350,578,992,1920,32,1952,0,1952,1644,3596,54.28
,總計,3424,7398,12184,23006,410,23416,0,23416,18442,41858,55.94
元長鄉,,2594,5818,17608,26020,380,26400,0,26400,19166,45566,57.94
,長南村,448,944,2316,3708,38,3746,0,3746,2698,6444,58.13
,長北村,196,340,1188,1724,18,1742,0,1742,1332,3074,56.67
,子茂村,138,404,1096,1638,38,1676,0,1676,1058,2734,61.3
,後湖村,100,172,646,918,10,928,0,928,566,1494,62.12
,山內村,112,372,690,1174,20,1194,0,1194,754,1948,61.29
,合和村,98,248,892,1238,20,1258,0,1258,952,2210,56.92
,五塊村,122,326,634,1082,20,1102,0,1102,800,1902,57.94
,潭西村,64,126,716,906,24,930,0,930,694,1624,57.27
,潭東村,58,228,330,616,0,616,0,616,548,1164,52.92
,客厝村,104,184,610,898,16,914,0,914,744,1658,55.13
,卓運村,24,88,396,508,10,518,0,518,278,796,65.08
,頂寮村,128,258,922,1308,8,1316,0,1316,998,2314,56.87
,下寮村,180,402,1018,1600,32,1632,0,1632,1260,2892,56.43
,龍岩村,96,176,928,1200,12,1212,0,1212,794,2006,60.42
,西莊村,108,212,696,1016,14,1030,0,1030,650,1680,61.31
,鹿北村,128,286,964,1378,22,1400,0,1400,1054,2454,57.05
,鹿南村,76,198,670,944,20,964,0,964,814,1778,54.22
,瓦磘村,166,306,1238,1710,22,1732,0,1732,1332,3064,56.53
,內寮村,66,120,504,690,14,704,0,704,562,1266,55.61
,崙仔村,130,188,584,902,14,916,0,916,764,1680,54.52
,新吉村,52,240,570,862,8,870,0,870,514,1384,62.86
,總計,2594,5818,17608,26020,380,26400,0,26400,19166,45566,57.94
四湖鄉,,2512,5588,13908,22008,458,22466,0,22466,20146,42612,52.72
,四湖村,244,550,1200,1994,38,2032,0,2032,1410,3442,59.04
,新庄村,96,152,488,736,14,750,0,750,604,1354,55.39
,溪底村,84,224,766,1074,16,1090,0,1090,910,2000,54.5
,鹿場村,122,288,674,1084,26,1110,0,1110,828,1938,57.28
,湖西村,338,794,1574,2706,48,2754,0,2754,1744,4498,61.23
,施湖村,154,398,738,1290,18,1308,0,1308,1058,2366,55.28
,湖寮村,62,166,518,746,20,766,0,766,842,1608,47.64
,蔡厝村,86,224,606,916,28,944,0,944,852,1796,52.56
,飛沙村,108,290,476,874,10,884,0,884,932,1816,48.68
,三姓村,58,136,222,416,10,426,0,426,326,752,56.65
,內湖村,62,146,564,772,14,786,0,786,824,1610,48.82
,羊調村,136,284,612,1032,26,1058,0,1058,944,2002,52.85
,崙北村,212,480,1020,1712,36,1748,0,1748,1626,3374,51.81
,崙南村,106,206,488,800,14,814,0,814,828,1642,49.57
,廣溝村,116,184,412,712,18,730,0,730,736,1466,49.8
,箔子村,90,120,666,876,18,894,0,894,1022,1916,46.66
,林厝村,84,244,706,1034,34,1068,0,1068,1124,2192,48.72
,林東村,134,196,558,888,16,904,0,904,1194,2098,43.09
,溪尾村,88,230,332,650,22,672,0,672,746,1418,47.39
,飛東村,62,176,360,598,20,618,0,618,568,1186,52.11
,箔東村,70,100,928,1098,12,1110,0,1110,1028,2138,51.92
,總計,2512,5588,13908,22008,458,22466,0,22466,20146,42612,52.72
口湖鄉,,3274,5614,17426,26314,522,26836,0,26836,21252,48088,55.81
,湖東村,264,380,686,1330,44,1374,0,1374,1066,2440,56.31
,口湖村,220,344,732,1296,26,1322,0,1322,910,2232,59.23
,頂湖村,80,192,356,628,14,642,0,642,630,1272,50.47
,埔北村,102,162,562,826,22,848,0,848,874,1722,49.25
,埔南村,64,236,560,860,22,882,0,882,542,1424,61.94
,謝厝村,130,208,842,1180,24,1204,0,1204,850,2054,58.62
,蚵寮村,186,280,1120,1586,28,1614,0,1614,1310,2924,55.2
,下崙村,212,450,1404,2066,50,2116,0,2116,1920,4036,52.43
,崙中村,280,318,1010,1608,36,1644,0,1644,1490,3134,52.46
,崙東村,232,408,1050,1690,46,1736,0,1736,1220,2956,58.73
,青蚶村,74,106,430,610,6,616,0,616,492,1108,55.6
,港東村,232,376,862,1470,24,1494,0,1494,1540,3034,49.24
,港西村,136,218,512,866,12,878,0,878,802,1680,52.26
,台子村,192,200,1658,2050,44,2094,0,2094,1548,3642,57.5
,成龍村,118,276,664,1058,8,1066,0,1066,854,1920,55.52
,湖口村,112,204,776,1092,30,1122,0,1122,864,1986,56.5
,水井村,152,242,736,1130,10,1140,0,1140,780,1920,59.38
,後厝村,88,150,584,822,10,832,0,832,620,1452,57.3
