行政區別,村里別,1_柯文哲/吳欣盈,10-009_1_黨籍,2_賴清德/蕭美琴,10-009_2_黨籍,3_侯友宜/趙少康,10-009_3_黨籍,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
斗六市,忠孝里,532,無黨籍及未經政黨推薦,750,民主進步黨,730,中國國民黨,2012,12,2024,0,2024,596,2620,77.25
斗六市,仁愛里,360,無黨籍及未經政黨推薦,664,民主進步黨,522,中國國民黨,1546,2,1548,0,1548,482,2030,76.26
斗六市,信義里,238,無黨籍及未經政黨推薦,384,民主進步黨,276,中國國民黨,898,8,906,0,906,234,1140,79.47
斗六市,四維里,168,無黨籍及未經政黨推薦,382,民主進步黨,250,中國國民黨,800,10,810,0,810,304,1114,72.71
斗六市,太平里,280,無黨籍及未經政黨推薦,426,民主進步黨,406,中國國民黨,1112,6,1118,0,1118,348,1466,76.26
斗六市,中和里,268,無黨籍及未經政黨推薦,488,民主進步黨,360,中國國民黨,1116,10,1126,0,1126,366,1492,75.47
斗六市,光興里,214,無黨籍及未經政黨推薦,424,民主進步黨,318,中國國民黨,956,8,964,0,964,428,1392,69.25
斗六市,三平里,2024,無黨籍及未經政黨推薦,2408,民主進步黨,2590,中國國民黨,7022,44,7066,0,7066,2434,9500,74.38
斗六市,八德里,1216,無黨籍及未經政黨推薦,1682,民主進步黨,1408,中國國民黨,4306,40,4346,0,4346,1802,6148,70.69
斗六市,鎮北里,1118,無黨籍及未經政黨推薦,1402,民主進步黨,1482,中國國民黨,4002,32,4034,0,4034,1252,5286,76.31
斗六市,龍潭里,670,無黨籍及未經政黨推薦,1026,民主進步黨,884,中國國民黨,2580,26,2606,0,2606,858,3464,75.23
斗六市,鎮南里,1330,無黨籍及未經政黨推薦,1740,民主進步黨,1802,中國國民黨,4872,36,4908,0,4908,1772,6680,73.47
斗六市,林頭里,1788,無黨籍及未經政黨推薦,2138,民主進步黨,1992,中國國民黨,5918,26,5944,0,5944,2226,8170,72.75
斗六市,重光里,952,無黨籍及未經政黨推薦,1304,民主進步黨,908,中國國民黨,3164,22,3186,0,3186,1378,4564,69.81
斗六市,溝埧里,214,無黨籍及未經政黨推薦,326,民主進步黨,384,中國國民黨,924,4,928,0,928,330,1258,73.77
斗六市,江厝里,828,無黨籍及未經政黨推薦,1150,民主進步黨,938,中國國民黨,2916,26,2942,0,2942,1346,4288,68.61
斗六市,三光里,152,無黨籍及未經政黨推薦,332,民主進步黨,212,中國國民黨,696,8,704,0,704,322,1026,68.62
斗六市,崙峯里,974,無黨籍及未經政黨推薦,1140,民主進步黨,1330,中國國民黨,3444,22,3466,0,3466,1266,4732,73.25
斗六市,嘉東里,614,無黨籍及未經政黨推薦,824,民主進步黨,650,中國國民黨,2088,14,2102,0,2102,770,2872,73.19
斗六市,久安里,916,無黨籍及未經政黨推薦,1238,民主進步黨,1206,中國國民黨,3360,10,3370,0,3370,1254,4624,72.88
斗六市,長平里,808,無黨籍及未經政黨推薦,1126,民主進步黨,848,中國國民黨,2782,18,2800,0,2800,986,3786,73.96
斗六市,保庄里,2284,無黨籍及未經政黨推薦,3068,民主進步黨,2616,中國國民黨,7968,36,8004,0,8004,2696,10700,74.8
斗六市,虎溪里,1372,無黨籍及未經政黨推薦,1854,民主進步黨,1488,中國國民黨,4714,48,4762,0,4762,1852,6614,72.0
斗六市,梅林里,728,無黨籍及未經政黨推薦,1098,民主進步黨,768,中國國民黨,2594,20,2614,0,2614,996,3610,72.41
斗六市,湖山里,306,無黨籍及未經政黨推薦,676,民主進步黨,442,中國國民黨,1424,12,1436,0,1436,656,2092,68.64
斗六市,榴中里,1782,無黨籍及未經政黨推薦,2478,民主進步黨,1848,中國國民黨,6108,48,6156,0,6156,2686,8842,69.62
斗六市,榴北里,378,無黨籍及未經政黨推薦,620,民主進步黨,392,中國國民黨,1390,8,1398,0,1398,708,2106,66.38
斗六市,榴南里,1094,無黨籍及未經政黨推薦,1156,民主進步黨,790,中國國民黨,3040,8,3048,0,3048,1244,4292,71.02
斗六市,溪洲里,1296,無黨籍及未經政黨推薦,1674,民主進步黨,1350,中國國民黨,4320,38,4358,0,4358,1962,6320,68.96
斗六市,長安里,1390,無黨籍及未經政黨推薦,1982,民主進步黨,1288,中國國民黨,4660,50,4710,0,4710,1820,6530,72.13
斗六市,十三里,412,無黨籍及未經政黨推薦,830,民主進步黨,416,中國國民黨,1658,6,1664,0,1664,600,2264,73.5
斗六市,鎮東里,952,無黨籍及未經政黨推薦,1162,民主進步黨,1254,中國國民黨,3368,18,3386,0,3386,1016,4402,76.92
斗六市,鎮西里,1338,無黨籍及未經政黨推薦,1814,民主進步黨,1710,中國國民黨,4862,28,4890,0,4890,2318,7208,67.84
斗六市,公正里,1110,無黨籍及未經政黨推薦,1424,民主進步黨,1552,中國國民黨,4086,40,4126,0,4126,1484,5610,73.55
斗六市,社口里,880,無黨籍及未經政黨推薦,1190,民主進步黨,1114,中國國民黨,3184,16,3200,0,3200,1138,4338,73.77
斗六市,公誠里,946,無黨籍及未經政黨推薦,1080,民主進步黨,1116,中國國民黨,3142,34,3176,0,3176,1014,4190,75.8
斗六市,明德里,1558,無黨籍及未經政黨推薦,2070,民主進步黨,1812,中國國民黨,5440,36,5476,0,5476,1824,7300,75.01
斗六市,成功里,1146,無黨籍及未經政黨推薦,1480,民主進步黨,1350,中國國民黨,3976,24,4000,0,4000,1084,5084,78.68
斗六市,文化里,926,無黨籍及未經政黨推薦,1140,民主進步黨,1188,中國國民黨,3254,20,3274,0,3274,1186,4460,73.41
斗六市,正心里,738,無黨籍及未經政黨推薦,1012,民主進步黨,1020,中國國民黨,2770,18,2788,0,2788,1034,3822,72.95
斗南鎮,東仁里,386,無黨籍及未經政黨推薦,728,民主進步黨,558,中國國民黨,1672,10,1682,0,1682,520,2202,76.39
斗南鎮,西岐里,746,無黨籍及未經政黨推薦,1214,民主進步黨,1026,中國國民黨,2986,28,3014,0,3014,1098,4112,73.3
斗南鎮,南昌里,756,無黨籍及未經政黨推薦,1278,民主進步黨,888,中國國民黨,2922,24,2946,0,2946,1292,4238,69.51
斗南鎮,北銘里,522,無黨籍及未經政黨推薦,792,民主進步黨,700,中國國民黨,2014,14,2028,0,2028,670,2698,75.17
斗南鎮,中天里,410,無黨籍及未經政黨推薦,770,民主進步黨,594,中國國民黨,1774,6,1780,0,1780,566,2346,75.87
斗南鎮,舊社里,1090,無黨籍及未經政黨推薦,1662,民主進步黨,1068,中國國民黨,3820,26,3846,0,3846,1388,5234,73.48
斗南鎮,林子里,484,無黨籍及未經政黨推薦,810,民主進步黨,496,中國國民黨,1790,16,1806,0,1806,702,2508,72.01
斗南鎮,石龜里,258,無黨籍及未經政黨推薦,494,民主進步黨,310,中國國民黨,1062,8,1070,0,1070,358,1428,74.93
斗南鎮,靖興里,288,無黨籍及未經政黨推薦,490,民主進步黨,404,中國國民黨,1182,12,1194,0,1194,480,1674,71.33
斗南鎮,新南里,258,無黨籍及未經政黨推薦,410,民主進步黨,276,中國國民黨,944,6,950,0,950,452,1402,67.76
斗南鎮,阿丹里,360,無黨籍及未經政黨推薦,768,民主進步黨,406,中國國民黨,1534,18,1552,0,1552,608,2160,71.85
斗南鎮,將軍里,524,無黨籍及未經政黨推薦,1032,民主進步黨,648,中國國民黨,2204,10,2214,0,2214,1016,3230,68.54
斗南鎮,東明里,304,無黨籍及未經政黨推薦,598,民主進步黨,394,中國國民黨,1296,18,1314,0,1314,500,1814,72.44
斗南鎮,新光里,1080,無黨籍及未經政黨推薦,1814,民主進步黨,1072,中國國民黨,3966,26,3992,0,3992,1520,5512,72.42
斗南鎮,田頭里,836,無黨籍及未經政黨推薦,1288,民主進步黨,864,中國國民黨,2988,30,3018,0,3018,1152,4170,72.37
斗南鎮,明昌里,1334,無黨籍及未經政黨推薦,2028,民主進步黨,1542,中國國民黨,4904,36,4940,0,4940,1790,6730,73.4
斗南鎮,大東里,292,無黨籍及未經政黨推薦,570,民主進步黨,320,中國國民黨,1182,12,1194,0,1194,488,1682,70.99
斗南鎮,埤麻里,194,無黨籍及未經政黨推薦,434,民主進步黨,402,中國國民黨,1030,4,1034,0,1034,494,1528,67.67
斗南鎮,西伯里,258,無黨籍及未經政黨推薦,434,民主進步黨,412,中國國民黨,1104,4,1108,0,1108,508,1616,68.56
斗南鎮,新崙里,528,無黨籍及未經政黨推薦,908,民主進步黨,536,中國國民黨,1972,32,2004,0,2004,808,2812,71.27
斗南鎮,小東里,534,無黨籍及未經政黨推薦,1022,民主進步黨,434,中國國民黨,1990,16,2006,0,2006,760,2766,72.52
斗南鎮,石溪里,268,無黨籍及未經政黨推薦,552,民主進步黨,274,中國國民黨,1094,20,1114,0,1114,444,1558,71.5
斗南鎮,大同里,1114,無黨籍及未經政黨推薦,1606,民主進步黨,1362,中國國民黨,4082,28,4110,0,4110,1584,5694,72.18
斗南鎮,僑真里,900,無黨籍及未經政黨推薦,1256,民主進步黨,1028,中國國民黨,3184,20,3204,0,3204,1264,4468,71.71
虎尾鎮,中山里,304,無黨籍及未經政黨推薦,452,民主進步黨,448,中國國民黨,1204,12,1216,0,1216,468,1684,72.21
虎尾鎮,新興里,532,無黨籍及未經政黨推薦,846,民主進步黨,772,中國國民黨,2150,20,2170,0,2170,1132,3302,65.72
虎尾鎮,東仁里,940,無黨籍及未經政黨推薦,1362,民主進步黨,1350,中國國民黨,3652,18,3670,0,3670,1176,4846,75.73
虎尾鎮,公安里,1000,無黨籍及未經政黨推薦,1492,民主進步黨,1450,中國國民黨,3942,44,3986,0,3986,1398,5384,74.03
虎尾鎮,德興里,1026,無黨籍及未經政黨推薦,1154,民主進步黨,1286,中國國民黨,3466,16,3482,0,3482,1302,4784,72.78
虎尾鎮,西安里,1152,無黨籍及未經政黨推薦,1560,民主進步黨,1588,中國國民黨,4300,48,4348,0,4348,1688,6036,72.03
虎尾鎮,安慶里,458,無黨籍及未經政黨推薦,634,民主進步黨,760,中國國民黨,1852,4,1856,0,1856,684,2540,73.07
虎尾鎮,平和里,2222,無黨籍及未經政黨推薦,2396,民主進步黨,2258,中國國民黨,6876,48,6924,0,6924,2092,9016,76.8
虎尾鎮,興南里,938,無黨籍及未經政黨推薦,1150,民主進步黨,1032,中國國民黨,3120,22,3142,0,3142,1268,4410,71.25
虎尾鎮,新吉里,1492,無黨籍及未經政黨推薦,2172,民主進步黨,1780,中國國民黨,5444,46,5490,0,5490,1970,7460,73.59
虎尾鎮,穎川里,880,無黨籍及未經政黨推薦,1120,民主進步黨,926,中國國民黨,2926,14,2940,0,2940,1014,3954,74.36
虎尾鎮,延平里,486,無黨籍及未經政黨推薦,612,民主進步黨,508,中國國民黨,1606,14,1620,0,1620,606,2226,72.78
虎尾鎮,三合里,522,無黨籍及未經政黨推薦,760,民主進步黨,652,中國國民黨,1934,16,1950,0,1950,648,2598,75.06
虎尾鎮,北溪里,438,無黨籍及未經政黨推薦,434,民主進步黨,316,中國國民黨,1188,12,1200,0,1200,446,1646,72.9
虎尾鎮,墾地里,1208,無黨籍及未經政黨推薦,1222,民主進步黨,694,中國國民黨,3124,38,3162,0,3162,1250,4412,71.67
虎尾鎮,西屯里,496,無黨籍及未經政黨推薦,844,民主進步黨,630,中國國民黨,1970,26,1996,0,1996,850,2846,70.13
虎尾鎮,芳草里,326,無黨籍及未經政黨推薦,620,民主進步黨,220,中國國民黨,1166,16,1182,0,1182,564,1746,67.7
虎尾鎮,埒內里,1006,無黨籍及未經政黨推薦,1760,民主進步黨,944,中國國民黨,3710,22,3732,0,3732,1278,5010,74.49
虎尾鎮,堀頭里,414,無黨籍及未經政黨推薦,486,民主進步黨,354,中國國民黨,1254,16,1270,0,1270,374,1644,77.25
虎尾鎮,安溪里,656,無黨籍及未經政黨推薦,1028,民主進步黨,722,中國國民黨,2406,42,2448,0,2448,918,3366,72.73
虎尾鎮,興中里,650,無黨籍及未經政黨推薦,890,民主進步黨,746,中國國民黨,2286,10,2296,0,2296,894,3190,71.97
虎尾鎮,廉使里,1696,無黨籍及未經政黨推薦,2288,民主進步黨,1372,中國國民黨,5356,40,5396,0,5396,1890,7286,74.06
虎尾鎮,惠來里,812,無黨籍及未經政黨推薦,1394,民主進步黨,936,中國國民黨,3142,22,3164,0,3164,1358,4522,69.97
虎尾鎮,頂溪里,960,無黨籍及未經政黨推薦,1668,民主進步黨,994,中國國民黨,3622,30,3652,0,3652,1274,4926,74.14
虎尾鎮,中溪里,472,無黨籍及未經政黨推薦,820,民主進步黨,614,中國國民黨,1906,30,1936,0,1936,620,2556,75.74
虎尾鎮,下溪里,618,無黨籍及未經政黨推薦,842,民主進步黨,732,中國國民黨,2192,22,2214,0,2214,666,2880,76.88
虎尾鎮,建國里,162,無黨籍及未經政黨推薦,206,民主進步黨,260,中國國民黨,628,14,642,0,642,430,1072,59.89
虎尾鎮,立仁里,1356,無黨籍及未經政黨推薦,1766,民主進步黨,2100,中國國民黨,5222,38,5260,0,5260,1832,7092,74.17
虎尾鎮,東屯里,462,無黨籍及未經政黨推薦,676,民主進步黨,502,中國國民黨,1640,28,1668,0,1668,694,2362,70.62
