行政區別,村里別,1_宋楚瑜/余湘,10-009_1_黨籍,2_韓國瑜/張善政,10-009_2_黨籍,3_蔡英文/賴清德,10-009_3_黨籍,有效票數A,無效票數B,投票數C,已領未投票數D,發出票數E,用餘票數F,選舉人數G,投票率H
斗六市,三光里,16,親民黨,296,中國國民黨,530,民主進步黨,842,4,846,0,846,244,1090,77.61
斗六市,崙峯里,120,親民黨,1738,中國國民黨,1754,民主進步黨,3612,34,3646,0,3646,1058,4704,77.51
斗六市,嘉東里,94,親民黨,818,中國國民黨,1196,民主進步黨,2108,26,2134,0,2134,658,2792,76.43
斗六市,久安里,148,親民黨,1450,中國國民黨,1954,民主進步黨,3552,26,3578,0,3578,1054,4632,77.25
斗六市,長平里,106,親民黨,932,中國國民黨,1624,民主進步黨,2662,40,2702,0,2702,762,3464,78.0
斗六市,保庄里,314,親民黨,3142,中國國民黨,4684,民主進步黨,8140,100,8240,0,8240,2132,10372,79.44
斗六市,虎溪里,332,親民黨,3114,中國國民黨,4414,民主進步黨,7860,84,7944,0,7944,2588,10532,75.43
斗六市,梅林里,116,親民黨,980,中國國民黨,1580,民主進步黨,2676,44,2720,0,2720,852,3572,76.15
斗六市,湖山里,70,親民黨,572,中國國民黨,996,民主進步黨,1638,24,1662,0,1662,524,2186,76.03
斗六市,榴中里,298,親民黨,2106,中國國民黨,3926,民主進步黨,6330,84,6414,0,6414,2154,8568,74.86
斗六市,榴北里,64,親民黨,466,中國國民黨,1004,民主進步黨,1534,18,1552,0,1552,554,2106,73.69
斗六市,榴南里,128,親民黨,1020,中國國民黨,1750,民主進步黨,2898,28,2926,0,2926,916,3842,76.16
斗六市,溪洲里,236,親民黨,1628,中國國民黨,2598,民主進步黨,4462,62,4524,0,4524,1600,6124,73.87
斗六市,長安里,228,親民黨,1430,中國國民黨,2720,民主進步黨,4378,34,4412,0,4412,1318,5730,77.0
斗六市,十三里,62,親民黨,506,中國國民黨,1066,民主進步黨,1634,14,1648,0,1648,524,2172,75.87
斗六市,鎮東里,172,親民黨,1590,中國國民黨,1770,民主進步黨,3532,28,3560,0,3560,946,4506,79.01
斗六市,鎮西里,268,親民黨,2160,中國國民黨,2804,民主進步黨,5232,66,5298,0,5298,1886,7184,73.75
斗六市,公正里,172,親民黨,1786,中國國民黨,2222,民主進步黨,4180,46,4226,0,4226,1214,5440,77.68
斗六市,社口里,156,親民黨,1408,中國國民黨,1820,民主進步黨,3384,36,3420,0,3420,1012,4432,77.17
斗六市,公誠里,194,親民黨,1344,中國國民黨,1666,民主進步黨,3204,38,3242,0,3242,926,4168,77.78
斗六市,明德里,254,親民黨,1990,中國國民黨,2908,民主進步黨,5152,62,5214,0,5214,1582,6796,76.72
斗六市,成功里,152,親民黨,1572,中國國民黨,2244,民主進步黨,3968,44,4012,0,4012,1002,5014,80.02
斗六市,文化里,132,親民黨,1434,中國國民黨,1792,民主進步黨,3358,54,3412,0,3412,1022,4434,76.95
斗南鎮,東仁里,74,親民黨,632,中國國民黨,1036,民主進步黨,1742,16,1758,0,1758,504,2262,77.72
斗南鎮,西岐里,104,親民黨,1278,中國國民黨,1752,民主進步黨,3134,34,3168,0,3168,938,4106,77.16
斗南鎮,南昌里,124,親民黨,1150,中國國民黨,1908,民主進步黨,3182,40,3222,0,3222,1082,4304,74.86
斗南鎮,北銘里,116,親民黨,874,中國國民黨,1220,民主進步黨,2210,18,2228,0,2228,656,2884,77.25
斗南鎮,中天里,72,親民黨,686,中國國民黨,1150,民主進步黨,1908,28,1936,0,1936,510,2446,79.15
斗南鎮,舊社里,194,親民黨,1300,中國國民黨,2342,民主進步黨,3836,28,3864,0,3864,1298,5162,74.85
斗南鎮,林子里,74,親民黨,594,中國國民黨,1224,民主進步黨,1892,18,1910,0,1910,644,2554,74.78
斗南鎮,石龜里,58,親民黨,368,中國國民黨,722,民主進步黨,1148,14,1162,0,1162,332,1494,77.78
斗南鎮,靖興里,30,親民黨,446,中國國民黨,768,民主進步黨,1244,16,1260,0,1260,496,1756,71.75
斗南鎮,新南里,42,親民黨,316,中國國民黨,588,民主進步黨,946,16,962,0,962,372,1334,72.11
斗南鎮,阿丹里,42,親民黨,512,中國國民黨,1042,民主進步黨,1596,20,1616,0,1616,550,2166,74.61
斗南鎮,將軍里,100,親民黨,814,中國國民黨,1504,民主進步黨,2418,34,2452,0,2452,874,3326,73.72
斗南鎮,東明里,54,親民黨,470,中國國民黨,896,民主進步黨,1420,14,1434,0,1434,452,1886,76.03
斗南鎮,新光里,148,親民黨,1238,中國國民黨,2534,民主進步黨,3920,46,3966,0,3966,1250,5216,76.04
斗南鎮,田頭里,72,親民黨,1064,中國國民黨,2040,民主進步黨,3176,52,3228,0,3228,1054,4282,75.39
斗南鎮,明昌里,186,親民黨,1724,中國國民黨,2832,民主進步黨,4742,58,4800,0,4800,1588,6388,75.14
斗南鎮,大東里,38,親民黨,416,中國國民黨,834,民主進步黨,1288,12,1300,0,1300,426,1726,75.32
斗南鎮,埤麻里,50,親民黨,500,中國國民黨,608,民主進步黨,1158,16,1174,0,1174,408,1582,74.21
斗南鎮,西伯里,32,親民黨,480,中國國民黨,652,民主進步黨,1164,20,1184,0,1184,478,1662,71.24
斗南鎮,新崙里,72,親民黨,730,中國國民黨,1328,民主進步黨,2130,44,2174,0,2174,754,2928,74.25
斗南鎮,小東里,70,親民黨,522,中國國民黨,1552,民主進步黨,2144,24,2168,0,2168,752,2920,74.25
斗南鎮,石溪里,18,親民黨,404,中國國民黨,834,民主進步黨,1256,10,1266,0,1266,430,1696,74.65
斗南鎮,大同里,182,親民黨,1578,中國國民黨,2306,民主進步黨,4066,52,4118,0,4118,1334,5452,75.53
斗南鎮,僑真里,144,親民黨,1094,中國國民黨,1932,民主進步黨,3170,36,3206,0,3206,1070,4276,74.98
虎尾鎮,中山里,64,親民黨,568,中國國民黨,726,民主進步黨,1358,8,1366,0,1366,424,1790,76.31
虎尾鎮,新興里,124,親民黨,900,中國國民黨,1220,民主進步黨,2244,24,2268,0,2268,1006,3274,69.27
虎尾鎮,東仁里,136,親民黨,1646,中國國民黨,2024,民主進步黨,3806,36,3842,0,3842,1156,4998,76.87
虎尾鎮,公安里,234,親民黨,1734,中國國民黨,2234,民主進步黨,4202,34,4236,0,4236,1228,5464,77.53
虎尾鎮,德興里,190,親民黨,1510,中國國民黨,1850,民主進步黨,3550,36,3586,0,3586,1266,4852,73.91
虎尾鎮,西安里,204,親民黨,1974,中國國民黨,2444,民主進步黨,4622,42,4664,0,4664,1616,6280,74.27
虎尾鎮,安慶里,106,親民黨,942,中國國民黨,1042,民主進步黨,2090,8,2098,0,2098,646,2744,76.46
虎尾鎮,平和里,324,親民黨,2614,中國國民黨,3524,民主進步黨,6462,72,6534,0,6534,1886,8420,77.6
虎尾鎮,興南里,158,親民黨,1320,中國國民黨,1794,民主進步黨,3272,44,3316,0,3316,1056,4372,75.85
虎尾鎮,新吉里,242,親民黨,2008,中國國民黨,3156,民主進步黨,5406,74,5480,0,5480,1760,7240,75.69
虎尾鎮,穎川里,116,親民黨,1100,中國國民黨,1678,民主進步黨,2894,34,2928,0,2928,930,3858,75.89
虎尾鎮,延平里,62,親民黨,602,中國國民黨,982,民主進步黨,1646,16,1662,0,1662,510,2172,76.52
虎尾鎮,三合里,100,親民黨,710,中國國民黨,1004,民主進步黨,1814,24,1838,0,1838,656,2494,73.7
虎尾鎮,北溪里,54,親民黨,454,中國國民黨,724,民主進步黨,1232,16,1248,0,1248,410,1658,75.27
虎尾鎮,墾地里,124,親民黨,680,中國國民黨,1426,民主進步黨,2230,38,2268,0,2268,1078,3346,67.78
虎尾鎮,西屯里,64,親民黨,706,中國國民黨,1178,民主進步黨,1948,24,1972,0,1972,872,2844,69.34
虎尾鎮,芳草里,58,親民黨,266,中國國民黨,824,民主進步黨,1148,16,1164,0,1164,518,1682,69.2
虎尾鎮,埒內里,158,親民黨,1120,中國國民黨,2584,民主進步黨,3862,44,3906,0,3906,1212,5118,76.32
虎尾鎮,堀頭里,54,親民黨,410,中國國民黨,710,民主進步黨,1174,22,1196,0,1196,392,1588,75.31
虎尾鎮,安溪里,120,親民黨,812,中國國民黨,1610,民主進步黨,2542,42,2584,0,2584,856,3440,75.12
虎尾鎮,興中里,88,親民黨,900,中國國民黨,1284,民主進步黨,2272,24,2296,0,2296,892,3188,72.02
虎尾鎮,廉使里,156,親民黨,1410,中國國民黨,3040,民主進步黨,4606,62,4668,0,4668,1670,6338,73.65
虎尾鎮,惠來里,150,親民黨,1130,中國國民黨,1988,民主進步黨,3268,44,3312,0,3312,1234,4546,72.86
虎尾鎮,頂溪里,148,親民黨,1146,中國國民黨,2422,民主進步黨,3716,48,3764,0,3764,1264,5028,74.86
虎尾鎮,中溪里,76,親民黨,678,中國國民黨,1142,民主進步黨,1896,26,1922,0,1922,688,2610,73.64
虎尾鎮,下溪里,110,親民黨,852,中國國民黨,1228,民主進步黨,2190,32,2222,0,2222,722,2944,75.48
虎尾鎮,建國里,44,親民黨,288,中國國民黨,322,民主進步黨,654,12,666,0,666,340,1006,66.2
虎尾鎮,立仁里,226,親民黨,2342,中國國民黨,2710,民主進步黨,5278,56,5334,0,5334,1826,7160,74.5
虎尾鎮,東屯里,64,親民黨,592,中國國民黨,1002,民主進步黨,1658,36,1694,0,1694,678,2372,71.42
西螺鎮,振興里,80,親民黨,554,中國國民黨,1540,民主進步黨,2174,16,2190,0,2190,854,3044,71.94
西螺鎮,大園里,50,親民黨,792,中國國民黨,1668,民主進步黨,2510,22,2532,0,2532,800,3332,75.99
西螺鎮,廣福里,84,親民黨,1144,中國國民黨,1844,民主進步黨,3072,30,3102,0,3102,932,4034,76.9
西螺鎮,正興里,128,親民黨,1476,中國國民黨,2602,民主進步黨,4206,34,4240,0,4240,1508,5748,73.76
西螺鎮,永安里,14,親民黨,170,中國國民黨,332,民主進步黨,516,4,520,0,520,134,654,79.51
西螺鎮,中和里,22,親民黨,276,中國國民黨,520,民主進步黨,818,10,828,0,828,314,1142,72.5
西螺鎮,福興里,32,親民黨,312,中國國民黨,514,民主進步黨,858,10,868,0,868,226,1094,79.34
西螺鎮,光華里,42,親民黨,538,中國國民黨,898,民主進步黨,1478,16,1494,0,1494,504,1998,74.77
西螺鎮,中興里,150,親民黨,1332,中國國民黨,2496,民主進步黨,3978,34,4012,0,4012,1390,5402,74.27
西螺鎮,漢光里,200,親民黨,1956,中國國民黨,4032,民主進步黨,6188,78,6266,0,6266,2252,8518,73.56
西螺鎮,新安里,66,親民黨,396,中國國民黨,1416,民主進步黨,1878,14,1892,0,1892,606,2498,75.74
西螺鎮,新豐里,62,親民黨,498,中國國民黨,1538,民主進步黨,2098,24,2122,0,2122,772,2894,73.32
西螺鎮,詔安里,48,親民黨,522,中國國民黨,848,民主進步黨,1418,30,1448,0,1448,486,1934,74.87
西螺鎮,河南里,56,親民黨,526,中國國民黨,938,民主進步黨,1520,14,1534,0,1534,456,1990,77.09
西螺鎮,安定里,54,親民黨,742,中國國民黨,1646,民主進步黨,2442,30,2472,0,2472,998,3470,71.24
西螺鎮,福田里,50,親民黨,570,中國國民黨,1570,民主進步黨,2190,34,2224,0,2224,688,2912,76.37
西螺鎮,大新里,92,親民黨,644,中國國民黨,1516,民主進步黨,2252,24,2276,0,2276,802,3078,73.94
西螺鎮,埤頭里,40,親民黨,254,中國國民黨,912,民主進步黨,1206,16,1222,0,1222,442,1664,73.44
西螺鎮,東興里,40,親民黨,262,中國國民黨,1098,民主進步黨,1400,12,1412,0,1412,480,1892,74.63
西螺鎮,廣興里,28,親民黨,496,中國國民黨,680,民主進步黨,1204,20,1224,0,1224,452,1676,73.03
西螺鎮,鹿場里,38,親民黨,598,中國國民黨,1504,民主進步黨,2140,14,2154,0,2154,778,2932,73.47
西螺鎮,頂湳里,26,親民黨,374,中國國民黨,1036,民主進步黨,1436,18,1454,0,1454,446,1900,76.53
西螺鎮,下湳里,42,親民黨,518,中國國民黨,542,民主進步黨,1102,16,1118,0,1118,446,1564,71.48
西螺鎮,九隆里,38,親民黨,260,中國國民黨,718,民主進步黨,1016,10,1026,0,1026,356,1382,74.24
西螺鎮,吳厝里,38,親民黨,516,中國國民黨,1168,民主進步黨,1722,26,1748,0,1748,764,2512,69.59
西螺鎮,七座里,40,親民黨,322,中國國民黨,846,民主進步黨,1208,16,1224,0,1224,506,1730,70.75
西螺鎮,公舘里,52,親民黨,458,中國國民黨,1390,民主進步黨,1900,26,1926,0,1926,698,2624,73.4
土庫鎮,忠正里,44,親民黨,440,中國國民黨,674,民主進步黨,1158,14,1172,0,1172,324,1496,78.34
土庫鎮,順天里,58,親民黨,486,中國國民黨,742,民主進步黨,1286,18,1304,0,1304,418,1722,75.73
土庫鎮,宮北里,88,親民黨,728,中國國民黨,1216,民主進步黨,2032,56,2088,0,2088,588,2676,78.03
土庫鎮,越港里,44,親民黨,698,中國國民黨,852,民主進步黨,1594,20,1614,0,1614,422,2036,79.27
土庫鎮,溪邊里,64,親民黨,562,中國國民黨,970,民主進步黨,1596,28,1624,0,1624,520,2144,75.75
土庫鎮,興新里,94,親民黨,656,中國國民黨,1228,民主進步黨,1978,20,1998,0,1998,742,2740,72.92
土庫鎮,奮起里,62,親民黨,612,中國國民黨,1058,民主進步黨,1732,22,1754,0,1754,772,2526,69.44
土庫鎮,埤腳里,54,親民黨,586,中國國民黨,1034,民主進步黨,1674,14,1688,0,1688,764,2452,68.84
土庫鎮,大荖里,52,親民黨,364,中國國民黨,776,民主進步黨,1192,18,1210,0,1210,430,1640,73.78
土庫鎮,石廟里,196,親民黨,1334,中國國民黨,2384,民主進步黨,3914,56,3970,0,3970,1400,5370,73.93
土庫鎮,東平里,104,親民黨,660,中國國民黨,1824,民主進步黨,2588,42,2630,0,2630,946,3576,73.55
土庫鎮,南平里,84,親民黨,774,中國國民黨,1666,民主進步黨,2524,36,2560,0,2560,922,3482,73.52
土庫鎮,北平里,56,親民黨,316,中國國民黨,818,民主進步黨,1190,16,1206,0,1206,494,1700,70.94
土庫鎮,西平里,64,親民黨,742,中國國民黨,1668,民主進步黨,2474,38,2512,0,2512,1010,3522,71.32
土庫鎮,後埔里,148,親民黨,968,中國國民黨,1884,民主進步黨,3000,44,3044,0,3044,1352,4396,69.24
土庫鎮,崙內里,68,親民黨,610,中國國民黨,1400,民主進步黨,2078,26,2104,0,2104,852,2956,71.18
土庫鎮,新庄里,66,親民黨,608,中國國民黨,1294,民主進步黨,1968,20,1988,0,1988,804,2792,71.2
北港鎮,東陽里,36,親民黨,310,中國國民黨,690,民主進步黨,1036,16,1052,0,1052,338,1390,75.68
北港鎮,光民里,32,親民黨,262,中國國民黨,720,民主進步黨,1014,18,1032,0,1032,276,1308,78.9
北港鎮,東華里,16,親民黨,236,中國國民黨,414,民主進步黨,666,2,668,0,668,222,890,75.06
北港鎮,南安里,32,親民黨,368,中國國民黨,854,民主進步黨,1254,26,1280,0,1280,374,1654,77.39
北港鎮,中和里,12,親民黨,124,中國國民黨,328,民主進步黨,464,6,470,0,470,190,660,71.21
北港鎮,義民里,16,親民黨,186,中國國民黨,346,民主進步黨,548,10,558,0,558,192,750,74.4
北港鎮,共榮里,26,親民黨,144,中國國民黨,384,民主進步黨,554,2,556,0,556,160,716,77.65
北港鎮,西勢里,50,親民黨,436,中國國民黨,850,民主進步黨,1336,16,1352,0,1352,458,1810,74.7
北港鎮,仁和里,28,親民黨,234,中國國民黨,462,民主進步黨,724,6,730,0,730,222,952,76.68
北港鎮,賜福里,26,親民黨,154,中國國民黨,292,民主進步黨,472,10,482,0,482,136,618,77.99
北港鎮,公舘里,28,親民黨,240,中國國民黨,524,民主進步黨,792,4,796,0,796,248,1044,76.25
北港鎮,大同里,56,親民黨,584,中國國民黨,1032,民主進步黨,1672,20,1692,0,1692,596,2288,73.95
北港鎮,仁安里,32,親民黨,280,中國國民黨,326,民主進步黨,638,10,648,0,648,206,854,75.88
北港鎮,華勝里,250,親民黨,2392,中國國民黨,4456,民主進步黨,7098,90,7188,0,7188,2212,9400,76.47
北港鎮,光復里,104,親民黨,996,中國國民黨,1370,民主進步黨,2470,24,2494,0,2494,786,3280,76.04
北港鎮,新街里,344,親民黨,3090,中國國民黨,5546,民主進步黨,8980,98,9078,0,9078,2958,12036,75.42
北港鎮,劉厝里,74,親民黨,390,中國國民黨,1170,民主進步黨,1634,10,1644,0,1644,580,2224,73.92
北港鎮,府番里,18,親民黨,374,中國國民黨,654,民主進步黨,1046,16,1062,0,1062,498,1560,68.08
北港鎮,草湖里,72,親民黨,370,中國國民黨,1330,民主進步黨,1772,24,1796,0,1796,870,2666,67.37
北港鎮,溝皂里,50,親民黨,384,中國國民黨,1066,民主進步黨,1500,30,1530,0,1530,686,2216,69.04
北港鎮,後溝里,52,親民黨,300,中國國民黨,950,民主進步黨,1302,20,1322,0,1322,544,1866,70.85
北港鎮,番溝里,22,親民黨,292,中國國民黨,622,民主進步黨,936,16,952,0,952,606,1558,61.1
北港鎮,大北里,22,親民黨,168,中國國民黨,518,民主進步黨,708,8,716,0,716,358,1074,66.67
北港鎮,好收里,90,親民黨,570,中國國民黨,1544,民主進步黨,2204,28,2232,0,2232,920,3152,70.81
北港鎮,樹腳里,142,親民黨,1194,中國國民黨,2904,民主進步黨,4240,60,4300,0,4300,1468,5768,74.55
北港鎮,扶朝里,40,親民黨,206,中國國民黨,1098,民主進步黨,1344,20,1364,0,1364,490,1854,73.57
北港鎮,水埔里,26,親民黨,162,中國國民黨,486,民主進步黨,674,6,680,0,680,278,958,70.98
北港鎮,新厝里,14,親民黨,128,中國國民黨,376,民主進步黨,518,4,522,0,522,212,734,71.12
古坑鄉,水碓村,42,親民黨,628,中國國民黨,1046,民主進步黨,1716,30,1746,0,1746,636,2382,73.3
古坑鄉,田心村,74,親民黨,580,中國國民黨,934,民主進步黨,1588,24,1612,0,1612,516,2128,75.75
古坑鄉,高林村,44,親民黨,524,中國國民黨,1086,民主進步黨,1654,28,1682,0,1682,562,2244,74.96
古坑鄉,荷苞村,80,親民黨,804,中國國民黨,1146,民主進步黨,2030,18,2048,0,2048,722,2770,73.94
古坑鄉,東和村,184,親民黨,1552,中國國民黨,2676,民主進步黨,4412,36,4448,0,4448,1586,6034,73.72
古坑鄉,新庄村,66,親民黨,648,中國國民黨,1460,民主進步黨,2174,36,2210,0,2210,724,2934,75.32
古坑鄉,棋盤村,102,親民黨,806,中國國民黨,2016,民主進步黨,2924,40,2964,0,2964,1130,4094,72.4
古坑鄉,華山村,36,親民黨,394,中國國民黨,590,民主進步黨,1020,8,1028,0,1028,400,1428,71.99
古坑鄉,華南村,28,親民黨,108,中國國民黨,250,民主進步黨,386,4,390,0,390,186,576,67.71
古坑鄉,永光村,80,親民黨,1138,中國國民黨,1800,民主進步黨,3018,34,3052,0,3052,1100,4152,73.51
古坑鄉,桂林村,44,親民黨,432,中國國民黨,1058,民主進步黨,1534,8,1542,0,1542,660,2202,70.03
古坑鄉,崁腳村,62,親民黨,644,中國國民黨,928,民主進步黨,1634,20,1654,0,1654,668,2322,71.23
古坑鄉,樟湖村,14,親民黨,242,中國國民黨,318,民主進步黨,574,8,582,0,582,280,862,67.52
古坑鄉,草嶺村,26,親民黨,278,中國國民黨,418,民主進步黨,722,16,738,0,738,370,1108,66.61
古坑鄉,永昌村,102,親民黨,1072,中國國民黨,1686,民主進步黨,2860,48,2908,0,2908,1126,4034,72.09
古坑鄉,麻園村,22,親民黨,322,中國國民黨,758,民主進步黨,1102,8,1110,0,1110,340,1450,76.55
古坑鄉,古坑村,114,親民黨,1182,中國國民黨,1750,民主進步黨,3046,54,3100,0,3100,1272,4372,70.91
古坑鄉,朝陽村,112,親民黨,1268,中國國民黨,1670,民主進步黨,3050,36,3086,0,3086,1028,4114,75.01
古坑鄉,西平村,50,親民黨,812,中國國民黨,1328,民主進步黨,2190,28,2218,0,2218,664,2882,76.96
古坑鄉,湳仔村,38,親民黨,396,中國國民黨,548,民主進步黨,982,10,992,0,992,308,1300,76.31
大埤鄉,北和村,38,親民黨,358,中國國民黨,614,民主進步黨,1010,12,1022,0,1022,436,1458,70.1
大埤鄉,南和村,98,親民黨,1008,中國國民黨,1976,民主進步黨,3082,34,3116,0,3116,970,4086,76.26
大埤鄉,大德村,52,親民黨,468,中國國民黨,826,民主進步黨,1346,12,1358,0,1358,548,1906,71.25
大埤鄉,松竹村,48,親民黨,356,中國國民黨,908,民主進步黨,1312,16,1328,0,1328,496,1824,72.81
大埤鄉,尚義村,102,親民黨,848,中國國民黨,1698,民主進步黨,2648,28,2676,0,2676,1016,3692,72.48
大埤鄉,嘉興村,86,親民黨,808,中國國民黨,1594,民主進步黨,2488,32,2520,0,2520,934,3454,72.96
大埤鄉,豐田村,76,親民黨,742,中國國民黨,1376,民主進步黨,2194,32,2226,0,2226,778,3004,74.1
大埤鄉,三結村,86,親民黨,502,中國國民黨,1072,民主進步黨,1660,22,1682,0,1682,688,2370,70.97
大埤鄉,吉田村,44,親民黨,256,中國國民黨,732,民主進步黨,1032,6,1038,0,1038,354,1392,74.57
大埤鄉,豐岡村,18,親民黨,326,中國國民黨,528,民主進步黨,872,8,880,0,880,268,1148,76.66
大埤鄉,聯美村,38,親民黨,420,中國國民黨,942,民主進步黨,1400,8,1408,0,1408,670,2078,67.76
大埤鄉,怡然村,44,親民黨,346,中國國民黨,630,民主進步黨,1020,10,1030,0,1030,388,1418,72.64
大埤鄉,北鎮村,38,親民黨,252,中國國民黨,616,民主進步黨,906,2,908,0,908,378,1286,70.61
大埤鄉,興安村,32,親民黨,264,中國國民黨,640,民主進步黨,936,10,946,0,946,430,1376,68.75
大埤鄉,西鎮村,48,親民黨,298,中國國民黨,600,民主進步黨,946,6,952,0,952,456,1408,67.61
莿桐鄉,莿桐村,192,親民黨,1952,中國國民黨,3852,民主進步黨,5996,72,6068,0,6068,1906,7974,76.1
莿桐鄉,甘厝村,30,親民黨,258,中國國民黨,968,民主進步黨,1256,16,1272,0,1272,380,1652,77.0
莿桐鄉,甘西村,72,親民黨,536,中國國民黨,1652,民主進步黨,2260,14,2274,0,2274,780,3054,74.46
莿桐鄉,興桐村,56,親民黨,502,中國國民黨,1240,民主進步黨,1798,26,1824,0,1824,538,2362,77.22
莿桐鄉,義和村,44,親民黨,366,中國國民黨,1132,民主進步黨,1542,24,1566,0,1566,560,2126,73.66
莿桐鄉,埔子村,124,親民黨,746,中國國民黨,2058,民主進步黨,2928,30,2958,0,2958,910,3868,76.47
莿桐鄉,大美村,182,親民黨,1460,中國國民黨,2826,民主進步黨,4468,50,4518,0,4518,1332,5850,77.23
莿桐鄉,埔尾村,80,親民黨,638,中國國民黨,1246,民主進步黨,1964,28,1992,0,1992,524,2516,79.17
莿桐鄉,饒平村,68,親民黨,496,中國國民黨,1018,民主進步黨,1582,18,1600,0,1600,646,2246,71.24
莿桐鄉,興貴村,100,親民黨,834,中國國民黨,1764,民主進步黨,2698,36,2734,0,2734,970,3704,73.81
莿桐鄉,四合村,96,親民黨,836,中國國民黨,1652,民主進步黨,2584,22,2606,0,2606,752,3358,77.61
莿桐鄉,麻園村,112,親民黨,630,中國國民黨,1376,民主進步黨,2118,18,2136,0,2136,770,2906,73.5
莿桐鄉,五華村,56,親民黨,504,中國國民黨,1328,民主進步黨,1888,14,1902,0,1902,680,2582,73.66
莿桐鄉,六合村,102,親民黨,742,中國國民黨,1746,民主進步黨,2590,34,2624,0,2624,852,3476,75.49
林內鄉,林南村,88,親民黨,594,中國國民黨,798,民主進步黨,1480,18,1498,0,1498,482,1980,75.66
林內鄉,林中村,146,親民黨,1928,中國國民黨,3072,民主進步黨,5146,82,5228,0,5228,1806,7034,74.32
林內鄉,林北村,138,親民黨,986,中國國民黨,1980,民主進步黨,3104,44,3148,0,3148,1088,4236,74.32
林內鄉,坪頂村,18,親民黨,300,中國國民黨,416,民主進步黨,734,10,744,0,744,282,1026,72.51
林內鄉,林茂村,40,親民黨,440,中國國民黨,624,民主進步黨,1104,24,1128,0,1128,450,1578,71.48
林內鄉,九芎村,134,親民黨,1286,中國國民黨,2166,民主進步黨,3586,58,3644,0,3644,1398,5042,72.27
林內鄉,湖本村,30,親民黨,314,中國國民黨,594,民主進步黨,938,12,950,0,950,300,1250,76.0
林內鄉,烏塗村,76,親民黨,590,中國國民黨,952,民主進步黨,1618,12,1630,0,1630,620,2250,72.44
林內鄉,烏麻村,84,親民黨,572,中國國民黨,830,民主進步黨,1486,20,1506,0,1506,532,2038,73.9
林內鄉,重興村,112,親民黨,756,中國國民黨,1758,民主進步黨,2626,42,2668,0,2668,852,3520,75.8
二崙鄉,崙東村,68,親民黨,650,中國國民黨,1304,民主進步黨,2022,30,2052,0,2052,788,2840,72.25
二崙鄉,崙西村,74,親民黨,862,中國國民黨,1538,民主進步黨,2474,18,2492,0,2492,830,3322,75.02
二崙鄉,來惠村,48,親民黨,572,中國國民黨,1594,民主進步黨,2214,32,2246,0,2246,886,3132,71.71
二崙鄉,三和村,50,親民黨,448,中國國民黨,1428,民主進步黨,1926,26,1952,0,1952,950,2902,67.26
二崙鄉,湳仔村,34,親民黨,564,中國國民黨,924,民主進步黨,1522,28,1550,0,1550,688,2238,69.26
二崙鄉,田尾村,60,親民黨,856,中國國民黨,1670,民主進步黨,2586,20,2606,0,2606,908,3514,74.16
二崙鄉,定安村,32,親民黨,308,中國國民黨,866,民主進步黨,1206,10,1216,0,1216,488,1704,71.36
二崙鄉,大華村,36,親民黨,278,中國國民黨,888,民主進步黨,1202,16,1218,0,1218,476,1694,71.9
二崙鄉,義庄村,12,親民黨,212,中國國民黨,794,民主進步黨,1018,10,1028,0,1028,424,1452,70.8
